update,env_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,advantage_mean,advantage_std,alive_actor_sample_fraction,current_learning_rate,current_entropy_coef,effective_log_std_mean,effective_std_mean,actor_epochs_completed,actor_minibatches_completed,kl_early_stop,max_minibatch_kl,env_steps_per_second,environment_step_seconds,policy_inference_seconds,ppo_update_seconds,evaluation_seconds,completed_episodes,red_complete_elimination_success_rate,blue_complete_elimination_success_rate,environment_red_outcome_rate,environment_blue_outcome_rate,draw_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_boundary_altitude_deaths,mean_red_boundary_xy_deaths,mean_blue_boundary_altitude_deaths,mean_blue_boundary_xy_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return,mean_rollout_approach_reward,mean_rollout_attack_advantage_reward,mean_rollout_threat_penalty,mean_rollout_soft_boundary_penalty,mean_rollout_friendly_separation_penalty,mean_rollout_head_on_risk_penalty,mean_rollout_dense_reward,mean_rollout_event_reward,mean_rollout_terminal_reward,mean_rollout_total_step_reward,mean_rollout_tactical_reward,mean_rollout_safety_penalty,mean_rollout_event_terminal_reward,eval_episodes,eval_red_complete_elimination_success_rate,eval_mean_red_attack_kills,eval_mean_blue_attack_kills,eval_mean_red_survivors,eval_mean_blue_survivors,eval_mean_red_boundary_deaths,eval_mean_red_boundary_altitude_deaths,eval_mean_red_boundary_xy_deaths,eval_draw_rate,eval_max_steps_rate
11,22528,-0.0038517385837621987,97.58688507080078,2.804571040471395,0.005139359490539094,0.060186843201518056,0.3554431120554606,-4.059354782104492,9.846986770629883,0.6722005208333334,0.00029878348799999995,0.0099594496,-0.4825771450996399,0.6171983480453491,5,30,False,0.007403349503874779,326.75569506287434,31.175134314064053,4.950736740953289,1.573193768010242,29.990492593991803,8,0.0,0.625,0.0,0.875,0.125,0.0,2.5,0.125,2.75,0.375,0.375,0.0,0.0,0.0,0.0,0.125,257.75,-79.60745914788504,0.0030767019098463244,2.228522454430365e-05,0.0024876691309145826,0.0005706138975996033,5.236432707819705e-05,0.0,-0.0010116602171592604,-0.244140625,-0.07080078125,-0.3159530624110971,0.0006113180034760454,0.0006229782246778004,-0.31494140625,,,,,,,,,,,
12,24576,-0.0027107330116753776,88.29496917724609,2.8111464579900107,0.003749631151963223,0.034882666139552994,0.3448697254061699,-3.441727876663208,9.39593505859375,0.6951497395833334,0.000298672896,0.0099557632,-0.48157644271850586,0.6178251504898071,5,30,False,0.0072395578026771545,339.7595482727281,33.92997485914384,5.366073271885398,1.6846178600098938,29.990492593991803,7,0.0,0.7142857142857143,0.0,1.0,0.0,0.0,2.5714285714285716,0.0,3.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,256.42857142857144,-82.67588048538424,0.0033204811593350314,5.811379093698804e-05,0.0012508367983627977,0.0006451833082752531,6.899715406505358e-05,0.0,0.00041357765564953297,-0.2197265625,-0.068359375,-0.2876723511784576,0.0021277581519092217,0.0007141804623403067,-0.2880859375,,,,,,,,,,,
13,26624,-0.003544211601062367,63.813528060913086,2.814200766881307,0.004779318075353489,0.05276939818092311,0.3462465877334277,-1.9798990488052368,7.968634128570557,0.6722005208333334,0.00029856230399999997,0.009952076800000001,-0.47966521978378296,0.6190019845962524,5,30,False,0.008929074741899967,350.75556768136545,36.87920605705585,5.769074236697634,1.796833725005854,29.990492593991803,7,0.0,0.42857142857142855,0.0,0.8571428571428571,0.14285714285714285,0.0,2.142857142857143,0.14285714285714285,3.0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,0.14285714285714285,355.0,-82.72562765803988,0.002987354675951792,2.2099147154584775e-05,0.0020614997124539514,0.001473333252079101,0.0,0.0,-0.0015253791256668592,-0.17578125,-0.06103515625,-0.2383417878551768,0.0009479541106524256,0.001473333252079101,-0.23681640625,,,,,,,,,,,
14,28672,-0.003109094201742361,54.29506072998047,2.819924736022949,0.0039489028467671805,0.04042284201520185,0.31689326763153075,-2.006272554397583,7.585738182067871,0.7203776041666666,0.00029845171199999995,0.0099483904,-0.47835487127304077,0.6198099851608276,5,30,False,0.007587625179439783,359.69431202559167,40.037648688972695,6.187688654725207,1.9315644450107357,29.990492593991803,3,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.3333333333333,-79.98919742808089,0.002684183937571749,4.7536065032716124e-05,0.0018437092371641484,0.0005059795206570628,2.2683903509501495e-05,0.0,-0.0006406526554201264,-0.1708984375,-0.029296875,-0.20083596734934872,0.0008880107654403169,0.0005286634241665642,-0.2001953125,,,,,,,,,,,
15,30720,-0.0033910811092937366,35.01364917755127,2.8253254890441895,0.0046395628480323785,0.05317012523300946,0.28491757313410443,-0.4177234470844269,5.863009452819824,0.7412109375,0.00029834112,0.009944704,-0.4754513204097748,0.6216202974319458,5,30,False,0.009436885826289654,366.9528662933835,43.35739799888688,6.637884604584542,2.054548414016608,29.990492593991803,6,0.0,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,2.5,0.16666666666666666,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,360.0,-77.66551246679803,0.002405263425771409,3.867784456274698e-05,0.001211094557334036,0.00034540712580318107,0.00018473760242268197,0.0,-0.0002972980184381413,-0.1123046875,-0.05126953125,-0.16387151695386137,0.00123284671300012,0.000530144728225863,-0.16357421875,,,,,,,,,,,
16,32768,-0.004471452293607096,24.37178268432617,2.8335949818293256,0.0060197854043438324,0.07225138396024704,0.33149951746066414,-0.03897693753242493,4.91487979888916,0.6725260416666666,0.000298230528,0.009941017600000001,-0.4732981324195862,0.6229647397994995,5,30,False,0.010242333635687828,374.75088386393776,46.42188876186265,7.068269544499344,2.1787101440131664,29.990492593991803,5,0.0,0.2,0.0,0.4,0.6,0.0,1.8,1.0,2.6,0.2,0.2,0.0,0.0,0.0,0.0,0.6,499.6,-53.356430203365925,0.0020976572416155914,3.0508691935004356e-05,0.0014079016087293894,0.00045377011775370657,1.630558992493647e-06,0.0,-0.0007351363441898684,-0.0927734375,-0.02685546875,-0.12036404449867177,0.0007202643248212064,0.0004554006767462002,-0.11962890625,,,,,,,,,,,
17,34816,-0.003779489253065549,65.81577835083007,2.842920509974162,0.0036705816404719372,0.03868950022927796,0.2856984108686447,-1.773353099822998,8.448841094970703,0.7576497395833334,0.00029811993599999996,0.0099373312,-0.46868330240249634,0.6258493065834045,5,30,False,0.008110211230814457,380.71753377202975,49.770455257734284,7.506987269458477,2.2904849350161385,29.990492593991803,6,0.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,2.3333333333333335,0.5,3.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,322.6666666666667,-66.78187065646459,0.002339484733511199,2.185806959048575e-05,0.002072986776511243,0.0005255168244911249,8.022456364710669e-05,0.0,-0.0013173853615668918,-0.1708984375,-0.0439453125,-0.21616113880161691,0.0002883560265904417,0.0006057413881382315,-0.21484375,,,,,,,,,,,
18,36864,-0.0011484789632959292,71.46901931762696,2.8552342653274536,0.0025879574453757364,0.018022648831053326,0.24272461384534835,-1.6599549055099487,8.338364601135254,0.8131510416666666,0.000298009344,0.0099336448,-0.4662773013114929,0.6273529529571533,5,30,False,0.003508035559207201,385.0592110548001,53.30172867770307,7.994456959495437,2.4345447980158497,29.990492593991803,8,0.0,0.625,0.0,0.75,0.25,0.0,2.625,0.25,2.75,0.125,0.125,0.0,0.0,0.0,0.0,0.25,321.25,-72.6240407492769,0.004117317469535919,3.075188539547469e-05,0.0019261162715338287,0.00025649674327974433,1.730711577985211e-05,0.0,0.0009481492293730298,-0.1806640625,-0.0634765625,-0.24319247347040118,0.0022219530833975654,0.00027380385905959644,-0.244140625,,,,,,,,,,,
19,38912,-0.002014386362861842,81.80815353393555,2.860504460334778,0.00521502849419354,0.06491874700101713,0.3471832568446795,-2.939525842666626,10.016253471374512,0.65576171875,0.000297898752,0.009929958400000001,-0.46451935172080994,0.6284458041191101,5,30,False,0.01474334392696619,390.8305141552762,56.449886438742396,8.424176868677023,2.568709770013811,29.990492593991803,7,0.0,0.8571428571428571,0.0,0.8571428571428571,0.14285714285714285,0.0,2.5714285714285716,0.42857142857142855,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,256.7142857142857,-69.09334425274184,0.003144629748931038,3.4846318258119346e-05,0.0018305129865439085,2.3480647573098645e-05,0.00020411689337413927,0.0,0.00012136553701225239,-0.21484375,-0.06103515625,-0.27575754198082336,0.001348963080645249,0.00022759754094723791,-0.27587890625,,,,,,,,,,,
20,40960,-0.0038403105339966715,43.49606437683106,2.869101715087891,0.005468140858231718,0.0655411412473768,0.2627115989724795,-0.7071128487586975,6.549554347991943,0.7677408854166666,0.00029778815999999996,0.009926272,-0.4600366950035095,0.631271243095398,5,30,False,0.012055984698235989,397.05307197958655,59.41908432666969,8.839179785747547,2.67088554201473,29.990492593991803,6,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,2.8333333333333335,0.16666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,363.6666666666667,-74.29162201812021,0.0030719421076526032,8.267040422897665e-05,0.0015709014618607853,0.00020692535806948742,0.00013155193656936865,0.0,0.0002452337599265775,-0.146484375,-0.05126953125,-0.19750866806475642,0.0015837110500207946,0.00033847729463885607,-0.19775390625,,,,,,,,,,,
21,43008,-0.0029095914273057134,52.47653503417969,2.878568943341573,0.004472411854778587,0.04911160864091168,0.31216964473327,-1.2538566589355469,7.2591633796691895,0.7473958333333334,0.000297677568,0.0099225856,-0.459754079580307,0.6314494013786316,5,30,False,0.007314222399145365,402.7353245665312,62.401809495684574,9.257484931804356,2.8005387660086853,29.990492593991803,4,0.0,0.75,0.0,1.0,0.0,0.0,2.75,0.0,3.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,234.25,-82.26966258301763,0.0019933775065510417,5.531983989665035e-05,0.0015816480464536653,0.0010952460103510475,1.3770723643408622e-05,6.6567319318977525e-06,-0.0016486241692632575,-0.1611328125,-0.0390625,-0.20184393279959068,0.0004670492999940268,0.0011156734659263539,-0.2001953125,,,,,,,,,,,
22,45056,-0.004058036302255156,46.56860771179199,2.8785241842269897,0.004816197118802664,0.05674635089623432,0.29907322078943255,-0.8888984322547913,7.069653034210205,0.7639973958333334,0.000297566976,0.009918899200000001,-0.45843538641929626,0.6322896480560303,5,30,False,0.012798933312296867,407.20578934275414,65.58491086485446,9.698405978735536,2.920493140016333,29.990492593991803,7,0.0,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.0,1.5714285714285714,0.7142857142857143,3.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,440.14285714285717,-63.41210639349395,0.0032332432247130782,5.1578582134392814e-05,0.0011390002456721504,0.0010048625753142915,0.0001115838661705365,0.0,2.9375126814557007e-05,-0.15625,-0.0390625,-0.19528312026483263,0.0021458215611753206,0.001116446441484828,-0.1953125,,,,,,,,,,,
23,47104,-0.004500815705008184,18.02824831008911,2.8857673168182374,0.005165917267122062,0.05787352261443933,0.3182862142721812,0.3919467628002167,4.026001930236816,0.68310546875,0.00029745638399999996,0.0099152128,-0.45554906129837036,0.6341032981872559,5,30,False,0.007710952777415514,412.24557719473563,68.50639024995326,10.166628590668552,3.0402488140243804,29.990492593991803,3,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,2.3333333333333335,0.3333333333333333,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,453.3333333333333,-71.81258975371263,0.0018786422173633355,3.5984823748780315e-05,0.0014226961415033657,0.000508973531235378,8.692586097833779e-05,0.0,-0.0011039684823117568,-0.0927734375,-0.02197265625,-0.115850060279854,0.0004919308996087501,0.0005958993922137157,-0.11474609375,,,,,,,,,,,
24,49152,-0.005485993654777606,49.470984268188474,2.8965206146240234,0.004447876670868693,0.05287183887946109,0.28855349669853847,-1.331215739250183,7.064380168914795,0.7233072916666666,0.000297345792,0.0099115264,-0.45106443762779236,0.6369549036026001,5,30,False,0.008280321024358273,416.3163858651237,71.59603361597692,10.630882330675377,3.1701242420240305,29.990492593991803,6,0.0,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,2.5,0.16666666666666666,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,430.3333333333333,-78.03465175091817,0.002573931636106863,3.884146761789359e-05,0.0016430734103778377,0.002045133491147766,2.4040362232118778e-05,1.003582407310688e-05,-0.002109509995193548,-0.16357421875,-0.05126953125,-0.21695325845860225,0.000969699693346919,0.0020792096774529915,-0.21484375,,,,,,,,,,,
25,51200,-0.0032960260364537437,30.912555694580078,2.9046968380610148,0.004575336023404514,0.049709887825883925,0.27141913821299873,-0.37577447295188904,5.567040920257568,0.7526041666666666,0.0002972352,0.00990784,-0.45078086853027344,0.637136697769165,5,30,False,0.00918558705598116,421.0687097655984,74.50083582605293,11.043291385649354,3.277769125023042,29.990492593991803,5,0.0,0.6,0.0,0.6,0.4,0.0,2.2,0.4,3.0,0.4,0.4,0.0,0.0,0.0,0.0,0.4,395.2,-70.64878945262826,0.002504957102814842,4.9295676664090626e-05,0.0017197162865159044,0.0003981690165346663,6.829947219122445e-05,3.811655405083769e-06,-0.0006357436372468328,-0.1220703125,-0.0341796875,-0.15688574022891544,0.0008345364929630283,0.0004702801441309745,-0.15625,,,,,,,,,,,
26,53248,-0.004635035623020182,57.85307350158691,2.908843739827474,0.0050246887082611965,0.057670711582371345,0.2834657572209835,-1.7879403829574585,7.882527828216553,0.6912434895833334,0.00029712460799999997,0.0099041536,-0.44700154662132263,0.6395462155342102,5,30,False,0.008802183903753757,424.7427952680044,77.61068796516338,11.472924309695372,3.3964758940128377,29.990492593991803,5,0.0,0.6,0.0,1.0,0.0,0.0,2.6,0.0,2.8,0.2,0.2,0.0,0.0,0.0,0.2,0.0,314.4,-83.13097361707477,0.002758573414212151,2.9980367578452682e-05,0.0018936373037377052,0.0007432245250433844,0.0002250731839231468,0.0,-0.0010733812155194755,-0.2197265625,-0.048828125,-0.26962806729329714,0.0008949164780528984,0.0009682977089665312,-0.2685546875,,,,,,,,,,,
27,55296,-0.005228545915936896,25.75909843444824,2.9188174645106,0.006351652422612308,0.08108692150563002,0.28685396214326225,0.43053939938545227,4.777927875518799,0.72314453125,0.00029701401599999995,0.0099004672,-0.4452475309371948,0.6406757235527039,5,30,False,0.014307755045592785,428.0686394667474,80.72340545910993,11.924427030608058,3.521318032013369,29.990492593991803,7,0.0,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.0,2.4285714285714284,0.42857142857142855,3.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.42857142857142855,412.85714285714283,-66.64214288304773,0.0026766598884933046,4.174176579446742e-05,0.0008819231651386872,0.0006388493515965543,0.00018738991771223394,3.7531243850530416e-06,6.486099607627693e-06,-0.0830078125,-0.04638671875,-0.12938804225683498,0.0018364784891490848,0.0008299923936938413,-0.12939453125,,,,,,,,,,,
28,57344,-0.004387635025583828,67.46287803649902,2.9213833649953207,0.004035304525770513,0.04060323763017853,0.28304915378491086,-2.6174468994140625,8.151660919189453,0.7511393229166666,0.000296903424,0.0098967808,-0.4452330470085144,0.640700101852417,5,30,False,0.00904123205691576,431.485072455433,83.80736623310077,12.340648946599686,3.6358240190165816,29.990492593991803,6,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,2.6666666666666665,0.16666666666666666,3.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,278.6666666666667,-76.07341335254584,0.002541163900190213,2.6712139538916796e-05,0.0012387753569100823,0.0012228365660575946,0.00012532015030241456,2.9969416556058226e-07,-0.0010193557081379367,-0.2197265625,-0.05126953125,-0.2720154472766012,0.0013291006828190476,0.0013484564105255697,-0.27099609375,,,,,,,,,,,
29,59392,-0.0030483606342992667,42.13462333679199,2.920935861269633,0.0036291274206229824,0.03233441865692536,0.2910134767492612,-1.1005034446716309,6.646385669708252,0.7176106770833334,0.00029679283199999997,0.0098930944,-0.4455990791320801,0.6404702663421631,5,30,False,0.006717210169881582,435.7438395681626,86.61855295003625,12.72282005858142,3.7465095100196777,29.990492593991803,5,0.0,0.8,0.0,0.8,0.2,0.0,2.8,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,420.6,-73.08493867808575,0.0032106187873068848,5.294244956364352e-05,0.0013192823106464857,0.00011041092958642695,0.0002251899032202631,1.7281381216704538e-06,0.0006069499572731729,-0.15625,-0.04150390625,-0.1971469536472341,0.0019442789262240426,0.0003373289709283605,-0.19775390625,,,,,,,,,,,
30,61440,-0.0054144408709059155,42.21609764099121,2.920627721150716,0.005548927108388503,0.06864971330699822,0.3049488266309102,-1.260191798210144,6.960243225097656,0.63427734375,0.00029668223999999995,0.009889408,-0.44463688135147095,0.6410689949989319,5,30,False,0.010688879527151585,440.3226920340552,89.24312103408738,13.118439155601664,3.862125095023657,29.990492593991803,5,0.0,0.4,0.0,0.8,0.2,0.0,2.4,0.2,3.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,382.2,-77.20746051393317,0.0028053928610916046,6.315041644720451e-05,0.0008794223130195178,0.0009037600791828027,0.00014831425514796436,7.745923479518524e-06,-7.069929034742017e-05,-0.14892578125,-0.04150390625,-0.19050038049368823,0.0019891209645192913,0.0010598202578102857,-0.1904296875,,,,,,,,,,,
