update,env_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,advantage_mean,advantage_std,alive_actor_sample_fraction,current_learning_rate,current_entropy_coef,effective_log_std_mean,effective_std_mean,actor_epochs_completed,actor_minibatches_completed,kl_early_stop,max_minibatch_kl,env_steps_per_second,environment_step_seconds,policy_inference_seconds,ppo_update_seconds,evaluation_seconds,mean_rollout_tactical_reward,mean_rollout_safety_penalty,mean_rollout_event_terminal_reward,completed_episodes,red_complete_elimination_success_rate,blue_complete_elimination_success_rate,environment_red_outcome_rate,environment_blue_outcome_rate,draw_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
715,1464320,-0.0021814222098328175,13.65452299118042,4.248443778355917,0.0024149845887719104,0.02116862894811978,0.377738526960214,-0.7985180616378784,3.657918930053711,0.8935546875,0.00022092671999999997,0.007364224,-0.00410386361181736,0.9959169626235962,5,30,False,0.005246075335890055,496.1351234668798,1932.4074195439607,386.2042741437326,83.7726935128303,463.68243874097243,-108.16169089460914,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,2.5,2.75,0.0,0.0,421.25,-108.16169089460914
716,1466368,-0.0036610937939258294,5.051237392425537,4.2443217754364015,0.005731433687919168,0.07159836335728566,0.36948208312193553,-0.12729798257350922,2.197084426879883,0.93017578125,0.00022081612799999998,0.0073605376,-0.0037807468324899673,0.9962406158447266,5,30,False,0.010170460678637028,496.1628236221921,1935.4688655810314,386.8799310777249,83.88057601884066,463.68243874097243,-105.73658633397038,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,2.6666666666666665,2.3333333333333335,0.3333333333333333,0.0,464.3333333333333,-105.73658633397038
717,1468416,-0.002923896838910878,42.15385780334473,4.246348317464193,0.004757072810715542,0.053157590667251495,0.38561348617076874,0.8255124092102051,6.505192279815674,0.9158528645833334,0.000220705536,0.0073568512,-0.0030994282569736242,0.9969149827957153,5,30,False,0.00960923545062542,496.25047443422847,1938.434895887869,387.3072376127093,83.98595824984659,463.68243874097243,-62.91020998235835,nan,nan,5,0.0,0.0,0.0,0.4,0.6,0.0,0.0,1.4,2.6,1.6,0.0,0.6,525.0,-62.91020998235835
718,1470464,-0.0029003165914521863,22.16761016845703,4.247665452957153,0.003936526108190503,0.04027984266867861,0.33657915592193605,-0.282918781042099,4.649724960327148,0.9755859375,0.00022059494399999998,0.0073531648,-0.003193966578692198,0.9968213438987732,5,30,False,0.006632144562900066,496.28031881799745,1941.64303004682,387.8156782175065,84.09712460385344,463.68243874097243,-76.80501209412697,nan,nan,5,0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,1.8,2.0,0.0,0.4,467.6,-76.80501209412697
719,1472512,-0.0028330735318983593,8.935112905502319,4.246341451009115,0.003823341541240256,0.04380218886459867,0.4340822170178095,-0.3856809139251709,2.5489137172698975,0.9168294270833334,0.000220484352,0.0073494784,-0.003796250093728304,0.996222734451294,5,30,False,0.008503565564751625,496.2979437468396,1944.748912548952,388.4750527714641,84.23245173486066,463.68243874097243,-107.54521542223847,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,2.3333333333333335,2.6666666666666665,0.0,0.0,478.6666666666667,-107.54521542223847
720,1474560,-0.0026296924023578565,6.698511457443237,4.246535841623942,0.003796065809601945,0.03778000494930893,0.40176693300406136,-0.532961905002594,2.4031364917755127,0.9529622395833334,0.00022037376,0.007345792,-0.002956690266728401,0.9970525503158569,5,30,False,0.0071390289813280106,496.3606045461557,1947.843308636846,388.9191415164969,84.33543883386301,463.68243874097243,-95.70777632573474,nan,nan,6,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,3.0,2.3333333333333335,0.0,0.16666666666666666,463.3333333333333,-95.70777632573474
721,1476608,-0.0027652176562696696,18.564426612854003,4.250503476460775,0.003848522168802937,0.040198499957720436,0.4129502649108569,-0.9437693357467651,4.337052822113037,0.93798828125,0.00022026316799999998,0.007342105599999999,-0.0015217926120385528,0.9984816908836365,5,30,False,0.0074389781802892685,496.388699819523,1950.8859451429016,389.582203772472,84.47538275185798,463.68243874097243,-108.38190863971545,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,2.5,2.75,0.0,0.0,427.5,-108.38190863971545
722,1478656,-0.001931622736932089,16.56644802093506,4.253553454081217,0.0028818883633005515,0.02427568592441579,0.42607624232769015,-0.7922528386116028,3.95308780670166,0.9599609375,0.00022015257599999996,0.0073384192,-0.0006573248538188636,0.9993433356285095,5,30,False,0.004408765118569136,496.3774128459479,1954.443526457806,390.00987984948733,84.57116704386135,463.68243874097243,-111.00035256542894,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,467.6666666666667,-111.00035256542894
723,1480704,-0.0027876817310849827,7.800877952575684,4.253689114252726,0.003466504793425636,0.038608529601090895,0.43305272459983823,0.30677467584609985,2.6880598068237305,0.88037109375,0.000220041984,0.0073347328,-0.002007631119340658,0.9979957938194275,5,30,False,0.007403778377920389,496.4774745501107,1957.2858467077604,390.4800947906333,84.67618135886732,463.68243874097243,-85.91247162294685,nan,nan,6,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.6666666666666666,2.6666666666666665,2.1666666666666665,0.0,0.3333333333333333,485.1666666666667,-85.91247162294685
724,1482752,-0.004098273992228011,11.015443420410156,4.249301735560099,0.004498175765437548,0.05027300825652977,0.46027612934509915,-0.32291942834854126,3.317227602005005,0.9339192708333334,0.00021993139199999998,0.0073310464,-0.0025941506028175354,0.9974101781845093,5,30,False,0.007969730533659458,496.5780343756999,1960.1933388757461,390.87774991465267,84.78834434886812,463.68243874097243,-110.78491907406737,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,3.0,0.0,0.0,450.5,-110.78491907406737
725,1484800,-0.0029814837500452994,4.711367845535278,4.250837818781535,0.002473245476843792,0.02040448737097904,0.3866868853569031,0.12349310517311096,2.14561128616333,0.9586588541666666,0.0002198208,0.00732736,-0.0010857166489586234,0.9989158511161804,5,30,False,0.005455352831631899,496.6656267858268,1963.0889656188665,391.3736809506081,84.8895201238629,463.68243874097243,-108.20939090401646,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,3.0,2.75,0.0,0.0,426.0,-108.20939090401646
726,1486848,-0.0025823061165283433,8.043707370758057,4.2534098625183105,0.005229673763592957,0.05979318089472751,0.4391554445028305,0.19099794328212738,2.8625099658966064,0.9430338541666666,0.000219710208,0.0073236736,-0.0013185314601287246,0.998682975769043,5,30,False,0.009715872816741467,496.73652575840606,1966.1005911387765,391.83175246880273,85.00981056786259,463.68243874097243,-94.01190669946281,nan,nan,6,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.5,2.3333333333333335,2.5,0.0,0.16666666666666666,499.8333333333333,-94.01190669946281
727,1488896,-0.002935937598037223,21.560885906219482,4.253610388437907,0.004159660938956466,0.04694519590508814,0.42496044337749483,-0.42423537373542786,4.617561340332031,0.98046875,0.000219599616,0.007319987199999999,-0.0005023503908887506,0.9994978308677673,5,30,False,0.00786659773439169,496.8037486619893,1969.1777937347797,392.2591609778319,85.1119924618688,463.68243874097243,-110.96135858719936,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,3.0,0.0,0.0,416.3333333333333,-110.96135858719936
728,1490944,-0.0038985710945174407,16.647184085845947,4.256283887227377,0.004978755727934188,0.060728117885688944,0.40789952178796135,0.1640668511390686,4.116870880126953,0.8972981770833334,0.000219489024,0.0073163008,-0.0001646685996092856,0.9998353719711304,5,30,False,0.008742976002395153,496.89852213389133,1972.0836742827669,392.6951470298518,85.21446627986734,463.68243874097243,-71.01431061843614,nan,nan,5,0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.2,1.8,1.8,0.0,0.4,513.8,-71.01431061843614
729,1492992,-0.004124378457587833,4.4619691371917725,4.256422853469848,0.004066298703761765,0.046868763503152874,0.44642741680145265,0.39197707176208496,1.7044569253921509,0.90771484375,0.000219378432,0.0073126144,-0.00012757460353896022,0.9998724460601807,5,30,False,0.007430314086377621,496.95345005330813,1975.239932106706,393.12608404080675,85.31578138486657,463.68243874097243,-64.41244365864675,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,3.0,1.3333333333333333,0.0,1.0,600.0,-64.41244365864675
730,1495040,-0.002350796468090266,12.126771163940429,4.256388902664185,0.0035910981092559377,0.03436613899345199,0.4431135480602582,-0.58304762840271,3.4037435054779053,0.93603515625,0.00021926784,0.007308928,-0.00020102644339203835,0.9997990131378174,5,30,False,0.007678116671741009,496.9768636053861,1978.4154427588073,393.6858440778742,85.44837835387443,463.68243874097243,-108.74985621205442,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,2.6,2.8,0.0,0.0,474.8,-108.74985621205442
731,1497088,-0.004015708062797785,4.628706526756287,4.254935312271118,0.004590040956066049,0.05046656458483388,0.4884324500958125,0.5606577396392822,2.1365954875946045,0.9453125,0.00021915724799999997,0.0073052416,-0.0013073639711365104,0.9986939430236816,5,30,False,0.0093769496306777,497.04474281635333,1981.4587124796963,394.1275392807729,85.57168522787106,463.68243874097243,-105.68276141556998,nan,nan,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,3.0,2.5,0.0,0.0,490.0,-105.68276141556998
732,1499136,-0.003716519174243634,35.22272891998291,4.251723750432332,0.006226414544678308,0.07964400386748215,0.39879124412933986,0.9671229124069214,6.147811412811279,0.9514973958333334,0.00021904665599999998,0.0073015552,-0.0018586087971925735,0.9981440305709839,5,30,False,0.010676172561943531,497.15322950613177,1984.3133711695555,394.5351606717886,85.67275339887419,463.68243874097243,-57.35213301183584,nan,nan,6,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666,1.5,2.3333333333333335,1.3333333333333333,0.0,0.6666666666666666,530.6666666666666,-57.35213301183584
733,1501184,-0.001077579512881736,18.678350830078124,4.250851074854533,0.0028471833243376194,0.022980683902278542,0.4188599422574043,0.08879484236240387,4.046507835388184,0.9685872395833334,0.000218936064,0.007297868799999999,-0.002191315172240138,0.9978119134902954,5,30,False,0.004777838941663504,497.2323874766028,1987.1800480924285,395.10204859788064,85.77674294087046,463.68243874097243,-75.45383854338729,nan,nan,60,0.0,0.0,0.0,0.5,0.5,0.0,0.11666666666666667,0.6,2.75,2.283333333333333,nan,0.2833333333333333,442.9166666666667,nan
734,1503232,-0.00435559125423121,13.569313144683838,4.251884969075521,0.004549881069284545,0.04954961269395426,0.4557818591594696,-0.9021043181419373,3.3788578510284424,0.8776041666666666,0.00021882547199999998,0.0072941824,-0.0005785201210528612,0.9994219541549683,5,30,False,0.007876732386648655,489.0581119661304,1990.4446638044465,395.6092561818514,85.91920681686315,514.2804880779731,-110.79486285580485,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.0,0.0,0.0,429.6666666666667,-110.79486285580485
735,1505280,-0.0029040812281891704,14.296593952178956,4.255443954467774,0.003920234208529257,0.040101082723898195,0.42635244925816856,-0.13830722868442535,3.6647181510925293,0.93603515625,0.00021871488,0.0072904960000000005,-0.0007613468915224075,0.9992393255233765,5,30,False,0.008373078890144825,489.1510052732949,1993.3575772993063,396.0730561976816,86.01496126086568,514.2804880779731,-102.96730208125146,nan,nan,5,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.2,2.6,2.8,0.0,0.2,446.4,-102.96730208125146
736,1507328,-0.0024409239015464363,10.925886535644532,4.254775412877401,0.0030886556733799846,0.02957475755829364,0.38838943441708884,0.3945132791996002,3.596379041671753,0.9544270833333334,0.000218604288,0.007286809599999999,-0.0004601716937031597,0.9995402097702026,5,30,False,0.0050796703435480595,489.1862927547145,1996.3582311883947,396.77820582788263,86.14935326886189,514.2804880779731,-110.82588481607672,nan,nan,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,457.5,-110.82588481607672
737,1509376,-0.0028502790179724493,13.11293363571167,4.255399386088054,0.0059782371751634445,0.07657591464618842,0.47413013925155006,0.4223957657814026,3.635221481323242,0.95654296875,0.00021849369599999998,0.0072831232,-0.0006712436443194747,0.9993290901184082,5,30,False,0.011928314343094826,489.27485018143256,1999.2936133524636,397.2499558728887,86.24593083185027,514.2804880779731,-60.81151387456487,nan,nan,6,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.5,2.0,1.5,0.0,0.5,524.6666666666666,-60.81151387456487
738,1511424,-0.0029100775442202575,7.2860150814056395,4.254759454727173,0.003703412545416048,0.04119451999819527,0.4515267332394918,-0.42931246757507324,2.370028495788574,0.9708658854166666,0.00021838310399999996,0.0072794368,-0.0006179678603075445,0.9993826150894165,5,30,False,0.00683128135278821,489.3116829301659,2002.3635602365393,397.893036538866,86.3539441498433,514.2804880779731,-108.17964203533779,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,3.0,2.75,0.0,0.0,436.0,-108.17964203533779
739,1513472,-0.002721835294505581,20.607240867614745,4.255925607681275,0.0036213855077354604,0.039648861686388655,0.3650749971469243,-0.7615016102790833,3.873986005783081,0.9689127604166666,0.000218272512,0.0072757504,0.0,1.0,5,30,False,0.005818797741085291,489.3962720171789,2005.2888468107267,398.3969058017392,86.45494572084863,514.2804880779731,-111.47123595167857,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,3.0,0.0,0.0,520.6666666666666,-111.47123595167857
740,1515520,-0.0027794427432430288,12.82545223236084,4.256815465291341,0.0050826752008454506,0.06110197039476285,0.4294019341468811,-0.7132444977760315,3.512284994125366,0.94921875,0.00021816191999999998,0.007272064,0.0,1.0,5,30,False,0.009244594722986221,489.43412283212706,2008.4809619677835,398.9009726226068,86.57097611484642,514.2804880779731,-92.4827185316845,nan,nan,6,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.5,2.3333333333333335,2.3333333333333335,0.0,0.16666666666666666,471.8333333333333,-92.4827185316845
741,1517568,-0.0025652229212331196,21.13557415008545,4.256514072418213,0.0046207861246183885,0.04806968420743942,0.45670765986045203,-0.5943742394447327,4.3932719230651855,0.97314453125,0.000218051328,0.0072683776000000005,-0.0003245540428906679,0.9996756315231323,5,30,False,0.007894552312791348,489.48963421734544,2011.5442701367865,399.4458289667673,86.66762066984666,514.2804880779731,-110.94612631842392,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,390.5,-110.94612631842392
742,1519616,-0.0044708805663200716,27.721416091918947,4.255957508087159,0.004366248840880567,0.051138713288431364,0.4072884604334831,-0.07280390709638596,4.882711410522461,0.9259440104166666,0.000217940736,0.007264691199999999,-0.0002895742072723806,0.9997105598449707,5,30,False,0.009019250050187111,489.57380635535816,2014.3402501768287,400.04120273787703,86.79714721384516,514.2804880779731,-93.11656682603348,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.5,2.5,2.5,0.0,0.25,546.0,-93.11656682603348
743,1521664,-0.002026315861439798,15.068263816833497,4.256416575113932,0.003604280063057332,0.036429160227999094,0.43475965559482577,-0.8421873450279236,3.6485767364501953,0.9371744791666666,0.000217830144,0.0072610048,-1.830997280194424e-05,0.9999817609786987,5,30,False,0.006180656608194113,489.6550237728648,2017.2720290836442,400.51063283086114,86.93712580684223,514.2804880779731,-103.23427032006643,nan,nan,5,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.2,2.6,2.8,0.0,0.2,488.0,-103.23427032006643
744,1523712,-0.003169468561342607,6.131639766693115,4.2568122545878095,0.00397497274209897,0.042560459211623915,0.36835463891426723,0.10268684476613998,2.526432991027832,0.9700520833333334,0.00021771955199999997,0.0072573184,0.0,1.0,5,30,False,0.007403487805277109,489.7600952661982,2020.083468464698,400.95716690202244,87.06806629484345,514.2804880779731,-85.78942786434891,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.75,2.0,2.25,0.0,0.25,476.75,-85.78942786434891
745,1525760,-0.0044341587888387345,6.840380096435547,4.256785519917806,0.005652380201180552,0.07013584423499802,0.3749820113182068,0.215114563703537,2.5945873260498047,0.955078125,0.00021760896,0.0072536319999999994,-8.29114142106846e-05,0.9999171495437622,5,30,False,0.009225849993526936,489.80236552437157,2023.2972366906179,401.4458320608246,87.16159538383363,514.2804880779731,-87.51531025631387,nan,nan,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.0,0.3333333333333333,547.0,-87.51531025631387
746,1527808,-0.002549243924052765,17.86265649795532,4.256679884592692,0.004360120894681119,0.0461203354721268,0.45904640853405,-0.7601348161697388,3.789957284927368,0.9459635416666666,0.000217498368,0.0072499456,0.0,1.0,5,30,False,0.00790039636194706,489.8431261722492,2026.4972538056609,401.92976406775415,87.28162231683382,514.2804880779731,-104.21226202361504,nan,nan,6,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,2.6666666666666665,2.8333333333333335,0.0,0.16666666666666666,475.6666666666667,-104.21226202361504
747,1529856,-0.0032697755726985634,16.18738031387329,4.25631890296936,0.004072717658224671,0.04559218551342686,0.47923214236895245,-0.8028218746185303,4.008916854858398,0.95849609375,0.00021738777599999997,0.0072462592,-0.0005754269077442586,0.9994250535964966,5,30,False,0.006669587921351194,489.8966388877622,2029.6305986247025,402.4075099127367,87.39284559083171,514.2804880779731,-108.20789328839979,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,3.0,2.75,0.0,0.0,365.75,-108.20789328839979
748,1531904,-0.004855910805054009,25.855802917480467,4.254287672042847,0.004695748157057907,0.05413672986517971,0.4504152367512385,-0.9629807472229004,4.9996337890625,0.88134765625,0.00021727718399999998,0.0072425727999999995,-0.001056533306837082,0.9989451766014099,5,30,False,0.010247343219816685,489.98102746567446,2032.5691711997933,402.8782552127086,87.5016771438386,514.2804880779731,-110.86466863904177,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6666666666666667,3.0,0.0,0.0,410.3333333333333,-110.86466863904177
749,1533952,-0.0033469526989695925,6.04846715927124,4.253709030151367,0.00433511859377376,0.05223524139728397,0.4198394710818926,-0.0005425182753242552,2.4759626388549805,0.9664713541666666,0.000217166592,0.0072388864,-0.0009683291427791119,0.9990330934524536,5,30,False,0.00945069920271635,490.0041688233212,2035.8703015329083,403.3752341266809,87.61480454284174,514.2804880779731,-100.88542772143012,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.25,3.0,2.75,0.0,0.25,455.5,-100.88542772143012
750,1536000,-0.0017579152792071304,16.886493492126466,4.255104271570842,0.002722714132237162,0.02281673870747909,0.41755433678627013,-0.3109705150127411,4.283416271209717,0.935546875,0.00021705599999999998,0.007235200000000001,-9.994304127758369e-05,0.9999001026153564,5,30,False,0.00537129957228899,490.05307657443245,2039.0157947350235,403.8740491087083,87.71760213685047,514.2804880779731,-108.15695006723672,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,2.5,2.75,0.0,0.0,396.5,-108.15695006723672
751,1538048,-0.0032592048674511412,38.41190872192383,4.256786553064982,0.003341625262086519,0.03395374615987142,0.4278186480204264,1.0285348892211914,5.988210201263428,0.95751953125,0.00021694540800000001,0.0072315135999999995,0.0,1.0,5,30,False,0.005619168747216463,490.101076555719,2042.0111628219893,404.50524755175866,87.83220890584926,514.2804880779731,-69.56204244634282,nan,nan,5,0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.2,2.4,1.6,0.2,0.4,472.8,-69.56204244634282
752,1540096,-0.0018088805974305919,15.042363548278809,4.256815481185913,0.003880046836614633,0.03822944702891012,0.39741292397181194,-0.5753040313720703,3.617190361022949,0.9827473958333334,0.000216834816,0.0072278272,0.0,1.0,5,30,False,0.006203502882272005,490.1824401740622,2044.9929009091284,404.9712210317375,87.9292608328542,514.2804880779731,-108.37025132888925,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,2.5,2.75,0.0,0.0,457.5,-108.37025132888925
753,1542144,-0.0028177598025649784,8.095500469207764,4.256761423746744,0.00420329544852008,0.04674107012106106,0.46561746845642726,-0.18601521849632263,2.844177007675171,0.97900390625,0.00021672422399999998,0.0072241408,-0.00010730944632086903,0.9998927116394043,5,30,False,0.008967631496489048,490.2463943759348,2047.9703520209587,405.52897942374693,88.04337498184759,514.2804880779731,-90.78402670611463,nan,nan,5,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.6,2.6,2.4,0.0,0.2,519.4,-90.78402670611463
754,1544192,-0.0022970524296397343,13.479280376434327,4.256159432729086,0.0032803619292408235,0.028289625246543437,0.4772738367319107,-0.26697438955307007,3.622424364089966,0.9676106770833334,0.000216613632,0.0072204543999999996,-0.0003630535793490708,0.9996370673179626,5,30,False,0.005260714795440435,490.3221938410235,2050.9640556497907,406.0057239658927,88.14327124385454,514.2804880779731,-110.73483483540967,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,397.8,-110.73483483540967
755,1546240,-0.0025792970933252945,7.891806697845459,4.256459665298462,0.0035854068551127937,0.035188916612726946,0.4409994194904963,0.6532666087150574,2.781259536743164,0.94775390625,0.00021650304,0.007216768,0.0,1.0,5,30,False,0.005712753627449274,490.40116129803636,2053.8813376748585,406.51218669189257,88.27229979385447,514.2804880779731,-110.79265862099419,nan,nan,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,401.0,-110.79265862099419
756,1548288,-0.002783586563600693,15.262908554077148,4.256556049982707,0.003876450846411513,0.040349535271525384,0.42047980378071464,0.6132277846336365,3.7948157787323,0.9637044270833334,0.00021639244799999998,0.007213081600000001,-0.00029863553936593235,0.9997014999389648,5,30,False,0.009404371492564678,490.4428360934681,2057.103144469729,406.96906372878584,88.37894271184632,514.2804880779731,-70.88229461535919,nan,nan,6,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.1666666666666667,2.0,1.8333333333333333,0.0,0.5,509.1666666666667,-70.88229461535919
757,1550336,-0.0036297575512435286,14.324168968200684,4.256259520848592,0.004146005471992042,0.04579876868519932,0.42410595118999483,-0.1862032264471054,3.6268668174743652,0.97802734375,0.000216281856,0.0072093952,-1.3901021702622529e-05,0.9999861121177673,5,30,False,0.007435649633407593,490.48812511296575,2060.2861557787837,407.4367065987899,88.50176833884325,514.2804880779731,-93.28350273003252,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.5,2.0,2.5,0.0,0.25,515.25,-93.28350273003252
758,1552384,-0.003280541360436473,7.950652599334717,4.256516599655152,0.004013943781779827,0.044952783306750156,0.46562925378481546,-0.7672732472419739,2.7280001640319824,0.955078125,0.000216171264,0.0072057088,-0.0004607909941114485,0.9995394945144653,5,30,False,0.008152143098413944,490.5487642503956,2063.4176503658236,407.87008822188363,88.60065153783944,514.2804880779731,-110.7099918286904,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6,3.0,0.0,0.0,456.6,-110.7099918286904
759,1554432,-0.002992650649199883,18.49624080657959,4.254325246810913,0.004145628331114893,0.04504492143945148,0.47291955252488455,-1.1757516860961914,3.95597243309021,0.8743489583333334,0.00021606067199999999,0.0072020224,-0.001138206454925239,0.9988628625869751,5,30,False,0.007135962136089802,490.66846606456,2066.1075176138547,408.3624455367535,88.70342394184263,514.2804880779731,-109.98133279748497,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8333333333333335,2.8333333333333335,0.16666666666666666,0.0,392.0,-109.98133279748497
760,1556480,-0.002967577592547362,5.228185796737671,4.254506667455037,0.004048420830615207,0.042668329924345015,0.4092644398411115,0.1676446795463562,2.2868688106536865,0.9344075520833334,0.00021595007999999997,0.007198336,-0.0003114003629889339,0.9996888041496277,5,30,False,0.007023531943559647,490.7060482002955,2069.35370573173,408.82178362349805,88.81644715883886,514.2804880779731,-110.76721209626885,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,3.0,0.0,0.0,445.6666666666667,-110.76721209626885
761,1558528,-0.0023015392643477147,16.469351768493652,4.256291087468465,0.003436600690866776,0.03148321720461051,0.3551186129450798,0.23052780330181122,4.119014739990234,0.9680989583333334,0.00021583948799999998,0.0071946496,-4.008863470517099e-05,0.9999599456787109,5,30,False,0.007289668079465628,490.7176606756077,2072.6764562467433,409.33559746046376,88.95565932482714,514.2804880779731,-84.4549852610262,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.75,1.75,2.0,0.25,0.25,493.25,-84.4549852610262
762,1560576,-0.004011299748284122,4.171318078041077,4.2564476807912195,0.003494328446075438,0.03928755462790529,0.3823539987206459,0.000141457436257042,2.039682149887085,0.9739583333333334,0.000215728896,0.0071909632,-0.0004433312569744885,0.9995568990707397,5,30,False,0.007794341538101435,490.7586913943237,2075.8899184906186,409.7814014514879,89.08495631982805,514.2804880779731,-85.60952753101661,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.75,2.5,2.25,0.0,0.25,478.0,-85.60952753101661
763,1562624,-0.004031987588192957,18.817088985443114,4.255281019210815,0.005024105505799526,0.05944481695769355,0.4509223312139511,-0.42900723218917847,4.300541877746582,0.91796875,0.00021561830399999997,0.0071872768,-0.0005137710832059383,0.9994864463806152,5,30,False,0.00934474729001522,490.73866880535763,2079.3922701565753,410.313478582495,89.21872201481892,514.2804880779731,-92.24048458818952,nan,nan,7,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,2.4285714285714284,2.2857142857142856,0.0,0.2857142857142857,466.85714285714283,-92.24048458818952
764,1564672,-0.003922390406175206,5.477992677688599,4.255996576944987,0.005252801719971391,0.06117054925610622,0.4663178394238154,-0.14482852816581726,2.351161003112793,0.98095703125,0.00021550771199999998,0.0071835904,-9.955393034033477e-05,0.9999005198478699,5,30,False,0.008196795359253883,490.7694271842916,2082.571376300577,410.8719076055713,89.33768351581239,514.2804880779731,-110.6727060555204,nan,nan,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,377.0,-110.6727060555204
765,1566720,-0.002680194789233307,10.938303470611572,4.256627734502157,0.004489760420263167,0.048573131362597145,0.39734457433223724,0.11417209357023239,3.3441765308380127,0.9192708333333334,0.00021539712,0.007179904,-6.337126978905872e-05,0.9999366998672485,5,30,False,0.007262556813657284,490.8129315065334,2085.7513883347274,411.3391040376591,89.46375344481203,514.2804880779731,-108.70906864473777,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,2.6,2.8,0.0,0.0,424.8,-108.70906864473777
766,1568768,-0.004125135221208135,6.438390064239502,4.2565361022949215,0.0044220010980701085,0.048489914046755685,0.3723684181769689,0.2716168463230133,2.2313730716705322,0.96533203125,0.00021528652799999998,0.0071762176,-0.0004195116925984621,0.9995808005332947,5,30,False,0.007626873441040516,490.81009243582355,2089.2143793527503,411.83157733060943,89.58326527381723,514.2804880779731,-78.51222717696805,nan,nan,4,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.75,3.0,1.75,0.0,0.5,500.0,-78.51222717696805
