update,env_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,advantage_mean,advantage_std,alive_actor_sample_fraction,env_steps_per_second,environment_step_seconds,policy_inference_seconds,ppo_update_seconds,evaluation_seconds,completed_episodes,red_complete_elimination_success_rate,blue_complete_elimination_success_rate,environment_red_outcome_rate,environment_blue_outcome_rate,draw_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
11,22528,-0.002473327102294813,5.307617235183716,2.809644603729248,0.004075667122321878,0.0398403299623169,0.3348601222038269,-0.29308536648750305,2.408572196960449,0.802734375,418.81521138969407,33.48499427205388,5.619328717890312,1.9256802990130382,11.58030086200597,6,0.0,0.5,0.0,1.0,0.0,0.0,1.8333333333333333,0.0,2.3333333333333335,0.8333333333333334,0.3333333333333333,0.0,302.3333333333333,-32.874166778444
12,24576,-0.002931483283949395,6.448948001861572,2.8088637828826903,0.0033135508712883043,0.030232206677707534,0.2858320708076159,-0.2640145719051361,2.6436030864715576,0.8068033854166666,423.7608568312092,36.81510172802518,6.209602319846454,2.088430126015737,11.58030086200597,8,0.0,0.625,0.0,1.0,0.0,0.0,2.25,0.0,2.75,0.5,0.25,0.0,270.125,-30.632291663787328
13,26624,-0.002472586330259219,6.569191646575928,2.8083760579427084,0.004174943658553881,0.04644853788583229,0.2989184454083443,-0.2739068865776062,2.5803756713867188,0.8732096354166666,430.0560161951389,39.91181485806737,6.751955984902452,2.247910270016291,11.58030086200597,8,0.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,2.5,1.0,0.0,0.0,276.875,-30.92624986777082
14,28672,-0.0024347534597230452,5.358934593200684,2.8116427421569825,0.002793074912449882,0.023481827702683707,0.25705655813217165,-0.054026972502470016,2.3459312915802,0.8426106770833334,437.7847749479737,42.696344615098496,7.301249584852485,2.3942226040162495,11.58030086200597,6,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,312.6666666666667,-36.418611148217074
15,30720,-0.0050079329094539085,7.026720190048218,2.815991727511088,0.004828214736374719,0.05546391177922487,0.2761855552593867,-0.4020053744316101,2.698347806930542,0.89599609375,443.75941467953464,45.62320667717722,7.846202890839777,2.5393339600123,11.58030086200597,5,0.0,0.2,0.0,1.0,0.0,0.0,1.4,0.0,2.2,1.2,0.4,0.0,284.8,-30.069999862834813
16,32768,-0.002410623353595535,5.335631275177002,2.8212936321894326,0.0031557968716014895,0.02600985490716994,0.2735508983333906,-0.16931353509426117,2.4106898307800293,0.8567708333333334,449.8041148975471,48.56290685217391,8.292031938850414,2.6776404680131236,11.58030086200597,7,0.0,0.5714285714285714,0.0,0.8571428571428571,0.14285714285714285,0.0,2.0,0.14285714285714285,2.4285714285714284,0.8571428571428571,0.0,0.14285714285714285,357.7142857142857,-37.08488112754588
17,34816,-0.0023303281423674585,6.002772092819214,2.827499238650004,0.0023578732740706368,0.015033606397143255,0.2660082514087359,-0.31874263286590576,2.524077892303467,0.8037109375,455.09773806706704,51.505310660279065,8.755888073872484,2.8147195000128704,11.58030086200597,9,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,2.2222222222222223,0.0,2.5555555555555554,0.5555555555555556,0.2222222222222222,0.0,290.1111111111111,-32.19018507717798
18,36864,-0.0032639804975284886,5.22106523513794,2.830550519625346,0.003094757455828634,0.02901044108439237,0.2921623955170313,0.04061819612979889,2.289332389831543,0.9132486979166666,460.41439891805425,54.376132916338975,9.212865564906679,2.9523976640120964,11.58030086200597,7,0.0,0.7142857142857143,0.0,1.0,0.0,0.0,2.7142857142857144,0.0,3.0,0.2857142857142857,0.0,0.0,273.85714285714283,-30.014285714498588
19,38912,-0.004271624450727055,7.9040780544281,2.835923965771993,0.0053633625045895455,0.06387240233210226,0.31640162914991377,-0.5856361985206604,2.8649799823760986,0.8567708333333334,464.4075919453567,57.41800628842611,9.664393829887558,3.081165244017029,11.58030086200597,7,0.0,0.5714285714285714,0.0,1.0,0.0,0.0,2.142857142857143,0.0,2.4285714285714284,0.8571428571428571,0.0,0.0,286.0,-33.14380946156702
20,40960,-0.002306764681513111,5.001269149780273,2.8359115997950237,0.0033871339738474377,0.03135202621730666,0.29208986461162567,-0.1696445792913437,2.305999517440796,0.8502604166666666,470.07121291588675,60.13082391437638,10.091039141945657,3.1996080270182574,11.58030086200597,6,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,2.8333333333333335,0.0,3.0,0.16666666666666666,0.0,0.0,284.8333333333333,-30.015833333289873
21,43008,-0.0018044329015538096,4.394341230392456,2.8367456197738647,0.003840662013196076,0.03421969612439473,0.3000489259759585,0.0924762487411499,2.112704038619995,0.8585611979166666,475.6519297038378,62.813716588432726,10.491624470923853,3.3137358390231384,11.58030086200597,5,0.0,0.6,0.0,1.0,0.0,0.0,2.2,0.0,2.6,0.8,0.0,0.0,320.0,-32.64716683737934
22,45056,-0.004840296506881714,4.179009652137756,2.8366628805796306,0.004208742644190115,0.04496896806716298,0.2799696897466977,-0.3583257496356964,2.0904171466827393,0.8273111979166666,482.46950356914084,65.20301924250089,10.880899388917896,3.419736615025613,11.58030086200597,6,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,2.5,0.0,2.8333333333333335,0.3333333333333333,0.16666666666666666,0.0,318.0,-32.991250116300456
23,47104,-0.003753733328388383,6.246499633789062,2.8420634587605793,0.0044216297558911,0.053156714354796956,0.2733693738778432,-0.3590351641178131,2.55556583404541,0.8134765625,487.84259891949455,67.71279603439325,11.301469225953042,3.565968563023489,11.58030086200597,7,0.0,0.5714285714285714,0.0,0.8571428571428571,0.14285714285714285,0.0,1.8571428571428572,0.2857142857142857,2.4285714285714284,0.5714285714285714,0.2857142857142857,0.14285714285714285,348.57142857142856,-32.768095328073414
24,49152,-0.004100624598989574,3.7605741739273073,2.8463342428207397,0.005166396835234831,0.062406714027747515,0.2796047508716583,0.23115316033363342,1.9313545227050781,0.8772786458333334,490.70671690809013,70.62730994151934,11.767555355974764,3.696389546028513,11.58030086200597,6,0.0,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.3333333333333333,1.8333333333333333,1.5,0.16666666666666666,0.16666666666666666,384.8333333333333,-37.0026389878088
25,51200,-0.0025456362462136896,5.52864179611206,2.8450306097666425,0.003347887436794759,0.033092260131767644,0.2716908464829127,-0.3979182243347168,2.4529531002044678,0.8229166666666666,493.53849529265483,73.56636744258867,12.20002582296729,3.8072732890286716,11.58030086200597,6,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,2.3333333333333335,0.0,2.6666666666666665,0.6666666666666666,0.0,0.0,346.1666666666667,-36.09263908847546
26,53248,-0.0027119296059633295,4.467801237106324,2.8504417022069295,0.00409136239856084,0.03932394407068689,0.270555804669857,0.287566214799881,2.082848310470581,0.8697916666666666,498.00879697165414,76.16041002559359,12.595628752940684,3.92031306802528,11.58030086200597,4,0.0,0.5,0.0,1.0,0.0,0.0,2.25,0.0,3.0,0.25,0.5,0.0,296.75,-30.0
27,55296,-0.002371636749012396,4.099235367774964,2.8574481566747028,0.0030955733752865634,0.02700302825930218,0.2654296244184176,-0.07851491123437881,2.0022695064544678,0.87646484375,501.4739510212638,78.91658366561751,12.983266709030431,4.035000830022909,11.58030086200597,7,0.0,0.42857142857142855,0.0,1.0,0.0,0.0,2.142857142857143,0.0,2.7142857142857144,0.8571428571428571,0.0,0.0,371.85714285714283,-33.53107140013682
28,57344,-0.004392575988701234,6.093518877029419,2.86834495862325,0.004013649203664188,0.04192374586903801,0.29340762545665106,-0.32850104570388794,2.565894842147827,0.8347981770833334,504.459076212507,81.60234623857832,13.462712532942533,4.187882143021852,11.58030086200597,5,0.0,0.6,0.0,1.0,0.0,0.0,2.2,0.0,2.6,0.8,0.0,0.0,318.6,-31.79749987497926
29,59392,-0.002833148412052348,4.455119800567627,2.8766165097554524,0.004436220393714999,0.049623400733495755,0.2720562323927879,-0.08646970242261887,2.235783338546753,0.7633463541666666,508.39456409073836,84.07270627065736,13.92133464593644,4.318170141021255,11.58030086200597,4,0.0,0.5,0.0,0.75,0.25,0.0,2.0,0.5,2.25,0.25,0.25,0.25,455.5,-36.50125026679598
30,61440,-0.0025683591957204044,4.464787864685059,2.882912190755208,0.003697904285018821,0.036068720486946405,0.2883399446805318,-0.008996284566819668,2.160738468170166,0.7301432291666666,510.3601403256893,86.93054085666517,14.396592531978968,4.444319820016972,11.58030086200597,7,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,1.1428571428571428,0.2857142857142857,1.8571428571428572,0.7142857142857143,0.8571428571428571,0.2857142857142857,426.2857142857143,-37.204524068294894
31,63488,-0.0029434704221785067,6.000027370452881,2.895660479863485,0.004359246436875935,0.04802616861804078,0.28341365108887356,-0.4876881241798401,2.473684072494507,0.82080078125,512.2796186749329,89.78778803470777,14.865145175950602,4.572633135016076,11.58030086200597,5,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,275.2,-30.083000001125036
32,65536,-0.0029489178443327544,3.890556526184082,2.9080087502797443,0.0035244638138572843,0.033855703317870696,0.24727720071872075,0.12016559392213821,1.9472150802612305,0.91357421875,513.3968342917161,92.80451804472978,15.324886715876346,4.724684286018601,11.58030086200597,4,0.0,0.0,0.0,0.75,0.25,0.0,0.75,0.25,2.0,1.0,1.0,0.25,415.0,-44.33375044516288
33,67584,-0.004176791968833035,3.056552839279175,2.9187484900156657,0.004322428730184474,0.04884975873865187,0.23148863712946574,0.20147207379341125,1.7070058584213257,0.8577473958333334,514.6291649129106,95.74281989072915,15.822925959859276,4.861306555023475,11.58030086200597,6,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.5,0.3333333333333333,2.0,2.1666666666666665,0.0,0.16666666666666666,431.3333333333333,-35.90124992731338
34,69632,-0.0031026003115888065,6.835134649276734,2.930654501914978,0.0036179404577432093,0.03534269600252931,0.26018173644940057,-0.2707749903202057,2.636202096939087,0.8463541666666666,516.2813352328205,98.59670771280071,16.29226631076017,4.984234955023567,11.58030086200597,7,0.0,0.14285714285714285,0.0,0.7142857142857143,0.2857142857142857,0.0,0.8571428571428571,0.42857142857142855,1.8571428571428572,1.2857142857142858,0.42857142857142855,0.2857142857142857,410.2857142857143,-32.81761907001159
35,71680,-0.0028743146588870636,2.123939347267151,2.933381470044454,0.004137648282360221,0.04565176552083964,0.29145872344573337,0.6757882833480835,1.3520376682281494,0.9205729166666666,518.1791146656864,101.2933418018365,16.806032458727714,5.123965962025977,11.58030086200597,2,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,3.0,1.5,0.0,0.0,404.0,-31.008333768695593
36,73728,-0.004699766494256134,6.109552955627441,2.9361129999160767,0.005322388477834551,0.06476555364206434,0.24305125176906586,-0.15671227872371674,2.494828224182129,0.8138020833333334,521.3597073917183,103.68670462788577,17.27009297364566,5.252469044025929,11.58030086200597,6,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.8333333333333333,2.1666666666666665,0.16666666666666666,0.16666666666666666,497.3333333333333,-44.155278079910204
37,75776,-0.0024273860578735667,6.121135616302491,2.9418235619862876,0.003752868510389771,0.035826070917149386,0.276043759783109,-0.15354862809181213,2.4549641609191895,0.83544921875,522.7658319958146,106.54323454297264,17.72969320264383,5.377119306023815,11.58030086200597,7,0.0,0.2857142857142857,0.0,0.8571428571428571,0.14285714285714285,0.0,1.1428571428571428,0.14285714285714285,2.4285714285714284,1.7142857142857142,0.0,0.14285714285714285,369.0,-29.079047593953355
38,77824,-0.004553204138452808,4.590787601470947,2.9490338722864786,0.004833944046842661,0.0555707715684548,0.27472295612096786,-0.21783775091171265,2.152174711227417,0.91357421875,525.6127984264425,109.0574267598422,18.124635684594978,5.495012813022186,11.58030086200597,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.6666666666666665,0.3333333333333333,0.0,315.6666666666667,-30.054999998770654
39,79872,-0.0025119576719589533,2.976097750663757,2.9496521234512327,0.0030760775933542537,0.02639991071773693,0.21442191948493322,0.2490282505750656,1.6260966062545776,0.9215494791666666,527.3906611653372,111.78105813782895,18.564630268614565,5.623963212019589,11.58030086200597,6,0.0,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,0.0,0.16666666666666666,413.1666666666667,-34.99499986864006
40,81920,-0.0032382843472684424,4.573697710037232,2.9541480779647826,0.0036640153171081354,0.0332060865436991,0.30865430980920794,-0.4714939296245575,2.165919303894043,0.8484700520833334,529.3205215458183,114.40145469081472,19.034249367490702,5.75837792801758,11.58030086200597,4,0.0,0.25,0.0,1.0,0.0,0.0,1.25,0.0,2.5,1.75,0.0,0.0,310.0,-30.0
41,83968,-0.005189656250877306,2.7429800987243653,2.9592824300130207,0.00571955215573933,0.06928590009920299,0.2584112892548243,0.22482708096504211,1.5563008785247803,0.84814453125,530.165286128676,117.25592495785531,19.511876565426064,5.937126032018568,11.58030086200597,6,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.0,0.6666666666666666,1.1666666666666667,1.5,1.0,0.16666666666666666,0.5,427.0,-28.86819453816861
42,86016,-0.00315266374964267,4.964728355407715,2.9663374265034994,0.003704988839466128,0.036272222696182625,0.2782107959191004,-0.23925940692424774,2.187966823577881,0.7945963541666666,529.1011561578549,120.620984272864,20.04556823439634,6.109164095018059,11.58030086200597,6,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.5,0.0,2.1666666666666665,1.3333333333333333,0.16666666666666666,0.0,375.8333333333333,-30.05333338972802
43,88064,-0.002963204899181922,5.226212978363037,2.967890731493632,0.0038470499408951807,0.037449649938692646,0.2829328149557114,-0.32337698340415955,2.196747064590454,0.7967122395833334,529.8605965021025,123.43699613085482,20.57187315234478,6.29246762101684,11.58030086200597,5,0.0,0.4,0.0,0.8,0.2,0.0,1.6,0.4,2.2,0.6,0.4,0.2,387.2,-30.401000165194272
44,90112,-0.0035590047171960276,6.168479251861572,2.974138840039571,0.00466249199322612,0.05518204035858313,0.3101435050368309,-0.5150643587112427,2.4794766902923584,0.70849609375,531.7122393464576,125.95656776395481,21.082549819351698,6.434462439021445,11.58030086200597,5,0.0,0.2,0.2,0.8,0.0,0.0,1.6,0.4,2.0,0.4,0.6,0.0,306.4,-26.300500011071563
45,92160,-0.004336351024297376,3.5410765647888183,2.982222882906596,0.004482944091186464,0.04767252169549465,0.2777273918191592,-0.007752835284918547,1.800118327140808,0.8916015625,532.9925421275882,128.6165212809501,21.58785715945851,6.597744279024482,11.58030086200597,5,0.0,0.0,0.2,0.2,0.6,0.0,0.6,1.2,1.2,0.6,0.6,0.6,452.2,-30.3303336950019
46,94208,-0.0026511786631696547,4.0574806213378904,2.9860421975453693,0.004995991022291835,0.059470013486376656,0.2447789485255877,-0.15343400835990906,2.072155714035034,0.8567708333333334,533.6595729742068,131.47377619694453,22.10542732141039,6.737870866018056,11.58030086200597,6,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.6666666666666667,2.0,0.0,0.0,371.3333333333333,-34.626666681608185
47,96256,-0.003471287805587053,4.244956159591675,2.993592627843221,0.004295145742906104,0.047151632513850926,0.28220645685990653,-0.3934897780418396,2.0879359245300293,0.8404947916666666,534.6405885077044,134.2197187879574,22.623311127324996,6.879568652017042,11.58030086200597,6,0.0,0.5,0.0,1.0,0.0,0.0,1.6666666666666667,0.0,2.3333333333333335,1.3333333333333333,0.0,0.0,334.3333333333333,-32.500694347545505
48,98304,-0.0038314827290984494,4.522364091873169,2.99704852104187,0.0038912103869470785,0.04192109027256568,0.2661490201950073,-0.35771480202674866,2.0240705013275146,0.7693684895833334,535.8750088923626,136.9051851149561,23.108616402379994,7.014502858022752,11.58030086200597,7,0.0,0.42857142857142855,0.0,0.8571428571428571,0.14285714285714285,0.0,2.2857142857142856,0.14285714285714285,2.142857142857143,0.2857142857142857,0.2857142857142857,0.14285714285714285,369.0,-29.9802381290522
49,100352,-0.0035323607133856665,5.699400091171265,3.0008167664210004,0.003963300408738675,0.04280135342851281,0.28960198362668355,-0.9692689180374146,2.3728294372558594,0.7496744791666666,536.951120696184,139.60378936694906,23.61271835232037,7.1644568940246245,11.58030086200597,60,0.0,0.4,0.0,1.0,0.0,0.016666666666666666,2.9833333333333334,0.0,2.8833333333333333,0.016666666666666666,nan,0.0,110.28333333333333,nan
50,102400,-0.004019185543681184,2.43287011384964,3.0021997054417926,0.004637045252920141,0.049927187761447084,0.2586589922507604,-0.04503140598535538,1.6343928575515747,0.7706705729166666,501.6090251745206,142.33132966493577,24.152918135288928,7.285517040028935,25.317922760004876,5,0.0,0.6,0.2,0.6,0.2,0.0,1.8,0.8,2.2,0.0,0.4,0.2,352.4,-26.869000190589578
51,104448,-0.00482524701510556,3.4444798469543456,3.00441837310791,0.005804103849452894,0.06962652979418635,0.29949482331673305,-0.1302584558725357,1.9928501844406128,0.6912434895833334,503.8734509688388,144.77713821092766,24.615298123273533,7.413391655027226,25.317922760004876,5,0.0,0.4,0.0,0.6,0.4,0.0,1.4,0.6,2.2,0.6,0.4,0.4,438.0,-37.58500023996457
52,106496,-0.003586565974789361,5.288010740280152,3.0096867720286054,0.004344814444547664,0.042911969412428634,0.30879233678181967,-0.15362195670604706,2.3270514011383057,0.7625325520833334,505.6339549006074,147.4010211309942,25.090583113276807,7.5431037100279354,25.317922760004876,8,0.0,0.375,0.0,0.875,0.125,0.0,1.875,0.125,2.375,0.625,0.375,0.125,388.375,-31.8822918269434
53,108544,-0.0025974150785865882,4.937221622467041,3.010131359100342,0.0029080304308439554,0.02507876050658524,0.258185014128685,-0.22225354611873627,2.3031795024871826,0.8427734375,506.9916730957749,150.23633657790924,25.529998752426764,7.658735583034286,25.317922760004876,5,0.0,0.6,0.0,1.0,0.0,0.0,2.2,0.0,3.0,0.8,0.0,0.0,275.6,-30.0
54,110592,-0.0033187265042215587,3.9732571840286255,3.01448343594869,0.004845633735628022,0.05507064941727246,0.28509341428677243,-0.10506987571716309,2.030285596847534,0.81689453125,509.1893195197418,152.691068940876,25.973240309453104,7.775322052031697,25.317922760004876,5,0.0,0.4,0.0,0.8,0.2,0.0,2.2,0.2,2.6,0.6,0.0,0.2,328.0,-32.85400018393993
55,112640,-0.0042008835608915735,4.2357118129730225,3.015219036738078,0.00441939452931466,0.04964167227347692,0.2997105340162913,-0.03781437501311302,2.041719913482666,0.7591145833333334,510.6793265344013,155.37910664889932,26.430169647363073,7.906568619029713,25.317922760004876,9,0.0,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,2.0,0.3333333333333333,2.111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,329.22222222222223,-32.03120390180912
56,114688,-0.004740952906043579,4.09089457988739,3.0183310906092324,0.005139288060414778,0.06299842789303511,0.33063476781050366,-0.02466576360166073,2.170623302459717,0.7633463541666666,512.424510252746,157.91587848794734,26.920651818349143,8.033284829034528,25.317922760004876,4,0.0,0.75,0.0,1.0,0.0,0.0,2.25,0.0,2.5,0.75,0.0,0.0,284.0,-32.26895825075917
57,116736,-0.003320902962392817,5.519128799438477,3.020628499984741,0.004297290618091391,0.04461472460146373,0.3235861897468567,-0.17488794028759003,2.14467453956604,0.7220052083333334,514.0137700326667,160.49612904898822,27.404776808369206,8.162613228036207,25.317922760004876,5,0.0,0.2,0.2,0.8,0.0,0.0,1.8,0.4,1.4,0.0,0.8,0.0,308.4,-30.513500087615103
58,118784,-0.004524761306432386,4.291886949539185,3.0178966442743937,0.005106064215065154,0.0612751500060161,0.29606553763151167,0.03574313223361969,2.145110607147217,0.8365885416666666,515.4306505636875,163.21265764791315,27.821996596365352,8.277216818038141,25.317922760004876,8,0.0,0.375,0.0,0.625,0.375,0.0,1.875,0.375,2.375,0.625,0.125,0.375,390.375,-27.308541661244817
59,120832,-0.0026643713703379036,3.378790354728699,3.0207598129908244,0.003670603495059141,0.03874199596466497,0.2854548821846644,0.32210808992385864,1.9238853454589844,0.7526041666666666,518.3335541461795,165.1976106138536,28.288864265363372,8.401089144033904,25.317922760004876,2,0.0,0.5,0.0,1.0,0.0,0.0,2.5,0.0,2.0,0.5,0.0,0.0,357.5,-30.50000001862645
60,122880,-0.006079921072038512,4.44067120552063,3.0247904300689696,0.005048091888958789,0.059016963094472887,0.2989340061942736,0.01686343550682068,2.0736398696899414,0.6258138020833334,520.4650454196271,167.48406148887443,28.76764504332823,8.521661772036168,25.317922760004876,6,0.0,0.16666666666666666,0.0,0.5,0.5,0.0,1.0,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.5,549.6666666666666,-33.51152809523046
61,124928,-0.0031977727941315,4.047229671478272,3.027057178815206,0.004556897739555295,0.04956775324341531,0.29900589684645335,0.026944419369101524,2.1610701084136963,0.70361328125,521.9134074233003,170.0584463348423,29.24165935730707,8.655936699033191,25.317922760004876,2,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,2.0,1.5,0.0,0.5,557.5,-41.44166683033109
62,126976,-0.0029797695111483335,5.3231339931488035,3.031818167368571,0.004092142395057008,0.042146417894400656,0.2971028208732605,-0.0003228362475056201,2.2214300632476807,0.833984375,522.6313466392994,172.95742388386861,29.703779082243273,8.781155962031335,25.317922760004876,7,0.0,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,1.7142857142857142,0.14285714285714285,1.8571428571428572,0.2857142857142857,0.8571428571428571,0.14285714285714285,396.7142857142857,-33.90083346050233
63,129024,-0.005349423966254108,5.682728290557861,3.034517288208008,0.00516969163629425,0.06363221752690151,0.3273287132382393,-0.5030360221862793,2.511612892150879,0.7369791666666666,523.5771816166133,175.72186951096955,30.181766719157167,8.916798201025813,25.317922760004876,5,0.0,0.0,0.0,0.8,0.2,0.0,1.4,0.0,2.2,0.8,0.8,0.0,300.2,-31.26399994622916
64,131072,-0.005193575130154689,3.2450992345809935,3.040076557795207,0.005868593281498604,0.07112384800954412,0.2912996808687846,0.08446928858757019,1.998654842376709,0.7412109375,524.8633398923753,178.26314536800055,30.669005743220623,9.087576578029257,25.317922760004876,5,0.0,0.4,0.0,1.0,0.0,0.0,2.2,0.0,2.4,0.6,0.2,0.0,412.0,-32.42633332218975
65,133120,-0.0040617633455743395,2.735101318359375,3.048189655939738,0.00522332849805947,0.06142702040572961,0.31359283030033114,0.06615819782018661,1.6476856470108032,0.6902669270833334,525.837290512271,180.93328611698962,31.157666005237843,9.254526961027295,25.317922760004876,6,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,2.0,1.0,0.6666666666666666,0.3333333333333333,476.3333333333333,-31.319166788365692
66,135168,-0.006007220052803556,2.8948126792907716,3.057265289624532,0.00553976459193359,0.06992856819803515,0.289874030649662,0.24837368726730347,1.7432624101638794,0.8155924479166666,525.3865002503717,184.24518158493447,31.677758172212634,9.437320246026502,25.317922760004876,3,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,2.0,0.0,2.3333333333333335,1.0,0.0,0.0,410.6666666666667,-33.37444442572693
