env_steps,vector_steps,replay_size,critic_updates,actor_updates,environment_steps_per_second,update_calls_in_interval,critic_updates_in_interval,actor_updates_in_interval,target_updates_in_interval,critic1_loss_mean,critic2_loss_mean,q1_mean,q2_mean,target_q_mean,q1_q2_abs_gap_mean,td_error_abs_mean,critic1_grad_norm_pre_clip_mean,critic2_grad_norm_pre_clip_mean,critic1_grad_clipped_fraction,critic2_grad_clipped_fraction,critic1_loss_max,critic2_loss_max,q1_q2_abs_gap_max,td_error_abs_max,critic1_grad_norm_pre_clip_max,critic2_grad_norm_pre_clip_max,actor_loss_mean,sampled_log_prob_mean,deterministic_action_abs_mean,stochastic_action_abs_mean,action_saturation_fraction_mean,actor_grad_norm_pre_clip_mean,actor_grad_clipped_fraction,actor_loss_last,action_saturation_fraction_max,actor_grad_norm_pre_clip_max,completed_episodes,red_complete_elimination_success_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
288768,36096,288768,33597,16798,126.03091342168524,256,256,128,128,1.847041535191238,1.854434687178582,0.5668876532872673,0.5680038915015757,0.570139811898116,0.29409837431740016,0.35019640752580017,72.21584118157625,74.47048787772655,1.0,1.0,5.694546699523926,5.740142822265625,40.122886657714844,53.70603942871094,251.93417358398438,275.5302734375,-0.6996343173086643,-1.5618250463157892,0.2197951984232007,0.4931741961085786,0.008466586442048665,0.7272336615715176,0.0,-0.6842883825302124,0.012552301255230125,1.6661555767059326,4,0.0,0.0,1.5,0.0,3.0,1.5,0.0,0.0,436.0,-96.00482163730248
290816,36352,290816,33853,16926,125.83036607441569,256,256,128,128,1.9873818744672462,1.977077343617566,0.5594048980565276,0.5584472348273266,0.5611948440782726,0.29501243703998625,0.3627263646922074,76.06659402698278,78.1946980804205,1.0,1.0,5.435753345489502,5.5596537590026855,40.24056625366211,51.85174560546875,271.50408935546875,359.3140869140625,-0.6944245856720954,-1.569449108093977,0.2195356498375553,0.49269184023242546,0.008452424976584088,0.7216608449816704,0.0,-0.8111197352409363,0.011631089217296114,1.8815150260925293,4,0.0,0.0,1.0,0.75,3.0,1.25,0.0,0.75,571.5,-67.52040276081095
292864,36608,292864,34109,17054,125.58976713406112,256,256,128,128,1.8933169117663056,1.9202014261391014,0.570423230266897,0.5594363094423898,0.5677680283552036,0.2925679064937867,0.35546377359423786,75.25591503828764,71.28350114449859,1.0,1.0,5.460348129272461,5.99541711807251,44.16144561767578,60.448394775390625,273.1871643066406,234.74749755859375,-0.6947255121776834,-1.5661125909537077,0.21964289168791706,0.49227982176519636,0.008424102323851917,0.7794280601665378,0.0,-0.6835930943489075,0.011327531426992679,1.837032675743103,4,0.0,0.0,2.0,0.25,2.75,0.75,0.0,0.25,516.0,-79.73070713707057
294912,36864,294912,34365,17182,125.39094322562934,256,256,128,128,1.949040635721758,1.9683818310732022,0.5587016488425434,0.5555200451926794,0.5621712603606284,0.3118122210726142,0.37007821374572814,80.83630356937647,70.79704522714019,1.0,1.0,6.5892653465271,6.606271266937256,39.60045623779297,60.36286163330078,379.5316467285156,355.943603515625,-0.6874615252017975,-1.5443028705194592,0.2263175372015446,0.49330230342509684,0.008523045859000197,0.8003185351844877,0.0,-0.7019652724266052,0.012269938650306749,2.0271148681640625,5,0.0,0.0,1.6,0.2,2.6,1.2,0.0,0.2,461.4,-86.27305190019858
296960,37120,296960,34621,17310,125.25989453742012,256,256,128,128,1.9255204878281802,1.9612257384578697,0.5530787580501055,0.5677259020740166,0.57025435869582,0.3013288452057168,0.3712251799297519,68.42099041491747,63.69206854701042,1.0,1.0,5.3854079246521,6.901776313781738,43.09783935546875,55.438961029052734,217.25267028808594,269.731689453125,-0.6965424614027143,-1.5622156197205186,0.2254526006161683,0.4948534465843686,0.00896635501053464,0.804623339092359,0.0,-0.7613712549209595,0.011777595179402904,2.214217185974121,4,0.0,0.0,1.25,1.0,2.5,0.75,0.0,0.5,454.25,-61.20829742168917
299008,37376,299008,34877,17438,125.08016884686192,256,256,128,128,1.8968430628301576,1.9148856601677835,0.5720976468292065,0.5647678207606077,0.5652653306024149,0.3001157831749879,0.3611287987441756,75.88017785549164,71.82909274846315,1.0,1.0,6.613937854766846,6.177369594573975,46.39434051513672,58.090904235839844,302.0977783203125,248.66624450683594,-0.7090743677690625,-1.573880735784769,0.22099058916471254,0.49241728376665667,0.008251230646084576,0.766712618758902,0.0,-0.8116655349731445,0.01264274061990212,1.7349539995193481,5,0.0,0.0,2.0,0.2,2.6,0.8,0.0,0.2,439.6,-81.63253018487012
301056,37632,301056,35133,17566,120.5491713256761,256,256,128,128,1.9238560038502328,1.9535232455236837,0.5669688291964121,0.5598774462123401,0.5719505071174353,0.28994590701768175,0.36228366498835385,68.85279295220971,71.51855032145977,1.0,1.0,5.57479190826416,5.760560035705566,39.55268096923828,60.67064666748047,270.1568603515625,269.1215515136719,-0.6952143788803369,-1.5714310118928552,0.2229535493419102,0.491746278229018,0.007830766037096358,0.7212712191976607,0.0,-0.5439783334732056,0.010592928876048974,1.4106320142745972,4,0.0,0.0,1.75,0.0,2.5,1.25,0.0,0.0,440.0,-93.44367965102538
303104,37888,303104,35389,17694,120.47682860399182,256,256,128,128,2.0102573898038827,1.9974394633900374,0.5576833934755996,0.5594573339330964,0.5608233251259662,0.29199544311268255,0.3666825352120213,74.04993254318833,71.2934395186603,1.0,1.0,6.220691680908203,6.420966148376465,39.56180191040039,59.953163146972656,282.2316589355469,288.120361328125,-0.6918326349696144,-1.5590929221361876,0.22181670986864752,0.49156134873004376,0.008067281634402304,0.754105128813535,0.0,-0.4311766028404236,0.011662598318416057,1.841618537902832,6,0.0,0.0,1.0,0.16666666666666666,2.3333333333333335,1.8333333333333333,0.0,0.16666666666666666,479.0,-93.45798168758363
305152,38144,305152,35645,17822,120.29090718843106,256,256,128,128,1.9109723754227161,1.92999707441777,0.5714895115233958,0.5709781827317784,0.5731842169770971,0.288462677563075,0.3593086925102398,76.40932628139853,72.51585959643126,1.0,1.0,7.475780487060547,6.94905424118042,38.50486755371094,56.814002990722656,268.14727783203125,242.90921020507812,-0.7250070970039815,-1.5483392113819718,0.2253250954746241,0.49157674679947444,0.008326154184209239,0.8125618875492364,0.0,-0.6774548292160034,0.010682004930156122,1.8571912050247192,2,0.0,0.0,1.5,0.0,2.0,1.5,0.0,0.0,491.5,-96.22573515485783
307200,38400,307200,35901,17950,120.12287183195083,256,256,128,128,1.9106518260668963,1.9291249493835494,0.5737089148606174,0.561677111138124,0.569899161811918,0.2898308833828196,0.3664194897864945,74.98562529310584,72.54284868016839,1.0,1.0,5.986027240753174,6.185997009277344,42.929832458496094,52.684173583984375,272.1570129394531,273.9904479980469,-0.6952760242857039,-1.5583675373345613,0.2258391498069555,0.49225894049877533,0.008165880774102498,0.8014976237900555,0.0,-0.8442907929420471,0.012212045517624202,2.225783109664917,6,0.0,0.0,1.1666666666666667,0.5,3.0,1.3333333333333333,0.0,0.3333333333333333,514.1666666666666,-79.24300713496693
309248,38656,309248,36157,18078,120.10675468364472,256,256,128,128,2.001151401316747,2.014718345424626,0.5592774237011326,0.5540015106380451,0.5629480968345888,0.3006242351257242,0.3680247678421438,74.52579243481159,78.91507995128632,1.0,1.0,5.494741439819336,5.933366298675537,40.2024040222168,58.82246780395508,314.4339904785156,311.089599609375,-0.6967188103590161,-1.5518197370693088,0.2262320696921785,0.4915488596556514,0.007932278592941247,0.7714594565331936,0.0,-0.816606342792511,0.011645430880942595,2.2089810371398926,3,0.0,0.0,0.6666666666666666,0.6666666666666666,3.0,1.6666666666666667,0.0,0.6666666666666666,540.0,-74.8984941225511
311296,38912,311296,36413,18206,119.94813633191322,256,256,128,128,1.9343064365675673,1.9681893059751019,0.5624924012226984,0.554176948062377,0.5690860788454302,0.3021312316413969,0.37487647647503763,78.57069403678179,81.63121058791876,1.0,1.0,6.717311859130859,6.668612957000732,41.5216178894043,53.8896598815918,289.0668029785156,365.9009094238281,-0.6973427897319198,-1.5428903019055724,0.22829553786433532,0.49111328105930174,0.008139604731273647,0.8219857586082071,0.0,-0.5820102095603943,0.010978454782489365,1.7128947973251343,4,0.0,0.0,0.75,0.0,2.0,2.25,0.0,0.0,376.25,-103.39233091415008
313344,39168,313344,36669,18334,119.8005128313312,256,256,128,128,1.91307638050057,1.90342100081034,0.5796295852633193,0.5820942778955214,0.5815727057342883,0.3028503856039606,0.35587482689879835,79.09489247202873,68.49422274529934,1.0,0.99609375,5.835550785064697,5.396111965179443,40.791263580322266,58.5826301574707,279.2694091796875,208.19264221191406,-0.7196857356466353,-1.551769072189927,0.22243157269030392,0.49035158848149263,0.008001779563567268,0.7555779828689992,0.0,-0.7002937197685242,0.011264929424538545,1.3939303159713745,6,0.0,0.0,1.0,0.16666666666666666,2.3333333333333335,1.8333333333333333,0.0,0.16666666666666666,438.1666666666667,-93.2221129874027
315392,39424,315392,36925,18462,119.7675558615339,256,256,128,128,1.9146774453110993,1.9649664347525686,0.5699383259925526,0.5626085871772375,0.5769857700797729,0.2948423529160209,0.3633404826396145,75.82687761634588,73.9949667416513,0.99609375,1.0,5.828068256378174,5.79243278503418,34.23799133300781,53.342750549316406,272.8153381347656,226.56434631347656,-0.6998482530470937,-1.561419135890901,0.22155724165924226,0.4894629212442505,0.0077673354004832865,0.7757078667636961,0.0,-0.5710594654083252,0.010238000265922085,1.6801602840423584,3,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,467.0,-101.39938877922638
317440,39680,317440,37181,18590,119.62715562858178,256,256,128,128,1.9329881879966706,2.007509012473747,0.5548307875524188,0.5623217808897607,0.5624950454221107,0.3024206301779486,0.3622663630521856,81.5233610868454,82.7794608362019,1.0,1.0,4.925858497619629,5.560574054718018,44.0994758605957,58.334163665771484,456.3761901855469,366.5899658203125,-0.7016050170641392,-1.5609275745227933,0.2220047479709368,0.4894210108295019,0.007601030271533168,0.8241281374357641,0.0,-0.6908474564552307,0.01173901173901174,2.2689332962036133,5,0.0,0.0,0.8,0.2,2.4,1.8,0.2,0.2,490.0,-93.06470233495347
319488,39936,319488,37437,18718,119.44765281222615,256,256,128,128,1.9188686900306493,1.9202072544721887,0.5444537855073577,0.5516950493620243,0.5596562984937918,0.3176971435896121,0.3700457048835233,82.78904527425766,73.41738499328494,1.0,1.0,5.2221269607543945,5.037262439727783,39.48585510253906,58.356990814208984,386.06463623046875,316.551513671875,-0.6737437247049911,-1.5505093028768897,0.2238195898078261,0.4884871859773788,0.00730510214430103,0.8679949105717242,0.0,-0.7660431861877441,0.01103931071620894,1.9525991678237915,5,0.0,0.0,1.8,0.0,3.0,1.2,0.0,0.0,430.2,-92.5832435950244
321536,40192,321536,37693,18846,119.39600179980133,256,256,128,128,1.8598097510985099,1.8679104116163217,0.5720184999518096,0.5738006183091784,0.5770725452457555,0.30363978690002114,0.3606578715262003,93.02999222651124,74.23717276379466,1.0,1.0,5.507253646850586,5.4433159828186035,39.263587951660156,56.788787841796875,356.1430358886719,324.45361328125,-0.7019929304951802,-1.5616714032366872,0.22330262972023276,0.49072840529274847,0.007652130680379005,0.7545669327955693,0.0,-0.6532118916511536,0.011874469889737066,1.798784613609314,5,0.0,0.0,1.4,0.2,2.2,1.4,0.0,0.2,468.2,-88.50052812316571
323584,40448,323584,37949,18974,119.29998881375494,256,256,128,128,2.058045689482242,2.1167548417579383,0.548915794439381,0.5355163366766647,0.550926751922816,0.31441432028077543,0.39080512238433585,85.6460163705051,91.3630281612277,1.0,1.0,5.789133071899414,6.049365043640137,43.552146911621094,60.53944396972656,262.365478515625,365.31005859375,-0.6699302748311311,-1.5644918121397495,0.22942919408401757,0.49571438684474944,0.008467369802939658,0.7943260876927525,0.0,-0.4806198179721832,0.011210444160635732,1.7973071336746216,3,0.0,0.0,1.6666666666666667,0.0,2.0,1.3333333333333333,0.0,0.0,484.3333333333333,-95.23249456827762
325632,40704,325632,38205,19102,119.15002871005979,256,256,128,128,1.9628321279305965,2.008387525100261,0.5512457601726055,0.5450323911645683,0.5533694975310937,0.3100934537942521,0.37084221676923335,82.51274919509888,69.53613986819983,1.0,0.99609375,6.456411361694336,6.788857460021973,36.60554122924805,56.5423583984375,629.7506713867188,296.6354064941406,-0.6725153664592654,-1.5527558969333768,0.23061490123407494,0.49227962811098486,0.007783059441285949,0.8063350194133818,0.0,-0.5389349460601807,0.010459114371094811,1.6283597946166992,5,0.0,0.0,1.4,0.0,2.8,1.4,0.2,0.0,460.2,-96.16748457571666
327680,40960,327680,38461,19230,119.0303196062349,256,256,128,128,1.924527230905369,1.9680692007532343,0.5783386038383469,0.5788051251438446,0.5839569807285443,0.30485423147911206,0.37495730945374817,76.98853376880288,79.19148520380259,0.99609375,1.0,6.37451171875,6.502295970916748,41.96778106689453,52.238624572753906,307.4468078613281,375.1273193359375,-0.7071199684869498,-1.5636992314830422,0.22433519322381285,0.4901152632540228,0.007567648967041847,0.8130734069272876,0.0,-0.8420159220695496,0.010681093078096823,2.075484037399292,5,0.0,0.0,1.6,0.4,2.6,1.0,0.0,0.4,427.8,-76.63944789408106
329728,41216,329728,38717,19358,119.10440749165156,256,256,128,128,1.8239919911138713,1.8466956259217113,0.5664331338193733,0.5676552198565332,0.5725903693819419,0.30494740896392614,0.36426375241717324,81.23847709223628,75.1754343546927,1.0,1.0,5.14591646194458,5.302961826324463,40.80738067626953,52.21746063232422,399.62762451171875,260.6783447265625,-0.690630468307063,-1.5584753192961216,0.22367674148212913,0.4946410717892749,0.008829885120182063,0.8331224517896771,0.0,-0.6393981575965881,0.012212045517624202,2.1236519813537598,4,0.0,0.0,1.25,0.0,2.5,1.75,0.0,0.0,456.75,-98.84284404510981
331776,41472,331776,38973,19486,119.02463734905172,256,256,128,128,1.9971917982329614,2.0326808110112324,0.5551353149785427,0.5566685085532299,0.5618848593439907,0.3089531292207539,0.3841563992318697,79.2706617563963,82.1731965392828,1.0,1.0,7.394068717956543,6.9781060218811035,43.88344192504883,52.27788543701172,284.47052001953125,354.2522277832031,-0.6955830054357648,-1.556231589987874,0.2292833309225526,0.4929256097028235,0.007988347507078204,0.7622082629241049,0.0,-0.7104054689407349,0.010699588477366255,2.0621650218963623,5,0.0,0.0,0.8,0.6,1.4,1.6,0.0,0.4,527.6,-79.23916702489842
333824,41728,333824,39229,19614,118.87604191675582,256,256,128,128,1.9957584895892069,1.9717733097495511,0.5534109942382202,0.552935479732696,0.5572091159774573,0.31942290434380993,0.3769488160032779,80.78287981450558,78.5926946438849,1.0,1.0,5.984108924865723,6.385332107543945,35.098114013671875,58.510868072509766,358.26385498046875,263.8767395019531,-0.6788311782293022,-1.5468181343749166,0.22947645782620865,0.4949722399650961,0.00870371232546721,0.792681809514761,0.0,-0.9584216475486755,0.011909707796704057,2.094766616821289,2,0.0,0.0,1.5,0.5,3.0,1.0,0.0,0.5,586.5,-74.57640916350101
335872,41984,335872,39485,19742,118.78416964885045,256,256,128,128,1.8257851902162656,1.854534697602503,0.5736791316958261,0.5629373600606868,0.5754141349461861,0.3170176825369708,0.3738815198885277,70.21962106972933,74.6020759344101,1.0,1.0,5.192806243896484,4.887854099273682,30.1815128326416,58.87818145751953,417.697265625,247.89816284179688,-0.6958477762527764,-1.5513564459979534,0.22810112316897357,0.49435659373114094,0.008561100410870852,0.7702718989457935,0.0,-0.6782232522964478,0.011968633924886504,1.857191801071167,5,0.0,0.0,1.6,0.0,2.6,1.4,0.0,0.0,468.2,-95.75980085682095
337920,42240,337920,39741,19870,118.74839821418685,256,256,128,128,1.8374149503652006,1.855596961453557,0.564042127574794,0.5669745062477887,0.5678674490773119,0.3107211255119182,0.3631162576493807,75.68641540035605,68.76033388078213,1.0,1.0,5.606079578399658,5.184849739074707,33.848052978515625,57.518707275390625,263.10528564453125,269.6314392089844,-0.6798330224119127,-1.549360048957169,0.231983126452261,0.4953352296542271,0.008645827459165775,0.7777776117436588,0.0,-0.4738765358924866,0.011756569847856155,1.6473604440689087,5,0.0,0.0,1.2,0.4,2.2,1.4,0.0,0.2,432.0,-84.14582631988924
339968,42496,339968,39997,19998,118.61602719840447,256,256,128,128,1.8507317847106606,1.9065476796822622,0.5492645225604065,0.5456005252344767,0.5515170138096437,0.3052494117291644,0.3719502477324568,72.79726076126099,76.23596688732505,1.0,1.0,7.975205421447754,7.95620584487915,46.39041519165039,52.072486877441406,277.70379638671875,259.1221008300781,-0.6686359700979665,-1.5495755104348063,0.22992526923490597,0.493784041594473,0.008270867953771379,0.8641652464866638,0.0,-0.4269341230392456,0.011433238056349531,1.7948594093322754,5,0.0,0.2,1.0,0.2,1.8,1.8,0.0,0.2,488.8,-88.52016049734084
342016,42752,342016,40253,20126,118.50365990926231,256,256,128,128,1.9358072215691209,1.9785062121227384,0.5465490186325042,0.545101813688234,0.5508873965591192,0.32258674496551976,0.3788990043103695,80.31606052815914,77.95115700736642,1.0,1.0,7.67142391204834,7.627987861633301,43.4903564453125,65.08001708984375,267.7967224121094,336.00982666015625,-0.6620368342846632,-1.5712174652144313,0.21899456716005383,0.48927811445079006,0.007507474377230919,0.8514159980695695,0.0,-0.77548748254776,0.010805635344002189,2.05179762840271,3,0.0,0.0,0.6666666666666666,0.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.0,494.3333333333333,-100.85586206244147
344064,43008,344064,40509,20254,118.53451875613743,256,256,128,128,1.9490262313047424,1.9281014853622764,0.5426870983137633,0.5441481381421909,0.5542751398170367,0.3304305167985149,0.3871210241341032,78.63979644328356,71.3776308298111,1.0,1.0,7.9334259033203125,6.769211769104004,41.86558532714844,64.81448364257812,298.7336120605469,223.8515625,-0.6687478045932949,-1.549000165425241,0.21978215039007373,0.4894413972600371,0.007766790774315852,0.7921678265556693,0.0,-0.7565550804138184,0.01084689194826867,1.6606515645980835,5,0.0,0.0,2.0,0.2,2.2,0.8,0.0,0.2,472.0,-82.0443099833763
346112,43264,346112,40765,20382,118.41756983387808,256,256,128,128,1.888130771345459,1.9106603739783168,0.5586977053026203,0.5566821743086621,0.5560153517290018,0.3155356229399331,0.377803749172017,78.73927823081613,77.7234391644597,1.0,1.0,6.079657554626465,4.8142547607421875,44.70665740966797,52.32935333251953,291.1933288574219,260.0601806640625,-0.6848746201139875,-1.5506582660600543,0.220031257021741,0.49002454807196505,0.0076041044126376805,0.8131261360831559,0.0,-0.5714967250823975,0.010955902492467817,2.128283977508545,6,0.0,0.0,1.3333333333333333,0.0,2.5,1.5,0.16666666666666666,0.0,413.1666666666667,-96.40735126573054
348160,43520,348160,41021,20510,118.34523999909841,256,256,128,128,1.8909552969271317,1.8930643158964813,0.5423740216647275,0.5447346190776443,0.5489011511581339,0.30982145527377725,0.3695433944812976,78.91626139730215,71.59312241524458,1.0,1.0,7.283379077911377,6.492698669433594,39.79267883300781,57.10246276855469,346.5859069824219,305.71893310546875,-0.6771751891355962,-1.563073611818254,0.2192099737216583,0.49106642208533435,0.007836739005969776,0.818795227445662,0.0,-0.5090714693069458,0.01105583195135434,1.9273157119750977,3,0.0,0.0,1.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.0,0.3333333333333333,499.6666666666667,-86.89499461580029
350208,43776,350208,41277,20638,118.26098353532424,256,256,128,128,1.8507541740546003,1.900541271083057,0.5780124725133646,0.5744085453625303,0.5744383040000685,0.3215006068930961,0.36771550693083555,72.17946355044842,72.60526520758867,1.0,1.0,7.871105194091797,8.45302963256836,39.118255615234375,63.95111846923828,270.3303527832031,438.7376708984375,-0.696353517472744,-1.5429816786199808,0.22319759768188194,0.4902715170050865,0.007921654521100946,0.8207810446619987,0.0,-0.7572466135025024,0.011456628477905073,1.9907184839248657,4,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,457.5,-101.25231589444957
352256,44032,352256,41533,20766,118.2851717567158,256,256,128,128,1.8587064677849412,1.8814459403511137,0.5542995954674552,0.544743144128006,0.5556445583351888,0.3132234877557494,0.3738438577274792,80.68992690742016,71.65392515808344,1.0,1.0,4.910199165344238,4.562189102172852,41.26703643798828,53.68647766113281,384.6957092285156,353.752685546875,-0.6680194941582158,-1.5504848966374993,0.2170350729911416,0.48828307753639605,0.007586524838720323,0.8277521226555109,0.0,-0.621475338935852,0.010516120105161201,2.460273027420044,3,0.0,0.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,0.0,0.3333333333333333,491.0,-79.93220247197314
354304,44288,354304,41789,20894,118.21492961214736,256,256,128,128,1.8316342721809633,1.8584032452199608,0.5729205708776135,0.5777874855848495,0.577442421548767,0.32927476218901575,0.3669052859186195,76.5950310304761,80.19053008407354,1.0,1.0,5.4117913246154785,5.402739524841309,36.422142028808594,64.39779663085938,338.3380432128906,272.25543212890625,-0.6937786692287773,-1.56047772616148,0.2171261670424298,0.48994738865373055,0.007605415218206465,0.7718824020121247,0.0,-0.9135721921920776,0.011705685618729096,1.658547282218933,6,0.0,0.0,1.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,522.6666666666666,-82.85027849560538
356352,44544,356352,42045,21022,118.09640311080966,256,256,128,128,1.8943265418056399,1.951905731111765,0.5707933539815713,0.5685870521119796,0.5727409914252348,0.3191436945926398,0.3743462653364986,79.12358785420656,77.11600203439593,1.0,1.0,8.637850761413574,8.405694007873535,31.506507873535156,63.601383209228516,286.052978515625,496.81695556640625,-0.6877602636814117,-1.5582100180909038,0.22169060579482225,0.49362209008644403,0.008160714895037871,0.8163885867688805,0.0,-0.37859877943992615,0.011042944785276074,1.955250859260559,3,0.0,0.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.0,0.3333333333333333,523.6666666666666,-76.64923631274694
358400,44800,358400,42301,21150,118.10594646418197,256,256,128,128,1.921976220794022,1.90249635418877,0.5572830817854992,0.5561517274472862,0.5561037385486998,0.3194346339441836,0.3726702655549161,82.04279838502407,71.81163587421179,1.0,1.0,6.741862773895264,6.507362365722656,36.54124450683594,62.76560592651367,321.4569396972656,258.1813659667969,-0.6734530236572027,-1.5661553405225277,0.21590022235748338,0.491945972644899,0.008208853427492672,0.8211967130191624,0.0,-0.8580564856529236,0.011466011466011465,1.837159276008606,6,0.0,0.0,1.5,0.16666666666666666,2.3333333333333335,1.3333333333333333,0.0,0.16666666666666666,474.1666666666667,-89.0426408979901
360448,45056,360448,42557,21278,118.02618718620673,256,256,128,128,1.809055982157588,1.8687199018895626,0.5534482009879866,0.5572820385932573,0.558592046785634,0.32210445863893256,0.3724074474303052,75.1727327555418,78.33901181071997,1.0,1.0,5.181336879730225,5.9300150871276855,31.64067268371582,63.2738151550293,288.9557189941406,273.5709228515625,-0.6948015111120185,-1.5651096561923623,0.21923515084171669,0.4949752133211563,0.008413489586124614,0.8341535378713161,0.0,-0.6354273557662964,0.011522633744855968,2.6492996215820312,3,0.0,0.0,0.3333333333333333,0.0,1.6666666666666667,2.0,0.6666666666666666,0.0,459.6666666666667,-104.30802599998515
362496,45312,362496,42813,21406,117.91867486529073,256,256,128,128,1.7866463374812156,1.8410784886218607,0.5480774935567752,0.5456252167059574,0.5542556775035337,0.3155454811640084,0.37586269178427756,74.81545139476657,71.22673900797963,1.0,0.99609375,5.646753787994385,5.607104301452637,39.778892517089844,52.37428665161133,270.4150085449219,257.1278076171875,-0.6693561100400984,-1.5597363756969571,0.21998291103986561,0.4923071711902921,0.007769949573506503,0.8411143387202173,0.0,-0.8065536618232727,0.011717673007995588,1.6413912773132324,5,0.0,0.0,0.8,0.0,1.8,2.2,0.0,0.0,473.8,-104.01068574039382
364544,45568,364544,43069,21534,117.8302421421572,256,256,128,128,1.817132924334146,1.8542486913502216,0.550191814196296,0.5551248334813863,0.5539161186898127,0.3132393676205538,0.3680411844397895,74.26389425620437,68.78165040537715,1.0,1.0,5.8104071617126465,5.793203830718994,40.3580436706543,63.81473922729492,371.6925048828125,212.01719665527344,-0.6648015205282718,-1.5556920124217868,0.21882189191513454,0.49089209432421127,0.007957516538785021,0.8765704403631389,0.0,-0.8249124884605408,0.0109403129760421,1.8765778541564941,2,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,477.5,-102.58582653923077
366592,45824,366592,43325,21662,117.85941926973662,256,256,128,128,1.8764083451824263,1.8910872505512089,0.5355660747445654,0.5343208918638993,0.5375041428487748,0.3179340014467016,0.38700671773403883,81.99277893453836,77.13427560031414,1.0,1.0,4.8120646476745605,4.980638027191162,33.96683883666992,63.81659698486328,303.3023681640625,257.40753173828125,-0.6652607484720647,-1.5688298121094704,0.21975731457610923,0.492334586051133,0.008008913289112855,0.8529329008888453,0.0,-0.6801474094390869,0.011518471695462846,2.2796764373779297,6,0.0,0.0,1.1666666666666667,0.8333333333333334,1.6666666666666667,1.0,0.0,0.3333333333333333,525.0,-69.64883970041244
368640,46080,368640,43581,21790,117.76811017108362,256,256,128,128,1.8860528520308435,1.9037856421200559,0.5254193316541205,0.5224444544001017,0.5323568939347751,0.3295939820818603,0.3861722818110138,85.88881032168865,75.9074988886714,1.0,1.0,5.346967697143555,5.2662482261657715,33.08940124511719,52.424076080322266,297.5958251953125,260.79473876953125,-0.6417375484015793,-1.5600030589848757,0.21962630600898855,0.49427082401771966,0.008237911869357385,0.8460236222017556,0.0,-0.6987906098365784,0.011437233016397961,2.1342391967773438,3,0.0,0.0,1.3333333333333333,0.0,2.3333333333333335,1.6666666666666667,0.0,0.0,416.0,-97.35827120544855
370688,46336,370688,43837,21918,117.62894571181754,256,256,128,128,1.8773918927181512,1.9258123093750328,0.5745237027003895,0.5736496316385455,0.5698364440759178,0.30927929788595065,0.3666279539465904,76.93839470297098,70.38963461667299,1.0,1.0,7.7470269203186035,7.986840724945068,31.646162033081055,63.078895568847656,319.8342590332031,329.8498229980469,-0.7055185064673424,-1.56411649659276,0.21761245690115266,0.4907331277390935,0.007943781036673677,0.8185748332180083,0.0,-0.869088888168335,0.010717230008244023,2.213066816329956,5,0.0,0.0,0.6,0.6,2.2,1.8,0.0,0.6,547.0,-78.60921390212533
372736,46592,372736,44093,22046,117.62691827910369,256,256,128,128,1.890201363246888,1.8915571168181486,0.5577420022600563,0.5598472566507553,0.5586380810127594,0.31278580822981894,0.3735265673021786,78.98230216652155,78.24384065717459,1.0,1.0,6.452072620391846,5.790066242218018,39.193115234375,63.21376037597656,295.1453857421875,279.7618713378906,-0.6720451548462734,-1.5613112058490515,0.21573588384516756,0.49104222987262447,0.007879338485024227,0.8334175595082343,0.0,-0.7618845105171204,0.010623620309050773,2.8667614459991455,4,0.0,0.0,1.5,0.0,2.5,1.5,0.0,0.0,405.0,-95.75348310787558
374784,46848,374784,44349,22174,117.53886561673112,256,256,128,128,1.9392137178219855,1.9753082253737375,0.5533645358918875,0.5440168268396519,0.5537321142910514,0.3320270413532853,0.3852478207554668,82.98152278363705,72.59284279495478,1.0,1.0,5.6867995262146,5.47637939453125,29.00333023071289,62.40876770019531,367.1069030761719,405.47509765625,-0.6420295246643946,-1.5695163356140256,0.21674617695783688,0.4939107444928759,0.008179372308754117,0.8756099222227931,0.0,-0.7875739932060242,0.01070399341292713,1.761260747909546,4,0.0,0.0,1.25,0.25,2.0,1.5,0.0,0.25,501.0,-88.29549001479063
