env_steps,vector_steps,replay_size,critic_updates,actor_updates,environment_steps_per_second,update_calls_in_interval,critic_updates_in_interval,actor_updates_in_interval,target_updates_in_interval,critic1_loss_mean,critic2_loss_mean,q1_mean,q2_mean,target_q_mean,q1_q2_abs_gap_mean,td_error_abs_mean,critic1_grad_norm_pre_clip_mean,critic2_grad_norm_pre_clip_mean,critic1_grad_clipped_fraction,critic2_grad_clipped_fraction,critic1_loss_max,critic2_loss_max,q1_q2_abs_gap_max,td_error_abs_max,critic1_grad_norm_pre_clip_max,critic2_grad_norm_pre_clip_max,actor_loss_mean,sampled_log_prob_mean,deterministic_action_abs_mean,stochastic_action_abs_mean,action_saturation_fraction_mean,actor_grad_norm_pre_clip_mean,actor_grad_clipped_fraction,actor_loss_last,action_saturation_fraction_max,actor_grad_norm_pre_clip_max,completed_episodes,red_complete_elimination_success_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
448512,56064,448512,53565,26782,113.1154402241279,256,256,128,128,1.8461225391365588,1.8855080660432577,0.47468917964579305,0.46696415255064494,0.4729030270827934,0.351811517146416,0.397009088890627,82.63048672303557,77.0888833142817,1.0,1.0,8.974509239196777,8.248343467712402,35.022850036621094,61.29697036743164,292.86065673828125,369.07305908203125,-0.5748199738445692,-1.5434242645278573,0.22336161750775707,0.4956919594011724,0.008253322491028182,0.9276529508642852,0.0,-0.735980212688446,0.011097410604192354,2.1282315254211426,3,0.0,0.0,1.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,0.0,0.3333333333333333,386.0,-82.45015331671796
450560,56320,450560,53821,26910,113.16249830401475,256,256,128,128,1.738109926925972,1.735462770331651,0.4646763386663224,0.4663476120113046,0.47059395687938377,0.32824459532275796,0.3837825457449071,81.34486183896661,71.28719641640782,1.0,1.0,5.4836859703063965,5.620704174041748,29.913663864135742,58.49287033081055,470.7071838378906,260.01995849609375,-0.5825677563116187,-1.520156498067081,0.22630881373210252,0.4936730780230967,0.007957271449063549,0.856428453233093,0.0,-0.3362334072589874,0.010726408689748812,2.7841594219207764,4,0.0,0.0,1.75,0.0,2.5,1.25,0.0,0.0,453.25,-93.66458682977645
452608,56576,452608,54077,27038,113.08988251251556,256,256,128,128,1.7667244682088494,1.7828766527818516,0.46506018114178005,0.47045665401310544,0.47539321790100075,0.34114775341004133,0.3856906167929992,86.9186245650053,74.87403413280845,0.99609375,1.0,5.685645580291748,5.183448314666748,28.073514938354492,59.44377136230469,415.1701965332031,249.5033416748047,-0.5866235187713755,-1.5257951337844133,0.22455383808077786,0.49397002239841376,0.008231442905362084,0.839847254101187,0.0,-0.7713990807533264,0.010980073200488003,1.9150619506835938,5,0.0,0.0,1.0,1.0,1.8,1.0,0.0,0.6,524.8,-61.98543239662759
454656,56832,454656,54333,27166,113.00195158533624,256,256,128,128,1.6703585574869066,1.6477161032380536,0.4856874387623975,0.4826723433070583,0.48784772300859913,0.3437163276830688,0.3791009147535078,87.04411701858044,72.95115030556917,1.0,1.0,6.92510986328125,6.744142055511475,30.42321014404297,73.41134643554688,439.688232421875,283.8413391113281,-0.5914950937149115,-1.5260250493884087,0.22320571006701334,0.49477414559858873,0.008217619805341336,0.831420392729342,0.0,-0.3858168125152588,0.010779096738982126,1.9287688732147217,3,0.0,0.0,1.3333333333333333,1.0,3.0,0.6666666666666666,0.0,1.0,600.0,-53.88158710989713
456704,57088,456704,54589,27294,112.98329737428443,256,256,128,128,1.778867882443592,1.8088422102155164,0.47727006691275164,0.4838597098059836,0.47891904019707,0.3461462324485183,0.38552029826678336,79.80562453716993,74.19097646698356,1.0,1.0,5.993512153625488,5.941920757293701,30.759136199951172,53.31859588623047,323.9563293457031,353.1646728515625,-0.5838425034598913,-1.530068033374846,0.22826098731488956,0.4976258343385191,0.00867959279031328,0.863236723234877,0.0,-0.2401697188615799,0.01272055806319245,1.6919641494750977,4,0.0,0.0,0.5,1.0,3.0,1.5,0.0,0.5,544.25,-70.39470010397315
458752,57344,458752,54845,27422,112.92182284990203,256,256,128,128,1.7714705674443394,1.780759880784899,0.46591995781273,0.463439255621779,0.46633291917896713,0.3369224665220827,0.38284821971319616,81.32570131123066,75.40236208587885,1.0,1.0,5.514207363128662,5.580610275268555,30.74093246459961,73.32678985595703,328.1152038574219,237.82643127441406,-0.5680762210977264,-1.530719617381692,0.22243524321177974,0.49262164533091046,0.007704708434843534,0.9111051107756793,0.0,-0.7812207937240601,0.011934499028587288,1.840878963470459,5,0.0,0.0,0.6,0.0,2.6,2.0,0.4,0.0,455.0,-103.61014831110951
460800,57600,460800,55101,27550,112.84766257414508,256,256,128,128,1.7676902679959312,1.7633387570967898,0.43909843797700887,0.4448422700561423,0.4520780654329428,0.35411662328988314,0.3901540950173512,88.88881616294384,78.17051386088133,1.0,1.0,5.620136737823486,5.788299560546875,34.099178314208984,73.31973266601562,428.5696105957031,386.5890808105469,-0.5518499898025766,-1.5247745728120208,0.22029946751343582,0.491643218883896,0.007512967660643249,0.8624831086490303,0.0,-0.40234440565109253,0.010374562112638102,1.8628472089767456,6,0.0,0.0,1.0,0.0,2.6666666666666665,1.6666666666666667,0.3333333333333333,0.0,379.5,-99.31408057317647
462848,57856,462848,55357,27678,112.78203304523603,256,256,128,128,1.7727461907779798,1.7977209492819384,0.4481644282932393,0.4435871711320942,0.4499302170079318,0.34343861520756036,0.3960491621401161,79.99466717243195,77.85754656046629,1.0,1.0,8.622018814086914,8.497922897338867,31.490873336791992,73.43037414550781,288.0903625488281,288.3310546875,-0.5459750533627812,-1.5191395534202456,0.22733722420514,0.49661734218532394,0.00858982513768943,0.8328646162990481,0.0,-0.5199111104011536,0.01176309670359732,2.204144239425659,3,0.0,0.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.0,0.6666666666666666,542.3333333333334,-65.1987605205674
464896,58112,464896,55613,27806,112.81284229921653,256,256,128,128,1.8291988600976765,1.8436654409160838,0.46385180396691794,0.4646944294566424,0.4658956252169446,0.3493937674211338,0.3910190765745938,84.98625296354294,77.44955653697252,1.0,1.0,10.730880737304688,10.05379867553711,35.68144226074219,73.36259460449219,264.5703430175781,308.1373291015625,-0.5619361043791287,-1.5315097514539957,0.22189324169335822,0.4958936958579848,0.00847177153418359,0.9335484129842371,0.0,-0.4912472367286682,0.013787510137875101,2.2044994831085205,4,0.0,0.0,1.0,0.75,2.0,1.25,0.0,0.5,510.75,-71.23495629687932
466944,58368,466944,55869,27934,112.75920011433114,256,256,128,128,1.7665629572002217,1.7994758589193225,0.42212826605464215,0.42638858677128155,0.4282012074436352,0.33590603386983275,0.38839958410244435,78.81088098883629,83.12514409795403,1.0,1.0,5.660669803619385,5.512658596038818,32.64497756958008,56.03033447265625,299.5924377441406,289.0102233886719,-0.510274693442625,-1.5327407428994775,0.2222108782116978,0.49459560500655486,0.00853330875202567,0.9828812968917191,0.0,-0.6141464710235596,0.012269092914254204,3.0324831008911133,4,0.0,0.0,1.0,0.75,2.0,1.25,0.0,0.75,566.0,-66.99303080170284
468992,58624,468992,56125,28062,112.68241051719914,256,256,128,128,1.7247546530561522,1.696294416906312,0.4586656459728147,0.46468728497666234,0.4621577340421936,0.3449937520781532,0.38636785943526775,86.3902674689889,77.24777090549469,1.0,1.0,7.772052764892578,7.767043590545654,29.442415237426758,73.3578109741211,266.46636962890625,393.8311767578125,-0.5529698575846851,-1.5272617172449827,0.222377666050252,0.4961154576300682,0.008497236345290891,0.9059509285725653,0.0,-0.6842827200889587,0.012175324675324676,1.8898481130599976,3,0.0,0.0,0.3333333333333333,1.6666666666666667,3.0,1.0,0.0,0.6666666666666666,567.3333333333334,-49.21799625813825
471040,58880,471040,56381,28190,112.6759428157652,256,256,128,128,1.7538450447609648,1.7677454656222835,0.45121415144967614,0.46005017121933633,0.4575059049311676,0.34661142819095403,0.38587619934696704,82.53347655385733,78.03788752481341,1.0,1.0,6.554142951965332,7.05059814453125,30.545555114746094,73.5395278930664,340.2102966308594,421.4022521972656,-0.5409401896031341,-1.5417728973552585,0.22137491419405156,0.4958505883279289,0.00827852231302473,0.8494348546955734,0.0,-0.28666359186172485,0.011197596613409804,1.6577218770980835,4,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.5,510.25,-84.3486172894045
473088,59136,473088,56637,28318,112.60739587477266,256,256,128,128,1.7892204214585945,1.7948287252802402,0.4492019484773664,0.4516782280566076,0.45194698262639577,0.34496511484030634,0.39512358035426587,90.32275729253888,81.96709559857845,1.0,1.0,5.192080020904541,5.364927768707275,30.300018310546875,54.831050872802734,396.92254638671875,298.6932373046875,-0.5373628546949476,-1.5432682391256094,0.22024637156862376,0.49655078472904474,0.008465188556557307,0.8852717210538685,0.0,-0.23924380540847778,0.011919441019317715,1.9478914737701416,4,0.0,0.0,0.5,0.25,2.5,2.25,0.0,0.25,507.0,-95.48427021036423
475136,59392,475136,56893,28446,112.5317098142875,256,256,128,128,1.7501737888669595,1.7566623970633373,0.42927464998865617,0.4312311942339875,0.43727968526945915,0.3303365323226899,0.39166798058431596,85.75895889103413,76.54818468540907,1.0,1.0,5.536511421203613,5.547689437866211,32.51829147338867,54.70528793334961,389.13641357421875,248.18287658691406,-0.5474551190563943,-1.5359351933002472,0.21801292465052421,0.4934014942235787,0.008001715060863196,0.9026112640276551,0.0,-0.5359413623809814,0.01136208076659822,2.5487546920776367,3,0.0,0.0,2.0,1.0,2.3333333333333335,0.0,0.0,1.0,600.0,-47.68790492846498
477184,59648,477184,57149,28574,112.5175765178901,256,256,128,128,1.8003641965333372,1.794333579018712,0.4318353176022356,0.43411291548909503,0.436807995007257,0.35767891188152134,0.4009735656436533,93.5118560642004,78.86124782264233,1.0,1.0,6.155099868774414,6.048640251159668,31.506084442138672,54.36325454711914,279.3552551269531,381.7588195800781,-0.5573490097303875,-1.531221553683281,0.21973320111606046,0.49419207198145443,0.008079730594682527,0.9239060105755925,0.0,-0.6972993016242981,0.01190965092402464,2.5173492431640625,4,0.0,0.0,0.25,0.5,2.5,2.25,0.0,0.5,559.5,-86.96241407755042
479232,59904,479232,57405,28702,112.51161716143841,256,256,128,128,1.6864379266044125,1.6834672793047503,0.45136703110711096,0.4474051896090714,0.44982753644580953,0.34034587955102324,0.3851743050618097,83.20308180525899,74.46692605316639,1.0,1.0,5.830483913421631,5.911802768707275,31.183258056640625,56.1303825378418,343.0690612792969,326.6906433105469,-0.5801864666573238,-1.5341712208464742,0.22059171613968512,0.4951850338562646,0.008324097368611763,0.8737725066021085,0.0,-0.5113646388053894,0.011489645958583834,2.0920093059539795,5,0.0,0.0,0.6,1.0,2.2,1.4,0.0,0.4,524.8,-69.16702495377248
481280,60160,481280,57661,28830,112.45112839079094,256,256,128,128,1.799436882021837,1.761971821426414,0.45390379535365355,0.4563543273311552,0.46112156815070193,0.34663595573510975,0.39013784017879516,84.6266787275672,73.01177489757538,1.0,1.0,7.19877815246582,6.920821666717529,29.84453010559082,60.175941467285156,329.7451477050781,328.0302734375,-0.5563326587725896,-1.5253715077415109,0.225498003594864,0.4950054779626089,0.008213465682651,0.8808944462798536,0.0,-0.45625513792037964,0.011688835147118097,1.9554210901260376,3,0.0,0.0,0.6666666666666666,0.0,2.3333333333333335,2.3333333333333335,0.0,0.0,506.3333333333333,-106.14481397576758
483328,60416,483328,57917,28958,112.40332145787106,256,256,128,128,1.737035040045157,1.7350996976019815,0.4370504907046211,0.44225493719568476,0.4394695815281011,0.3632141025736928,0.39056417893152684,87.41661930084229,81.44825419783592,1.0,1.0,5.988129138946533,5.834303379058838,26.308147430419922,73.5631332397461,314.2704772949219,376.6939392089844,-0.5332358171581291,-1.517144724726677,0.22617296438737564,0.4943261601127483,0.008121609136396892,0.8883101618848741,0.0,-0.47417181730270386,0.010686395396629675,1.7819538116455078,3,0.0,0.0,0.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.0,0.6666666666666666,536.3333333333334,-81.6090978035257
485376,60672,485376,58173,29086,112.42330877364675,256,256,128,128,1.7199776850175112,1.7372309151105583,0.42012962240187335,0.4207261376795941,0.4204864175408147,0.33901432098355144,0.3854290717281401,86.30973337590694,73.9591971412301,1.0,1.0,7.003695487976074,7.512326717376709,29.507442474365234,58.361759185791016,326.1051940917969,266.9956970214844,-0.5426299311511684,-1.5186947202309966,0.22432082358031663,0.49446430164197286,0.008254005929167942,0.8858628901652992,0.0,-0.6155598759651184,0.012203482791718085,1.7059425115585327,5,0.0,0.0,0.8,0.6,2.6,1.6,0.0,0.4,549.4,-80.64913004607948
487424,60928,487424,58429,29214,112.340411638673,256,256,128,128,1.6861478349892423,1.658909947029315,0.4205058314546477,0.4253746421309188,0.43289159582491266,0.36286443192511797,0.392508868011646,90.04162487760186,72.90235491842031,1.0,1.0,7.462924957275391,7.363247871398926,31.904958724975586,73.58290100097656,396.658935546875,236.27659606933594,-0.503268432978075,-1.5142177194356918,0.223753441294439,0.4958205856803304,0.008537850499406975,0.8918089170474559,0.0,-0.2619042694568634,0.011841567986933442,2.084280252456665,3,0.0,0.0,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.0,0.6666666666666666,557.3333333333334,-73.1961133111763
489472,61184,489472,58685,29342,112.30676523280073,256,256,128,128,1.6859021387062967,1.7126753808697686,0.4116179355769418,0.4183871638920209,0.4139373981161043,0.34666914481204003,0.386013125651516,83.33789855241776,82.7080374583602,1.0,1.0,6.813864707946777,6.456162929534912,29.344032287597656,59.10901641845703,485.89642333984375,336.48065185546875,-0.5081634451053105,-1.5112330671399832,0.22662956756464514,0.49813082362549743,0.00877654008587856,0.9206682024523616,0.0,-0.47654762864112854,0.011310711909514305,2.1146087646484375,4,0.0,0.0,0.75,0.5,3.0,1.75,0.0,0.5,568.0,-84.2029318658997
491520,61440,491520,58941,29470,112.29805017500095,256,256,128,128,1.8033653863240033,1.812505649169907,0.3876682406062173,0.3838023773087116,0.3854449217833462,0.35073032591026276,0.3886864855303429,82.87122867256403,78.68592321127653,1.0,1.0,6.409392356872559,6.252204418182373,27.520000457763672,73.56314086914062,337.15948486328125,304.8847961425781,-0.5014270973042585,-1.5251815654337406,0.22553097461107638,0.49741461438403245,0.008794992384901387,0.884311540517956,0.0,-0.5706824660301208,0.012534435261707989,1.6664812564849854,4,0.0,0.0,0.75,0.5,2.0,1.25,0.5,0.5,560.0,-79.60033341373583
493568,61696,493568,59197,29598,112.2737696807203,256,256,128,128,1.782830888289027,1.796234423527494,0.38739025233735447,0.3890710336581833,0.391113887681513,0.34347889537457377,0.3916092065628618,85.64571726322174,74.85863547772169,1.0,1.0,6.708637714385986,7.340000152587891,28.63044548034668,73.6147689819336,314.69940185546875,258.42034912109375,-0.4929891876090551,-1.5222833305597305,0.22376430739379236,0.4952131482719498,0.00839299944129555,0.8885260820388794,0.0,-0.37806937098503113,0.011748633879781421,3.1465747356414795,4,0.0,0.0,0.25,0.25,3.0,2.0,0.5,0.25,502.5,-95.10401390803145
495616,61952,495616,59453,29726,112.23060004518646,256,256,128,128,1.6575706098228693,1.6656699335435405,0.4086292905758455,0.40867356724356796,0.41530634109221864,0.3520302375545725,0.38707079051528126,80.58496345207095,75.25761029869318,1.0,1.0,6.835239887237549,6.662299156188965,28.692201614379883,73.53738403320312,252.7310333251953,212.26490783691406,-0.5118880304071354,-1.524623897857964,0.22321757619625424,0.49539032000288535,0.008351621718902436,0.8730848345439881,0.0,-0.5500511527061462,0.011484823625922888,1.684247612953186,3,0.0,0.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,521.0,-62.68164702014959
497664,62208,497664,59709,29854,112.19816219035361,256,256,128,128,1.7307179946219549,1.7737181185511872,0.41709988483125926,0.41133830495436996,0.41800117086677346,0.36006638943217695,0.39662666129879653,84.08223223686218,81.37061596661806,1.0,1.0,7.77142333984375,6.722232341766357,28.96198272705078,73.59156036376953,342.20135498046875,418.8434143066406,-0.5134243064676411,-1.4990241071209311,0.23175725154310695,0.4990046996551539,0.009168220688818602,0.9593848171643913,0.0,-0.06654629111289978,0.0120763002607383,2.424417734146118,6,0.0,0.0,1.1666666666666667,0.5,2.0,1.0,0.3333333333333333,0.3333333333333333,496.3333333333333,-78.15950363587899
499712,62464,499712,59965,29982,112.24492788418225,256,256,128,128,1.7236996452556923,1.778822691179812,0.3992194411594028,0.39251164930465166,0.40855489911700715,0.3477883425075561,0.3965540751814842,91.04772512614727,92.49029418081045,1.0,1.0,5.67194938659668,5.8686113357543945,28.389263153076172,73.53909301757812,393.756103515625,374.942138671875,-0.48337516998435603,-1.510169300250709,0.22680466788084108,0.49585118952751644,0.008498035926342162,0.9515025364235044,0.0,-0.1629132628440857,0.011733333333333333,2.0684895515441895,2,0.0,0.0,0.5,0.0,2.0,2.5,0.0,0.0,431.5,-105.6874177970094
501760,62720,501760,60221,30110,110.07857805562496,256,256,128,128,1.7770019023446366,1.8218767405487597,0.3881874133238057,0.39250097252079286,0.39388419481838355,0.3541355518391356,0.3971366569167003,80.44015115126967,92.20671261101961,1.0,1.0,6.356547832489014,6.146420955657959,26.11141014099121,73.59202575683594,282.86968994140625,368.2937927246094,-0.4928553136269329,-1.5186522845178843,0.22869808870548228,0.4967761296014308,0.008415571522459048,0.8885766302701086,0.0,-0.4882052540779114,0.011038430089942763,1.7664467096328735,7,0.0,0.0,0.5714285714285714,0.5714285714285714,1.4285714285714286,1.7142857142857142,0.14285714285714285,0.2857142857142857,467.0,-81.60930763779263
503808,62976,503808,60477,30238,110.05751426144501,256,256,128,128,1.7238043220713735,1.7477084931451827,0.40248889016220346,0.4018713090554229,0.4034072937286055,0.3563513794215396,0.38895823794882745,77.19025687873363,80.44147399067879,1.0,1.0,7.2397332191467285,7.121931552886963,29.95136833190918,56.2481689453125,309.0851135253906,326.1667785644531,-0.5013163221919967,-1.50664999242872,0.22868244577154848,0.49637173915542526,0.008310981063922277,0.9472613101825118,0.0,0.016656115651130676,0.012203482791718085,2.628901481628418,2,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.5,535.0,-83.59161241736729
505856,63232,505856,60733,30366,110.083785931067,256,256,128,128,1.7068702530814335,1.7194771266076714,0.3999762025878226,0.4094411095302348,0.4081083904438856,0.34626848611515015,0.3902658458100632,88.62826565653086,79.84469900280237,1.0,1.0,6.779528617858887,6.526754379272461,28.835418701171875,73.70004272460938,391.2987060546875,367.0276184082031,-0.5181918882499303,-1.5220049917697906,0.22651727006244501,0.49831055405233005,0.00875421548528742,0.9385588660370559,0.0,-0.8514639735221863,0.012145748987854251,2.2832674980163574,6,0.0,0.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,2.0,0.3333333333333333,0.3333333333333333,538.5,-91.97632119647733
507904,63488,507904,60989,30494,110.03691032293617,256,256,128,128,1.7605837108567357,1.755285770399496,0.39621998948496184,0.3910412043760516,0.3972409560192318,0.35587600886356086,0.39305254083592445,85.93504294008017,84.52377964556217,1.0,1.0,6.1322197914123535,6.267603874206543,29.008211135864258,54.451934814453125,374.56561279296875,299.395751953125,-0.5007364182092715,-1.5132648702710867,0.22765998586990777,0.49800289336880227,0.008736956970076858,0.8914060818497092,0.0,-0.5502509474754333,0.013116970926301555,2.723586320877075,2,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.5,501.5,-65.07604818691925
509952,63744,509952,61245,30622,109.99338813248553,256,256,128,128,1.6505208438029513,1.6810406924923882,0.380337971661902,0.3813015915372375,0.3892983746518439,0.3439766274532303,0.3874700573505834,85.09951614588499,88.15354991704226,1.0,1.0,5.913272380828857,5.57023286819458,29.956626892089844,73.62016296386719,393.04705810546875,405.9560241699219,-0.48571253928821534,-1.494934150017798,0.23182659790958354,0.49673818599559494,0.008667745221319814,1.0017373759765178,0.0,-0.445523202419281,0.011779041429731926,2.2369697093963623,4,0.0,0.0,0.5,0.5,2.5,2.0,0.0,0.25,538.5,-87.35561875922394
512000,64000,512000,61501,30750,110.0611704232708,256,256,128,128,1.6693144999444485,1.692187138600275,0.40941149539685284,0.4010022197380749,0.4048532587548834,0.35866316535975784,0.3900987522210926,79.37266873940825,81.55385342240334,1.0,1.0,7.572470188140869,7.136376857757568,29.179248809814453,73.77735137939453,268.8219909667969,259.7340393066406,-0.49331359007919673,-1.488609946332872,0.23221814148679665,0.49768131057563164,0.008785884333120476,0.9713565080892295,0.0,-0.5314576625823975,0.013058696822832526,2.0414092540740967,3,0.0,0.0,0.6666666666666666,1.3333333333333333,3.0,1.0,0.0,1.0,600.0,-50.509654574335094
514048,64256,514048,61757,30878,110.0883028743955,256,256,128,128,1.599425347871147,1.6317576112924144,0.39112992211994424,0.39365143380564405,0.39462416672176914,0.3463774082483724,0.3825141031993553,76.25099736452103,81.37594940513372,1.0,1.0,5.159106254577637,5.124540328979492,31.482620239257812,73.73511505126953,351.7016906738281,326.27734375,-0.48725736697451794,-1.5058484738692641,0.23141119672856506,0.49607901241805763,0.00835611211682755,0.8566159908659756,0.0,-0.29998403787612915,0.01128543903110377,1.8114979267120361,5,0.0,0.0,1.0,0.2,2.2,1.4,0.4,0.2,516.4,-91.31780438595379
516096,64512,516096,62013,31006,110.09034456062294,256,256,128,128,1.7179656693479046,1.685911218286492,0.4036507819112174,0.4007437482414389,0.4019604214809078,0.35941485897637904,0.3884344204561785,83.47567544132471,74.18911404535174,1.0,1.0,5.746449947357178,5.6263203620910645,27.407560348510742,55.48261260986328,316.7674255371094,288.8297424316406,-0.4980014579023191,-1.4901416106149554,0.23661410053952384,0.4999396878278706,0.009186753545505667,0.9052799916826189,0.0,-0.4546637535095215,0.013317191283292978,1.8269047737121582,4,0.0,0.0,0.25,1.5,1.75,1.0,0.25,0.5,463.0,-50.00566744277603
518144,64768,518144,62269,31134,110.10530872543576,256,256,128,128,1.657511082245037,1.6484480963554233,0.4089738924358244,0.4062546507375373,0.408807600673299,0.3535477912519127,0.3867831202223897,88.1014245301485,80.47015863656998,1.0,1.0,8.39346981048584,8.192522048950195,28.320571899414062,59.554229736328125,524.279296875,269.1348571777344,-0.5143805902043823,-1.5021531134843826,0.23479674918652715,0.5020774941967961,0.0094273641093321,0.9148861267603934,0.0,-0.7881805896759033,0.013150831991411701,2.7625513076782227,4,0.0,0.0,0.0,0.5,2.5,2.5,0.0,0.25,493.25,-92.37351558904629
520192,65024,520192,62525,31262,110.16901655475455,256,256,128,128,1.649851750349626,1.6845059330807999,0.3950418100102979,0.39357435710371647,0.3996867345740611,0.3410086896037683,0.3850941453129053,74.5899375602603,79.68483369424939,1.0,1.0,8.469688415527344,7.3391337394714355,26.374969482421875,73.74068450927734,232.67974853515625,260.3885803222656,-0.49842872202862054,-1.5147361950948834,0.2335201841326982,0.49855100346270775,0.008424858508136948,0.9422221051063389,0.0,-0.3881584405899048,0.011648381416768251,1.8966245651245117,3,0.0,0.0,1.0,2.0,1.6666666666666667,0.0,0.0,1.0,600.0,-26.57706842570292
522240,65280,522240,62781,31390,110.18272210484372,256,256,128,128,1.5742310715140775,1.5985579353291541,0.3824780872582778,0.3822943607719935,0.3897010312621205,0.3435115311294794,0.38569224858656526,78.30159878730774,77.31876077502966,1.0,1.0,6.681055068969727,6.9690937995910645,27.987491607666016,73.71498107910156,369.44268798828125,375.92022705078125,-0.4650897306855768,-1.4986606473103166,0.23280669925872532,0.49852451867039027,0.008960789717503245,0.9100890455301851,0.0,-0.14004573225975037,0.012737127371273712,1.8831826448440552,5,0.0,0.0,0.6,1.2,1.8,1.2,0.0,0.6,537.0,-60.37594624318881
524288,65536,524288,63037,31518,110.20655511176795,256,256,128,128,1.623248395160772,1.6174319483106956,0.4146276483661495,0.41594467289587556,0.4071241736164666,0.3364377572434023,0.37972054386045784,82.06406500190496,83.27976942807436,1.0,1.0,5.344573974609375,5.454277038574219,29.190950393676758,73.72030639648438,326.4418029785156,241.88157653808594,-0.5434540288406424,-1.5190171701833606,0.23019178967307785,0.4977477298931802,0.00850982412274715,0.944866371108219,0.0,-0.593364953994751,0.011670020120724347,2.0661988258361816,2,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.5,553.0,-84.1925475163589
526336,65792,526336,63293,31646,110.22303816482564,256,256,128,128,1.605312648229301,1.6248658645199612,0.40339212531762314,0.39740736653038766,0.4031518285628408,0.3349132110597566,0.376149351533968,82.05232406407595,77.86934691667557,1.0,1.0,5.486230850219727,5.475305080413818,28.365110397338867,73.78388977050781,248.77972412109375,313.1978454589844,-0.5055101876205299,-1.4964138083159924,0.23226028113552835,0.4976500228787123,0.008499496923256578,0.9061143188737333,0.0,-0.5425543785095215,0.011229800054779512,1.7625257968902588,5,0.0,0.0,0.2,0.6,2.2,1.4,0.8,0.4,544.8,-81.1799782721966
528384,66048,528384,63549,31774,110.2825061633028,256,256,128,128,1.6772074045147747,1.6555131463101134,0.3954024850272617,0.39226207262800017,0.39866571264428785,0.3370392717188224,0.38453440042212605,81.03405081480742,82.98530130833387,1.0,1.0,6.481629371643066,6.623077392578125,28.748680114746094,61.6642951965332,283.4284362792969,410.41998291015625,-0.5015236292383634,-1.499080034904182,0.23408857781763112,0.49990925561265265,0.008835216238119932,0.9284352154936641,0.0,-0.4381902515888214,0.012639505176818609,3.2627861499786377,4,0.0,0.0,0.25,1.0,2.25,1.5,0.25,0.75,544.25,-65.81427689697648
530432,66304,530432,63805,31902,110.29456761600271,256,256,128,128,1.7020467972615734,1.7197873432887718,0.3940795201342553,0.39576886676411505,0.39610916006495245,0.3475126576377079,0.3886721645249054,86.25631169229746,82.83757568150759,1.0,1.0,7.324375152587891,7.611922264099121,29.673324584960938,73.82695770263672,366.1795654296875,330.4435119628906,-0.5055728585357429,-1.5121745988726616,0.23304038329069882,0.4997578657931368,0.008761013705012533,0.991477858973667,0.0,-0.8142361640930176,0.011822258459029759,2.2461650371551514,3,0.0,0.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,0.6666666666666666,530.0,-58.101740276130535
532480,66560,532480,64061,32030,110.2809148120871,256,256,128,128,1.6550201097270474,1.6219552789116278,0.4097471877157659,0.40371196197338577,0.4103225771577854,0.3458170990925282,0.380600183038041,79.94873585179448,78.5927359238267,1.0,1.0,6.081467628479004,5.540435791015625,31.676626205444336,59.10988235473633,248.3979949951172,275.2899475097656,-0.5221003283659229,-1.5141296666115522,0.23272940353796473,0.4982438178215829,0.008652994311727202,0.8985297190956771,0.0,-0.6882213354110718,0.011605937921727396,1.9192047119140625,3,0.0,0.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.0,1.0,600.0,-51.11055168690003
534528,66816,534528,64317,32158,110.31441100495294,256,256,128,128,1.641632971353829,1.6946450085379183,0.3914158334628155,0.3887796464700841,0.39233376105494244,0.3494510867167264,0.3926227600313723,87.67189002037048,91.71025481075048,1.0,1.0,5.475512981414795,5.439839839935303,32.295772552490234,55.39250183105469,285.1529235839844,361.9044189453125,-0.48674943996775255,-1.5012844493612647,0.2315503294018116,0.4996251068529327,0.008619862004625037,0.9849561301525682,0.0,-0.5955639481544495,0.01195814648729447,2.731191873550415,5,0.0,0.0,1.0,0.4,1.8,1.6,0.0,0.4,521.8,-83.37576459190605
