episodes,environment_steps_observed,gate_win_rate,gate_pass,reward_component_mean_per_step.reward_terminal,reward_component_mean_per_step.reward_boundary,reward_component_mean_per_step.reward_guide,reward_component_mean_per_step.reward_position,reward_component_mean_per_step.reward_threat,reward_component_mean_per_step.reward_total,mean_control_diagnostics.delta_yaw,mean_control_diagnostics.delta_pitch,mean_control_diagnostics.delta_speed,mean_control_diagnostics.yaw_error,mean_control_diagnostics.pitch_error,mean_control_diagnostics.speed_error,mean_control_diagnostics.unclipped_yaw_rate,mean_control_diagnostics.unclipped_pitch_rate,mean_control_diagnostics.unclipped_acceleration,mean_control_diagnostics.clipped_yaw_rate,mean_control_diagnostics.clipped_pitch_rate,mean_control_diagnostics.clipped_acceleration,mean_control_diagnostics.actual_yaw_rate,mean_control_diagnostics.actual_pitch_rate,mean_control_diagnostics.actual_acceleration,mean_control_diagnostics.nx,mean_control_diagnostics.nz,mean_control_diagnostics.phi,control_saturation_rates.yaw_rate,control_saturation_rates.pitch_rate,control_saturation_rates.acceleration,control_saturation_rates.nx,control_saturation_rates.nz,control_saturation_rates.phi,attack_funnel.within_4000_rate,attack_funnel.attack_distance_entry_rate,attack_funnel.ata_gate_rate,attack_funnel.aa_gate_rate,attack_funnel.distance_and_ata_entry_rate,attack_funnel.distance_and_aa_entry_rate,attack_funnel.ata_and_aa_entry_rate,attack_funnel.full_attack_envelope_entry_rate,attack_funnel.attack_to_kill_conversion_rate,attack_funnel.kill_rate,attack_funnel.mean_minimum_distance_violation,attack_funnel.mean_minimum_ata_violation,attack_funnel.mean_minimum_aa_violation,attack_funnel.mean_minimum_combined_violation,termination_rates.win_rate,termination_rates.loss_rate,termination_rates.draw_rate,termination_rates.boundary_rate,termination_rates.max_steps_rate,termination_rates.collision_rate,tracking_absolute_errors.acceleration.mae,tracking_absolute_errors.acceleration.median,tracking_absolute_errors.acceleration.p95,tracking_absolute_errors.acceleration.max,tracking_absolute_errors.pitch_rate.mae,tracking_absolute_errors.pitch_rate.median,tracking_absolute_errors.pitch_rate.p95,tracking_absolute_errors.pitch_rate.max,tracking_absolute_errors.yaw_rate.mae,tracking_absolute_errors.yaw_rate.median,tracking_absolute_errors.yaw_rate.p95,tracking_absolute_errors.yaw_rate.max,action_yaw_mean,action_yaw_std,action_yaw_min,action_yaw_max,action_pitch_mean,action_pitch_std,action_pitch_min,action_pitch_max,action_speed_mean,action_speed_std,action_speed_min,action_speed_max
300,48301,0.11333333333333333,False,-0.009730647398604584,-0.038094449390281775,0.0,0.0019332933065567962,0.0,-0.045891803482330226,-0.39938961826182856,-0.05387759215293167,24.307687816184007,-0.39938961826182856,-0.05387759215293167,24.307687816184007,-0.39938961826182856,-0.05387759215293167,12.153843908092004,-0.06788205546678777,-0.05158316059379933,5.018930676624757,-0.02154630874450466,-0.04340782064411673,5.018930676624757,0.06781306403072714,0.6272552810346291,0.38358316883660504,0.7338771454007164,0.11105360137471273,0.5422455021635163,0.0,0.8514523508830045,0.0,1.0,0.7966666666666666,0.99,0.73,0.5466666666666666,0.5266666666666666,0.3333333333333333,0.11333333333333333,1.0,0.11333333333333333,177.2509747153199,0.0001845292110203182,0.3193394171052892,0.5031015737409578,0.11333333333333333,0.8833333333333333,0.0033333333333333335,0.6133333333333333,0.0033333333333333335,0.0,9.11374278492078e-17,0.0,4.440892098500626e-16,1.7763568394002505e-15,0.03896847734632623,0.014654114155923244,0.13081240549703738,0.21384406122414096,0.14723379876558904,0.18068584731464393,0.23239045245085282,0.25894110753313526,-0.127129704398552,0.5539938068820622,-0.9890650510787964,0.860012948513031,-0.3232156673674945,0.311653837025104,-0.9024469256401062,0.5326433181762695,0.8810446192603653,0.1268196866584631,0.01834077015519142,0.9747517704963684
