update,env_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,advantage_mean,advantage_std,alive_actor_sample_fraction,env_steps_per_second,environment_step_seconds,policy_inference_seconds,ppo_update_seconds,evaluation_seconds,mean_rollout_tactical_reward,mean_rollout_safety_penalty,mean_rollout_event_terminal_reward,completed_episodes,red_complete_elimination_success_rate,blue_complete_elimination_success_rate,environment_red_outcome_rate,environment_blue_outcome_rate,draw_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
1286,2633728,0.0020580497104674576,0.19996343180537224,7.03070379892985,0.005885868771777799,0.012076822916666667,0.15881941119829815,0.3992782533168793,0.5364112257957458,1.0,391.5043500379381,4606.370180683807,602.4840276382965,161.84035621488147,1218.4136170690108,-5.378115301748039,nan,nan,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-5.378115301748039
1287,2635776,0.0028473378450144084,2.1099623322486876,7.027103821436564,0.16779834640910848,0.02822082578204572,0.16936502655347188,0.23517796397209167,1.5042150020599365,0.9921875,391.5231043195277,4610.501125514886,603.0109299233227,161.96255898987874,1218.4136170690108,-9.914520039348645,nan,nan,5,0.0,0.0,0.0,0.0,1.0,0.0,0.2,2.8,3.0,0.0,0.0,1.0,600.0,-9.914520039348645
1288,2637824,-0.002204287095325223,2.8274404406547546,7.027676089604696,0.011104179860558361,0.06223697716680666,0.13760820950071018,-0.02134758234024048,1.7092688083648682,0.9967447916666666,391.5424625805862,4614.655606110828,603.4906514803224,162.09800929087942,1218.4136170690108,-15.67776910475368,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6666666666666665,2.3333333333333335,0.3333333333333333,0.0,1.0,600.0,-15.67776910475368
1289,2639872,-0.001927848218474537,5.350878620147705,7.0304189364115395,0.18038058538610738,0.03067042970408996,0.13220263520876566,-0.16111791133880615,2.3806676864624023,0.97314453125,391.5611847653869,4618.839186536767,603.9666837433251,162.22143624187447,1218.4136170690108,-13.543089818539102,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,2.5,0.25,0.0,1.0,600.0,-13.543089818539102
1290,2641920,0.005470950590097346,0.08308428823947907,7.03114816347758,0.018425882801723976,0.01888510895660147,0.1662654881676038,0.19420410692691803,0.2856212258338928,0.9583333333333334,391.5732463414094,4623.094143862705,604.4791250314156,162.34688024687784,1218.4136170690108,-5.320195016560319,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-5.320195016560319
1291,2643968,0.00026030510586375993,5.301074910163879,7.026485268274943,0.007394861814100295,0.0469029318386068,0.16089330961306889,-0.15005141496658325,2.0961716175079346,0.9431966145833334,391.6095308247491,4626.981189000639,604.9608726723454,162.4650323878741,1218.4136170690108,-60.829398178553674,nan,nan,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,600.0,-60.829398178553674
1292,2646016,-0.0002469484713704636,1.28548823595047,7.029469776153564,0.034825855349966635,0.03433637459141513,0.13748388042052587,-0.012658699415624142,1.1931971311569214,0.9794921875,391.61837347085486,4631.308843358653,605.4444840753713,162.60243576887297,1218.4136170690108,-12.493337268904574,nan,nan,6,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,3.0,0.0,0.0,1.0,600.0,-12.493337268904574
1293,2648064,-0.0019466786276704322,23.937165451049804,7.034938859939575,0.007237446839765956,0.02910341867245734,0.16275983800490698,-1.0434703826904297,4.690223217010498,0.9537760416666666,391.64151437194926,4635.464869219788,605.872240030294,162.7357898008704,1218.4136170690108,-58.9384171890415,nan,nan,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.5,3.0,1.5,0.0,0.5,509.5,-58.9384171890415
1294,2650112,-0.0016655027570474583,25.84766502380371,7.037163782119751,0.016671913804020732,0.024107491488878925,0.15328420127431552,-0.7937354445457458,4.9874677658081055,0.8885091145833334,391.68345185556274,4639.250655223797,606.3468777613525,162.85746574087534,1218.4136170690108,-70.91411092900671,nan,nan,4,0.0,0.0,0.0,0.25,0.75,0.0,0.0,1.0,3.0,2.0,0.0,0.75,565.25,-70.91411092900671
1295,2652160,-0.0028501630755878673,14.345473194122315,7.033479022979736,0.029902779462281613,0.026726139755919576,0.16243637229005495,-0.4490005075931549,3.5297999382019043,0.8772786458333334,391.72331509991307,4643.087370129739,606.8019494663386,162.99146473587462,1218.4136170690108,-60.65294709405589,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.6666666666666666,597.3333333333334,-60.65294709405589
1296,2654208,-0.002131070336326957,5.409661102294922,7.036434523264567,0.01889692428521812,0.04362435575264196,0.15183555732170742,0.07207899540662766,2.2380211353302,0.88623046875,391.73879167222725,4647.322402833808,607.2533686073148,163.14277341987327,1218.4136170690108,-26.581655972994668,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.25,2.25,2.5,0.5,0.0,1.0,600.0,-26.581655972994668
1297,2656256,0.002702642270984749,5.793079137802124,7.040293327967325,0.02926383609107385,0.04033820200711489,0.15536252657572427,0.718425452709198,2.3771181106567383,0.9254557291666666,391.7581586118546,4651.464178952847,607.7516430773248,163.2672751238715,1218.4136170690108,-34.38899548647654,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.0,3.0,0.6666666666666666,0.0,1.0,600.0,-34.38899548647654
1298,2658304,-0.0007569063260840873,21.66350326538086,7.038269742329915,0.013786227438443651,0.028380195191130043,0.14117361083626748,-0.5636458992958069,3.8850650787353516,0.9440104166666666,391.78674162374296,4655.465501654828,608.2278466643256,163.3958977118673,1218.4136170690108,-53.12004603432265,nan,nan,5,0.0,0.0,0.0,0.4,0.6,0.0,0.2,1.6,3.0,1.2,0.0,0.6,566.2,-53.12004603432265
1299,2660352,-0.0017899325272689264,19.896146392822267,7.040522527694702,0.02431296372281698,0.03157978739279012,0.15331397876143454,-0.11006739735603333,4.077278137207031,0.92529296875,391.82109860018625,4659.408309623883,608.6643993812322,163.52702097886504,1218.4136170690108,-61.40190786990752,nan,nan,4,0.0,0.0,0.0,0.25,0.75,0.0,0.25,1.25,2.5,1.5,0.0,0.75,574.0,-61.40190786990752
1300,2662400,0.0038275529727494965,8.566889715194701,7.046055889129638,0.025177462732729812,0.015702447885026536,0.12947604780395824,0.4000348746776581,2.8028404712677,0.90478515625,391.8490642366792,4663.42795435591,609.1360147561863,163.65874243386497,1218.4136170690108,-16.485368990764982,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2.5,2.0,0.0,0.0,1.0,600.0,-16.485368990764982
1301,2664448,0.0013821599241055083,6.9863276243209835,7.047070042292277,0.02420458455453627,0.01152778712566942,0.14559285752475262,0.3878009021282196,2.6738064289093018,0.9716796875,391.87247897684745,4667.518505757907,609.6424307101333,163.76540884486167,1218.4136170690108,-19.95810110204972,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,2.3333333333333335,3.0,0.0,0.0,1.0,600.0,-19.95810110204972
1302,2666496,-0.002272479831784343,4.115405917167664,7.0455273946126304,0.008438243996351957,0.04129858893963198,0.12635826418797175,0.1290806531906128,1.7610034942626953,0.93798828125,391.89337955255587,4671.687473415943,610.096194620055,163.89240582985803,1218.4136170690108,-26.459277942736662,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3333333333333335,3.0,0.6666666666666666,0.0,1.0,600.0,-26.459277942736662
1303,2668544,-0.0003884516384763022,4.619358777999878,7.043888934453329,0.009013456657218437,0.01625397764146328,0.137214678277572,0.20480592548847198,2.291299819946289,0.9539388020833334,391.91586129074244,4675.816930254012,610.5527362150315,164.01928489885904,1218.4136170690108,-24.785403591737122,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2.25,3.0,0.25,0.0,1.0,600.0,-24.785403591737122
1304,2670592,0.002921618794789538,15.040943813323974,7.047028621037801,0.016659102365762617,0.031269333170106016,0.15731068601210912,-0.554513692855835,3.721111536026001,0.9080403645833334,391.94529322087277,4679.838992941004,611.0023426000334,164.13508301785623,1218.4136170690108,-41.13124770629711,nan,nan,5,0.0,0.0,0.0,0.2,0.8,0.0,0.6,1.8,3.0,0.6,0.0,0.8,570.6,-41.13124770629711
1305,2672640,0.013199516498328496,14.168508052825928,7.0490708192189535,0.026613217109115794,0.047408430542175965,0.2276830511788527,-0.7431365847587585,3.468294382095337,0.9093424479166666,391.9688156778826,4683.911173694985,611.4894179739786,164.2702804058572,1218.4136170690108,-65.4465877537247,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,3.0,1.3333333333333333,0.0,0.6666666666666666,557.0,-65.4465877537247
1306,2674688,-0.0002930068498244509,22.65464057922363,7.045071744918824,0.0332835409247006,0.045152295660227534,0.15819062888622284,-0.49671366810798645,4.24214506149292,0.9443359375,391.9950306291191,4687.944093604987,611.9682658359307,164.41109500885796,1218.4136170690108,-82.33090204969653,nan,nan,4,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.75,2.5,2.25,0.0,0.5,545.25,-82.33090204969653
1307,2676736,0.029355272830677372,8.33504090309143,7.043950049082438,0.5970197801633428,0.15212781871668996,0.357628167172273,0.322115421295166,2.8518142700195312,0.9775390625,392.03496270079216,4691.790300073975,612.4117417299203,164.53213352085731,1218.4136170690108,-37.28929219393365,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,600.0,-37.28929219393365
1308,2678784,0.010296984791057184,3.7411412239074706,7.047638861338298,0.03330755859108952,0.05705081974156201,0.2642091169953346,0.11958242207765579,2.0199921131134033,0.9532877604166666,392.1062803416231,4695.087503059003,612.854692662957,164.6523531918574,1218.4136170690108,-16.23237104215832,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2.5,2.0,0.0,0.0,1.0,600.0,-16.23237104215832
1309,2680832,-0.0005647021146918026,14.095742130279541,7.04990832010905,0.011412289076542948,0.0314298758826529,0.14897361944119136,0.30789780616760254,3.7302231788635254,0.9454752604166666,392.17638501607126,4698.419318875924,613.2779382559675,164.78051966985367,1218.4136170690108,-21.643803287963237,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2.5,0.5,0.0,1.0,600.0,-21.643803287963237
1310,2682880,0.0015223461804756274,15.157599544525146,7.052964655558268,0.01894831857061945,0.016827626681576172,0.12433247491717339,0.671920120716095,3.597805976867676,0.9287109375,392.25924447494714,4701.545856172954,613.686079227984,164.91305772185297,1218.4136170690108,-63.31551055420399,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,0.6666666666666666,565.3333333333334,-63.31551055420399
1311,2684928,0.009155345964245498,6.874491405487061,7.0489997386932375,0.0648616446298547,0.057119802680487435,0.21514596318205198,0.48465999960899353,2.625795602798462,0.9817708333333334,392.3039693904181,4705.268244648949,614.1549439940136,165.03700456485967,1218.4136170690108,-22.34079272908275,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,1.0,0.5,0.0,1.0,600.0,-22.34079272908275
1312,2686976,0.0005956469181304176,1.713561773300171,7.038677740097046,0.006323774756553272,0.007724050587664048,0.12155649363994599,0.11383124440908432,1.354886531829834,0.9903971354166666,392.3314953242589,4709.255465570022,614.6470010520279,165.17029636485677,1218.4136170690108,-5.509139593098856,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.3333333333333335,0.0,0.0,1.0,600.0,-5.509139593098856
1313,2689024,-0.0018174581792360792,7.178096675872803,7.038210042317709,0.01278493435238488,0.03634326511528343,0.13731654857595763,-0.07841727137565613,2.7258846759796143,0.9208984375,392.3751552981342,4712.998302481021,615.0907106360391,165.30415215885296,1218.4136170690108,-14.165424697424669,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,3.0,0.0,0.0,1.0,600.0,-14.165424697424669
1314,2691072,0.0005234269270052512,4.455328345298767,7.042514403661092,0.03446903387860705,0.07445696190310021,0.15632474062343438,-0.11690755933523178,1.9158445596694946,0.9737955729166666,392.4394921823394,4716.382800148953,615.5547050429886,165.4281165378561,1218.4136170690108,-36.83447737191784,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,1.75,2.0,0.5,0.0,1.0,600.0,-36.83447737191784
1315,2693120,0.01636882846869412,14.989479160308838,7.040206893285116,0.0580587886661912,0.07813176780473441,0.28766693199674287,-0.5346152186393738,3.28963303565979,0.9641927083333334,392.4915493832774,4719.969589329965,616.0223920419958,165.55881663285982,1218.4136170690108,-48.63389611453871,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,0.0,0.6666666666666666,588.6666666666666,-48.63389611453871
1316,2695168,0.0028164477087557318,0.6059028834104538,7.034213876724243,0.01922547461387391,0.022688802083333334,0.15655230407913526,0.2269231379032135,0.6110163331031799,1.0,392.52799715520285,4723.881653193974,616.4498467390222,165.68236769585928,1218.4136170690108,-5.512210187898745,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.5,0.0,0.0,1.0,600.0,-5.512210187898745
1317,2697216,0.004020524288838108,0.25796217918395997,7.028439442316691,0.11235222242151698,0.01728515625,0.1391612117489179,0.3317321538925171,0.5369833707809448,1.0,392.5540665774972,4727.960219451925,616.896039427993,165.80167749385873,1218.4136170690108,-6.5868091612731705,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.3333333333333335,0.0,0.0,1.0,600.0,-6.5868091612731705
1318,2699264,0.028905995584015423,12.189926242828369,7.023995685577392,0.015729345951694996,0.02151118890227129,0.3356890211502711,-0.1838369220495224,3.5897443294525146,0.95654296875,392.58757765767047,4731.87213298797,617.3710186809767,165.91992977085465,1218.4136170690108,-5.734466497924586,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.3333333333333335,0.0,0.0,1.0,600.0,-5.734466497924586
1319,2701312,-0.0021163167951423626,4.092480754852295,7.024371401468913,0.013941991627992442,0.030417816965685535,0.1277598962187767,-0.18990658223628998,2.077744245529175,0.880859375,392.6593603901378,4735.183329882922,617.7916454690203,166.03180968985544,1218.4136170690108,-16.281248065350383,nan,nan,60,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,2.2333333333333334,0.7166666666666667,2.783333333333333,0.0,nan,0.4,372.3666666666667,nan
1320,2703360,-0.0020455458395493525,6.744014549255371,7.030977121988932,0.027832173781159025,0.017314639509034654,0.12344720549881458,0.13332630693912506,1.8701523542404175,0.9568684895833334,390.1255193863571,4739.208557590886,618.317228448017,166.15554721785156,1263.53723350801,-55.46529585308357,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,1.0,3.0,0.0,0.6666666666666666,0.6666666666666666,578.6666666666666,-55.46529585308357
1321,2705408,0.0005869114305824041,0.17416316419839858,7.035782464345297,0.01015117546194233,0.011393229166666666,0.1213852678736051,0.22514083981513977,0.3893465995788574,1.0,390.1468165964827,4743.294495549839,618.8380556900374,166.28961647685355,1263.53723350801,-6.385229662067559,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,600.0,-6.385229662067559
1322,2707456,-0.001881796810873008,2.0394159078598024,7.036231327056885,0.01129041100696971,0.04409617530182004,0.11945308906336626,0.3195507526397705,1.4760380983352661,0.9959309895833334,390.17270326072384,4747.329778566789,619.3418558061021,166.4164230678507,1263.53723350801,-12.868916637613438,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,2.3333333333333335,0.0,0.0,1.0,600.0,-12.868916637613438
1323,2709504,0.008939130043533321,3.6504603385925294,7.031550772984823,0.16528978721859555,0.023680281289853156,0.21728640422224998,0.30068108439445496,1.9919878244400024,0.9952799479166666,390.2140090696243,4751.167207529754,619.7910741390733,166.52619710484578,1263.53723350801,-11.742206219191303,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.25,2.75,3.0,0.0,0.0,1.0,600.0,-11.742206219191303
1324,2711552,-0.0005732456881863376,8.187224864959717,7.02337539990743,0.007292646879795939,0.019488160498440266,0.14208206261197726,-0.21257524192333221,2.911259651184082,0.92724609375,390.2394808350989,4755.251144291724,620.2464199440656,166.65723039084696,1263.53723350801,-29.10365265991345,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,2.0,2.5,0.25,0.0,1.0,600.0,-29.10365265991345
1325,2713600,-0.0025202372681330113,8.632055473327636,7.024844773610433,0.012996291951276362,0.05533945308998227,0.12499936657647291,-0.040794797241687775,2.37801456451416,0.9532877604166666,390.2622091659087,4759.403567499765,620.6995769450587,166.77668853785144,1263.53723350801,-39.022381367610556,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,2.0,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,553.6666666666666,-39.022381367610556
1326,2715648,0.0025207715729872386,0.32716462910175326,7.031485525767009,0.01057036057075796,0.012853930393854776,0.1503783017396927,0.5922574400901794,0.5912133455276489,0.9952799479166666,390.2871370371098,4763.46833573177,621.1609109851051,166.9322150508524,1263.53723350801,-12.698058800112145,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,3.0,0.0,0.0,1.0,600.0,-12.698058800112145
1327,2717696,-0.002109192583399514,5.941241502761841,7.034923680623373,0.011462385350993524,0.017846761690452694,0.12538310314218204,-0.005691473372280598,2.444603204727173,0.9869791666666666,390.34788608226313,4766.902705371787,621.6480695421051,167.0469122638533,1263.53723350801,-13.592033134889789,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,3.0,0.0,0.0,1.0,600.0,-13.592033134889789
1328,2719744,-0.0004520786926150322,3.541379117965698,7.038622283935547,0.004536452903994359,0.006514825846534222,0.12568820938467978,0.007128865923732519,1.958884596824646,0.94921875,390.4185561288286,4770.204855154683,622.0991202840887,167.15863997985434,1263.53723350801,-15.783075171329983,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2.5,2.0,0.0,0.0,1.0,600.0,-15.783075171329983
1329,2721792,-0.00019079456105828286,4.977766847610473,7.041068903605143,0.03742859700772291,0.02493693324116369,0.13531805326541266,-0.004280964378267527,2.2987680435180664,0.9842122395833334,390.4528565920523,4774.112649989664,622.572845242008,167.2831752338534,1263.53723350801,-23.16228687726986,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,0.0,1.0,600.0,-23.16228687726986
1330,2723840,0.0026212640688754616,25.229434204101562,7.039262962341309,0.008713706833077595,0.02193437299768751,0.15782462631662686,-0.7729458212852478,4.534494400024414,0.9529622395833334,390.4996459106468,4777.87369464869,622.9802289610161,167.40773009585246,1263.53723350801,-39.53184611497854,nan,nan,5,0.0,0.0,0.0,0.2,0.8,0.0,0.0,2.0,2.2,1.0,0.0,0.8,587.4,-39.53184611497854
1331,2725888,-0.00044221425972258054,9.795484924316407,7.040712865193685,0.2965564370407568,0.006437422335147857,0.14266579498847326,-0.12947434186935425,2.9519264698028564,0.8649088541666666,390.5912244030563,4780.812698050708,623.4083731870196,167.53828769785468,1263.53723350801,-44.10907937794491,nan,nan,4,0.0,0.0,0.0,0.25,0.75,0.0,0.25,1.75,2.25,0.75,0.25,0.75,551.0,-44.10907937794491
1332,2727936,-0.0009176057462658112,9.52449688911438,7.045385901133219,0.008167836952876921,0.022523770590002337,0.12295247813065847,0.4049069881439209,2.3632078170776367,0.9523111979166666,390.63313271559645,4784.628857031617,623.8571896179637,167.65474569185608,1263.53723350801,-39.59395456953886,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,577.3333333333334,-39.59395456953886
1333,2729984,-0.0004521704240081211,1.6079717040061952,7.044447644551595,0.00714636030800951,0.008244368270970881,0.12807472397883732,0.14435574412345886,1.287599802017212,0.9791666666666666,390.651861527835,4788.8017218306195,624.3015864690242,167.79211238685093,1263.53723350801,-16.591038419514007,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2.5,2.0,0.0,0.0,1.0,600.0,-16.591038419514007
1334,2732032,0.0005014843462655942,1.57894669175148,7.0506778399149574,0.009974376182071865,0.021602159063331784,0.11714318518837293,0.20076842606067657,1.3044406175613403,0.974609375,390.69294989601275,4792.6369516497,624.7316853189695,167.90992301485676,1263.53723350801,-5.688522149779601,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-5.688522149779601
1335,2734080,-0.001682155899470672,3.8830544710159303,7.060480610529582,0.03270848949517434,0.01894878763705492,0.11891288757324218,-0.04858965426683426,2.0486109256744385,0.9685872395833334,390.73961807093025,4796.379433411617,625.1469437710475,168.03544796185452,1263.53723350801,-16.207825843031515,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2.5,2.5,0.0,0.0,1.0,600.0,-16.207825843031515
1336,2736128,-0.003046576807779881,19.045484828948975,7.067944892247518,0.011450746500243743,0.030728951344887415,0.1226578675210476,-0.4844098389148712,4.002234935760498,0.9353841145833334,390.77745828051394,4800.252092287672,625.579273033065,168.15825736285478,1263.53723350801,-22.90701799152157,nan,nan,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,2.3333333333333335,1.5,0.0,0.5,0.6666666666666666,472.0,-22.90701799152157
1337,2738176,0.0010690825971929978,15.39542360305786,7.071443955103557,0.011771513592490616,0.04952075209779044,0.15469006523489953,-0.3288157284259796,3.1392250061035156,0.9833984375,390.80998125504095,4804.247121297703,626.0170056350471,168.26278921485937,1263.53723350801,-46.385030513588696,nan,nan,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,570.0,-46.385030513588696
1338,2740224,-0.0006097078400974473,6.595434904098511,7.066307338078817,0.015382102651832005,0.010111891416211922,0.1333641397456328,0.28546395897865295,1.6212016344070435,0.9814453125,390.84892062253726,4808.112325807706,626.4598571549941,168.38068300085433,1263.53723350801,-44.10863768346326,nan,nan,2,0.0,0.5,0.0,0.5,0.5,0.0,1.5,1.5,3.0,0.0,0.0,0.5,550.5,-44.10863768346326
1339,2742272,0.0057354991634686785,0.27745305746793747,7.06355684598287,0.08075286950528,0.025130208333333334,0.13261706282695135,0.4158029556274414,0.4895932674407959,1.0,390.87380138761847,4812.230479229751,626.8848451900267,168.50212866285437,1263.53723350801,-5.507974577366743,nan,nan,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.3333333333333335,0.0,0.0,1.0,600.0,-5.507974577366743
1340,2744320,0.0036445560244222483,0.08154133558273316,7.060966730117798,0.016384736844338478,0.01591796875,0.13786023780703544,0.3061350882053375,0.23500914871692657,1.0,390.89923768392,4816.346030275803,627.3181974660693,168.6226336258551,1263.53723350801,-5.34913537101238,nan,nan,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,600.0,-5.34913537101238
1341,2746368,0.0008857499085327921,1.6871692061424255,7.062521775563558,0.011879398483627786,0.012012980148817102,0.12435565615693728,0.06767141073942184,1.3371437788009644,0.9812825520833334,390.93240263673556,4820.316491289748,627.7384774879465,168.74440230785694,1263.53723350801,-9.906646199019633,nan,nan,5,0.0,0.0,0.0,0.0,1.0,0.0,0.2,2.8,3.0,0.0,0.0,1.0,600.0,-9.906646199019633
1342,2748416,0.007279607560485601,0.14122021868824958,7.066787052154541,0.02954309144988656,0.023372395833333334,0.15948364312450092,0.18219153583049774,0.3758789598941803,1.0,390.96920200940957,4824.218714489776,628.1731440189687,168.86769322685723,1263.53723350801,-5.636012186213823,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.3333333333333335,0.0,0.0,1.0,600.0,-5.636012186213823
1343,2750464,0.007492552388187809,9.587760639190673,7.06393616994222,0.019680481277949486,0.028960304567590356,0.17416682442029316,-0.7719852328300476,3.0022668838500977,0.9620768229166666,391.00440954180294,4828.157483663796,628.588033890941,168.99145464185858,1263.53723350801,-26.098486460669847,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,600.0,-26.098486460669847
1344,2752512,-0.0009437204707258691,4.320987868309021,7.056948343912761,0.010511894980057453,0.02004865960528453,0.14788968116044998,-0.12810969352722168,2.1909537315368652,0.9298502604166666,391.0334375028245,4832.192440054816,629.025025303883,169.11780995586014,1263.53723350801,-12.401186439359057,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,2.3333333333333335,0.0,0.0,1.0,600.0,-12.401186439359057
1345,2754560,0.0028678859661643704,0.573728159070015,7.0517772197723385,0.017302818840835243,0.014514552739759287,0.14083220387498538,0.41232508420944214,0.7377632856369019,0.9195963541666666,391.0720493181084,4836.061206054786,629.4616277028836,169.23824519386108,1263.53723350801,-18.089897273750466,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2.5,0.0,0.5,1.0,600.0,-18.089897273750466
1346,2756608,-0.0007943776707785825,1.7906633257865905,7.050595204035441,0.006576288852375001,0.022972032645096382,0.12620434959729512,0.066474050283432,1.3956488370895386,0.9514973958333334,391.10040730515715,4840.107669274927,629.8899203608817,169.362274507861,1263.53723350801,-13.150826468272527,nan,nan,6,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,2.6666666666666665,2.1666666666666665,0.0,0.16666666666666666,1.0,600.0,-13.150826468272527
1347,2758656,0.0018491883606960376,0.05987648330628872,7.05515276590983,0.007865571541090806,0.0087890625,0.12882175346215566,0.20007792115211487,0.22285906970500946,1.0,391.1448603341554,4843.8657037239755,630.3385263048549,169.47714651385468,1263.53723350801,-5.317313857347472,nan,nan,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-5.317313857347472
1348,2760704,-0.0015715954689464221,4.201580834388733,7.058678658803304,0.024938093713717534,0.027517105592414735,0.127149806295832,-0.23913860321044922,2.109356641769409,0.95458984375,391.21308676070197,4847.238237498976,630.7404757288023,169.58481770585786,1263.53723350801,-5.393360662690247,nan,nan,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.6,0.0,0.0,1.0,600.0,-5.393360662690247
1349,2762752,0.014797488875531901,0.1416417181491852,7.060920715332031,0.041027169503892465,0.05824556696073462,0.23348747591177624,0.18319480121135712,0.3316229581832886,0.9510091145833334,391.2631320243449,4850.876981241854,631.2021689717731,169.69957702085958,1263.53723350801,-12.495400210990132,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,1.6666666666666667,0.0,0.0,1.0,600.0,-12.495400210990132
