update,env_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,advantage_mean,advantage_std,alive_actor_sample_fraction,env_steps_per_second,environment_step_seconds,policy_inference_seconds,ppo_update_seconds,evaluation_seconds,mean_rollout_tactical_reward,mean_rollout_safety_penalty,mean_rollout_event_terminal_reward,completed_episodes,red_complete_elimination_success_rate,blue_complete_elimination_success_rate,environment_red_outcome_rate,environment_blue_outcome_rate,draw_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
21,43008,-0.004857247578911483,101.30057678222656,2.8387430985768636,0.005506590797266347,0.06624326523160562,0.2898168171445529,-2.4391589164733887,8.737093925476074,0.8681640625,363.3019622082436,84.33298989423929,12.130919861061557,3.2608339189901017,16.400242114999855,-104.23855274109575,nan,nan,7,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,2.4285714285714284,2.2857142857142856,0.0,0.0,354.7142857142857,-104.23855274109575
22,45056,-0.0024972325617757937,81.71358871459961,2.8474231163660684,0.0030520254489525334,0.025238800642546265,0.2561692362030347,-1.3719944953918457,8.155842781066895,0.9189453125,366.1854995401146,88.1047351293164,12.747165824097465,3.428023187989311,16.400242114999855,-96.00810307227948,nan,nan,6,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.5,0.0,2.3333333333333335,1.5,0.0,0.0,312.3333333333333,-96.00810307227948
23,47104,-0.0029261234294002255,77.67688217163087,2.8545432726542157,0.0033411063480011218,0.033018605100611845,0.2498192270596822,-1.1237893104553223,8.358201026916504,0.8831380208333334,369.13120722753087,91.85716141339799,13.312861789068847,3.5784268159841304,16.400242114999855,-96.05040882370523,nan,nan,5,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.2,1.8,2.2,0.0,0.2,374.0,-96.05040882370523
24,49152,-0.0034094944635095696,76.97980194091797,2.859217143058777,0.004115429768490648,0.04521769184308747,0.2545137340823809,-1.1152658462524414,7.315314292907715,0.9278971354166666,371.66617202326,95.75180475449451,13.826438734060503,3.7087173009858816,16.400242114999855,-103.95636740095733,nan,nan,7,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,2.142857142857143,2.2857142857142856,0.0,0.0,323.85714285714283,-103.95636740095733
25,51200,-0.003517871400496612,93.88949584960938,2.867237750689189,0.00549652205869206,0.06706548335496336,0.32060210158427555,-2.377460479736328,9.248658180236816,0.80517578125,374.2771485099708,99.49044335255167,14.41124181412306,3.837576215984882,16.400242114999855,-102.06279106160909,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,1.6,2.0,0.2,0.0,307.8,-102.06279106160909
26,53248,-0.0030323082542357345,79.58315353393554,2.879401437441508,0.0033749646353926116,0.03580616937639813,0.2711611226201057,-1.0026146173477173,7.948246955871582,0.8601888020833334,376.646933935657,103.25706426656689,14.96823265418061,3.985313438985031,16.400242114999855,-99.71581161470385,nan,nan,8,0.0,0.125,0.0,1.0,0.0,0.0,1.0,0.0,1.875,1.75,0.25,0.0,343.75,-99.71581161470385
27,55296,-0.004264320679067168,115.6551124572754,2.8889557758967084,0.004230778877049638,0.04414769477055718,0.2678473725914955,-2.6597745418548584,9.923834800720215,0.8819986979166666,379.0724107188877,106.93965770052455,15.546930902150052,4.113865002989769,16.400242114999855,-108.9330155647087,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,2.2,2.8,0.0,0.0,293.6,-108.9330155647087
28,57344,-0.003702145341473321,57.20856819152832,2.8977753162384032,0.0033492874395639307,0.032873689709231255,0.2826307435830434,-0.6767500042915344,7.2525482177734375,0.7906901041666666,381.54027136408035,110.57564960746822,16.099335620107013,4.249692120989494,16.400242114999855,-93.60620130821663,nan,nan,5,0.0,0.4,0.0,1.0,0.0,0.0,1.6,0.0,1.6,1.2,0.2,0.0,285.6,-93.60620130821663
29,59392,-0.005688498289479564,78.42813262939453,2.9041724522908527,0.005924740340776793,0.07067428997640188,0.290407195687294,-1.2825300693511963,7.937900066375732,0.8802083333333334,382.52811464126114,114.70250630347437,16.700595543181407,4.380233428993961,16.400242114999855,-103.50128344770668,nan,nan,7,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,2.142857142857143,2.7142857142857144,0.0,0.14285714285714285,400.14285714285717,-103.50128344770668
30,61440,-0.003293591180893903,63.99866485595703,2.910562610626221,0.0037396974021679224,0.03650135387433693,0.27637460132439934,-0.7683241367340088,7.165438652038574,0.9070638020833334,383.2995927612609,119.02034583541536,17.188138951154542,4.5066719469905365,16.400242114999855,-102.01577063597287,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,2.8,2.0,0.2,0.0,287.6,-102.01577063597287
31,63488,-0.0033214140217751264,79.77093124389648,2.9145384550094606,0.003343998843343293,0.030318094813264907,0.287833604713281,-1.79032564163208,8.030208587646484,0.8240559895833334,384.2904453495588,123.02574793044914,17.826769328152295,4.664665418989898,16.400242114999855,-99.5450667692993,nan,nan,8,0.0,0.0,0.0,1.0,0.0,0.0,1.125,0.0,2.125,1.75,0.125,0.0,402.625,-99.5450667692993
32,65536,-0.0029394180610931167,92.67522964477538,2.918088928858439,0.0035430293965203158,0.03291586876536409,0.27495592534542085,-2.2222795486450195,8.872635841369629,0.8663736979166666,385.32337458255245,126.9872507714681,18.464468185084115,4.829124825992039,16.400242114999855,-102.53756150720749,nan,nan,7,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.8571428571428571,0.0,2.4285714285714284,2.142857142857143,0.0,0.0,307.0,-102.53756150720749
33,67584,-0.005660228772709767,114.21468963623047,2.92454358736674,0.0051097541962954835,0.06239550616592169,0.24956025083859762,-1.4343864917755127,9.622117042541504,0.947265625,386.83363684469015,130.79344808238966,19.039458293067582,4.969567993990495,16.400242114999855,-104.54469473892355,nan,nan,7,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.0,2.0,2.2857142857142856,0.14285714285714285,0.0,283.57142857142856,-104.54469473892355
34,69632,-0.0017613058832163613,80.55251770019531,2.932704480489095,0.0027795867830825048,0.020277458095612624,0.24450653766592342,-1.1255052089691162,8.29262638092041,0.9376627604166666,387.8967619391175,134.66829832241638,19.734607011050684,5.098246913992625,16.400242114999855,-101.84650812539913,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,1.6,2.0,0.2,0.0,284.8,-101.84650812539913
35,71680,-0.004086229569899539,76.28912200927735,2.936444886525472,0.003956231034551687,0.039489369300038865,0.28769342551628746,-0.9970211386680603,7.787304878234863,0.9143880208333334,388.9904594345796,138.65205946340575,20.273983956976735,5.2289392549937475,16.400242114999855,-102.69035184080015,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.0,2.0,2.1666666666666665,0.0,0.0,305.6666666666667,-102.69035184080015
36,73728,-0.0019022770148391524,95.03570404052735,2.94250803788503,0.0024962485531015346,0.022289260154745232,0.2755065903067589,-2.0920777320861816,8.925708770751953,0.88525390625,389.8952992803456,142.7774601243218,20.741157225966163,5.359428611998737,16.400242114999855,-103.42624817070671,nan,nan,7,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,1.8571428571428572,2.7142857142857144,0.0,0.14285714285714285,345.2857142857143,-103.42624817070671
37,75776,-0.0018519057775847614,101.3952850341797,2.9459911425908407,0.003734623235143171,0.035702947127477576,0.30834182699521384,-2.3767507076263428,9.423397064208984,0.8709309895833334,391.0599469000336,146.70247581231524,21.25863655190915,5.48613798799488,16.400242114999855,-101.09331858572523,nan,nan,8,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.0,2.0,1.875,0.25,0.0,320.75,-101.09331858572523
38,77824,-0.0038473090001692376,117.37827835083007,2.9454837322235106,0.0045637377547532425,0.052316489870039125,0.317529296875,-2.4284145832061768,10.478874206542969,0.8404947916666666,392.38646454954807,150.51596310131572,21.74904377495841,5.634465997994994,16.400242114999855,-105.35087393259187,nan,nan,7,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.0,2.4285714285714284,2.2857142857142856,0.2857142857142857,0.0,321.14285714285717,-105.35087393259187
39,79872,-0.003284812047422747,51.938651657104494,2.9477569897969564,0.0032653291057552995,0.029669754121763012,0.23592985073725384,-0.05649459734559059,6.583206653594971,0.9689127604166666,393.5922131128536,154.34924606134882,22.293620674943668,5.754137982999964,16.400242114999855,-103.6236871060537,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,1.5,2.25,0.0,0.0,278.5,-103.6236871060537
40,81920,-0.004694538249835508,47.628857421875,2.958263810475667,0.005436907837094118,0.06779725522113343,0.2845984900991122,-0.1622980833053589,6.3210954666137695,0.8429361979166666,394.5722190346565,158.20915582534508,22.871212795944302,5.890567721005937,16.400242114999855,-98.55977019999894,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,1.1666666666666667,0.0,2.1666666666666665,1.6666666666666667,0.16666666666666666,0.0,322.3333333333333,-98.55977019999894
41,83968,-0.00307897531662699,53.68557929992676,2.966348131497701,0.0034106287147417924,0.0310712828921775,0.28321223457654315,-1.0011540651321411,6.974724292755127,0.8474934895833334,396.25193264235594,161.65164010423177,23.469735356884485,6.031385669004521,16.400242114999855,-94.19448945056622,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,2.3333333333333335,1.1666666666666667,0.3333333333333333,0.0,322.6666666666667,-94.19448945056622
42,86016,-0.003425826202146709,79.1799186706543,2.972298272450765,0.004147339691575147,0.046075140576188764,0.2949671919147174,-1.3878246545791626,8.55148983001709,0.8570963541666666,396.96101866304656,165.54075708523305,24.09939894092531,6.172147350007435,16.400242114999855,-99.2955410829054,nan,nan,8,0.0,0.0,0.0,1.0,0.0,0.0,1.125,0.0,1.625,1.75,0.125,0.0,347.75,-99.2955410829054
43,88064,-0.0029613194288685917,58.58410568237305,2.9708539962768556,0.004355046731907962,0.04592410959303379,0.2789126753807068,-1.4765918254852295,7.673077583312988,0.7903645833333334,398.7727658114581,168.860185147234,24.674106880978798,6.330114071002754,16.400242114999855,-97.0099676874137,nan,nan,5,0.0,0.2,0.0,1.0,0.0,0.0,1.2,0.0,2.2,1.4,0.4,0.0,322.6,-97.0099676874137
44,90112,-0.0035677056138714155,59.59055938720703,2.9749800682067873,0.0041437294134140145,0.046605553016221775,0.28866843034823736,-0.30246713757514954,7.158931255340576,0.9055989583333334,399.43322446373276,172.76340216716926,25.278422969982785,6.48707537700102,16.400242114999855,-94.4341657277475,nan,nan,6,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,1.8333333333333333,1.8333333333333333,0.16666666666666666,0.16666666666666666,348.5,-94.4341657277475
45,92160,-0.0024249784260367353,80.32646331787109,2.980767544110616,0.0037790158612327207,0.037364486476872114,0.267450675368309,-1.3282721042633057,8.184273719787598,0.9200846354166666,399.9971025643859,176.83493629417353,25.77026067506813,6.620766944004572,16.400242114999855,-94.71460576183615,nan,nan,7,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.42857142857142855,0.2857142857142857,1.1428571428571428,2.142857142857143,0.14285714285714285,0.0,284.85714285714283,-94.71460576183615
46,94208,-0.0035526689103183647,50.49656753540039,2.9848875602086387,0.003814649829480323,0.0375836212032785,0.2937462697426478,-1.2016135454177856,7.2510666847229,0.7727864583333334,401.3611961765638,180.27932035418053,26.359413491045416,6.801281557003676,16.400242114999855,-98.20292964991361,nan,nan,5,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,2.4,1.6,0.2,0.0,364.0,-98.20292964991361
47,96256,-0.005798056744970382,40.426824951171874,2.9958833614985148,0.004728122289364064,0.05276216315105557,0.28067913750807444,-0.7811018824577332,5.8331499099731445,0.86376953125,402.21080150053416,184.05495120312116,26.935588424050366,6.934947594003461,16.400242114999855,-94.28725841807318,nan,nan,7,0.0,0.0,0.0,1.0,0.0,0.0,1.4285714285714286,0.0,2.2857142857142856,1.1428571428571428,0.42857142857142855,0.0,341.7142857142857,-94.28725841807318
48,98304,-0.004112271297102173,37.35340042114258,3.002117395401001,0.0044724128459949055,0.05270575952405731,0.2939700484275818,-0.1527441143989563,5.796809673309326,0.8694661458333334,402.4453911051861,188.2215283020414,27.496301246035728,7.062831151000864,16.400242114999855,-95.7849600284923,nan,nan,3,0.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,329.3333333333333,-95.7849600284923
49,100352,-0.0034299449956354997,28.783756828308107,3.0026493708292645,0.004801898683244835,0.05433357783282797,0.36087194631497066,0.08572094887495041,5.135900497436523,0.8678385416666666,402.84201217503625,192.22614888702083,28.108190212093177,7.187902710000344,16.400242114999855,-83.49710025619387,nan,nan,60,0.0,0.0,0.0,0.6,0.4,0.0,2.9166666666666665,0.08333333333333333,3.0,0.0,nan,0.05,182.01666666666668,nan
50,102400,-0.00720102790898333,48.91093101501465,3.0036608934402467,0.0058088528723590155,0.07177343846609195,0.31154223531484604,-0.8455288410186768,6.662104606628418,0.8362630208333334,366.6832006806293,196.09144171893422,28.609407182171708,7.3290924899993115,41.90412042599928,-84.68258043404846,nan,nan,6,0.0,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,1.1666666666666667,0.3333333333333333,2.6666666666666665,1.5,0.0,0.3333333333333333,417.0,-84.68258043404846
51,104448,-0.004644409590400756,42.28028335571289,3.0100625197092694,0.004516249180599937,0.05437828824312116,0.2872759237885475,-1.0988668203353882,5.745302200317383,0.8966471354166666,366.25629411276844,200.61128987697884,29.478674044206855,7.515815679995285,41.90412042599928,-106.42665365500943,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.3333333333333333,2.5,0.0,0.0,347.1666666666667,-106.42665365500943
52,106496,-0.002406677898640434,61.709615325927736,3.014720892906189,0.004586512644277566,0.05217599710449576,0.3246336003144582,-2.5978291034698486,7.038183212280273,0.8902994791666666,366.76621786386056,204.94371041396516,30.081569994224992,7.6550064779949025,41.90412042599928,-103.87773930296771,nan,nan,4,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,2.0,2.25,0.0,0.0,391.0,-103.87773930296771
53,108544,-0.004105264517905501,48.12007865905762,3.0235357443491617,0.005253504639053537,0.06128519317135215,0.3352051084240278,-0.8002871870994568,5.7576704025268555,0.7745768229166666,368.4870393421629,208.43157430797146,30.552212397247786,7.79752010798984,41.90412042599928,-84.32904262185846,nan,nan,7,0.0,0.2857142857142857,0.0,0.8571428571428571,0.14285714285714285,0.0,1.8571428571428572,0.14285714285714285,2.4285714285714284,0.7142857142857143,0.2857142857142857,0.14285714285714285,414.85714285714283,-84.32904262185846
54,110592,-0.004939293413190171,67.36503562927246,3.031310860315959,0.005932754130904636,0.07662457854797443,0.32721607238054273,-2.4531302452087402,7.616726398468018,0.8494466145833334,369.6555473043222,212.2616312489772,31.07349569017242,7.941176056992845,41.90412042599928,-92.49193895138698,nan,nan,7,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,1.7142857142857142,0.0,2.142857142857143,1.0,0.2857142857142857,0.0,333.0,-92.49193895138698
55,112640,-0.0027754266794848565,29.738178253173828,3.0339138666788736,0.003464968190895612,0.033691017356856416,0.30241655707359316,-0.35447996854782104,5.554487705230713,0.7903645833333334,370.650130041336,216.30508932797238,31.529215680136986,8.069133207995037,41.90412042599928,-84.10214241867646,nan,nan,4,0.0,0.25,0.0,1.0,0.0,0.0,2.25,0.0,2.25,0.0,0.75,0.0,284.0,-84.10214241867646
56,114688,-0.0033660137016947073,43.728986740112305,3.037245424588521,0.0034601228326745282,0.03447277025164416,0.3176048795382182,-1.260215163230896,6.7071428298950195,0.7696940104166666,371.62715541018815,220.23236604996055,32.07025299112138,8.212022688989236,41.90412042599928,-80.23684456376267,nan,nan,5,0.0,0.2,0.0,0.8,0.2,0.0,2.0,0.2,2.6,0.4,0.4,0.2,434.6,-80.23684456376267
57,116736,-0.004742469128298884,30.979355812072754,3.0387361605962115,0.005216336320153096,0.06011132248677313,0.35241421361764275,0.2805526554584503,5.664755344390869,0.7482096354166666,372.5421652928327,224.18118470002082,32.61313264004275,8.358160929987207,41.90412042599928,-76.06239019024379,nan,nan,5,0.0,0.8,0.0,0.8,0.2,0.0,2.6,0.2,3.0,0.2,0.0,0.2,403.8,-76.06239019024379
58,118784,-0.0031173423786337176,33.87030296325683,3.0401957750320436,0.004430244099691346,0.04797878309618682,0.32898272027571995,-0.6147266030311584,5.512722969055176,0.8204752604166666,373.7005253358228,227.95657654808747,33.09993788104475,8.503064735989028,41.90412042599928,-91.62601647015192,nan,nan,6,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,1.8333333333333333,0.6666666666666666,0.8333333333333334,0.0,364.5,-91.62601647015192
59,120832,-0.0052911965331683556,30.680133247375487,3.047179953257243,0.006400226973299293,0.0810056073901554,0.31302832812070847,0.4672639071941376,5.2643513679504395,0.7740885416666666,375.6609971087073,230.85012074212136,33.7260730880007,8.669768584986741,41.90412042599928,-71.86864086954631,nan,nan,4,0.0,0.75,0.0,0.75,0.25,0.0,2.75,0.25,3.0,0.0,0.0,0.25,419.0,-71.86864086954631
60,122880,-0.004433236372036239,38.78633422851563,3.054948830604553,0.005329072715656667,0.06691038823143268,0.3444538141290347,-0.8387030363082886,6.1112236976623535,0.8181966145833334,377.2156180389206,234.23396636716643,34.20430592200864,8.810299935983494,41.90412042599928,-93.1838565029542,nan,nan,5,0.0,0.6,0.0,1.0,0.0,0.0,1.8,0.0,1.0,1.2,0.0,0.0,474.8,-93.1838565029542
61,124928,-0.004648676667905723,43.42441749572754,3.0566660881042482,0.004910232835549687,0.05647080920559044,0.3402397736907005,-0.8652595281600952,6.207284927368164,0.7171223958333334,378.871859900142,237.4734052331114,34.685430462013755,8.96274886498577,41.90412042599928,-79.67774728359962,nan,nan,8,0.0,0.25,0.125,0.75,0.125,0.0,1.375,0.375,1.875,0.875,0.375,0.125,354.75,-79.67774728359962
62,126976,-0.005436421672735984,36.83480587005615,3.0622401316960652,0.005888576198567123,0.07350448941191037,0.33180996278921765,-0.539982795715332,5.825068950653076,0.8038736979166666,380.18581498392115,240.984983934075,35.17648978807847,9.11131756199029,41.90412042599928,-80.92464211883635,nan,nan,4,0.0,0.0,0.0,0.75,0.25,0.0,1.5,0.25,2.25,0.5,0.75,0.25,343.0,-80.92464211883635
