env_steps,updates,completed_episodes,elapsed_seconds,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,log_prob_sum_mean,critic_grad_norm,actor_grad_norm,alpha,replay_size,effective_log_std_mean,effective_std_mean
2048,129,0,5.549055843992392,0.07535910606384277,-2.4022321701049805,1.3729197978973389,1.3653297424316406,1.3778417110443115,-5.269085884094238,0.14322999119758606,0.4554702639579773,0.2,2048.0,-0.4615863561630249,0.630282998085022
4096,385,5,11.746394688991131,6.271762847900391,-3.1060187816619873,2.072861909866333,2.0933048725128174,2.023876905441284,-4.940130233764648,1.5433119535446167,0.3471056818962097,0.2,4096.0,-0.39095640182495117,0.6764098405838013
