update,env_steps,active_side,block_index,red_policy_loss,red_entropy,red_approx_kl,red_clip_fraction,red_grad_norm,red_advantage_mean,red_advantage_std,red_advantage_nonzero_rate,red_value_loss,red_critic_grad_norm,blue_policy_loss,blue_entropy,blue_approx_kl,blue_clip_fraction,blue_grad_norm,blue_advantage_mean,blue_advantage_std,blue_advantage_nonzero_rate,blue_value_loss,blue_critic_grad_norm,opponent_source_side,opponent_generation,opponent_is_latest,opponent_history_size,active_generation_before,active_generation_after,red_mean_episode_return,blue_mean_episode_return,mean_episode_length,red_outcome_win_rate,blue_outcome_win_rate,draw_rate,non_draw_rate,red_kill_rate,blue_kill_rate,combat_decisive_rate,red_boundary_loss_rate,blue_boundary_loss_rate,boundary_rate,altitude_boundary_rate,xy_boundary_rate,collision_rate,mutual_kill_rate,max_steps_rate,scenario_tail_chase_count,scenario_offset_head_on_count,scenario_crossing_count,tail_rear_red_count,tail_rear_blue_count,red_within_4000_rate,red_attack_distance_entry_rate,red_ata_gate_rate,red_aa_gate_rate,red_distance_and_ata_entry_rate,red_distance_and_aa_entry_rate,red_ata_and_aa_entry_rate,red_full_attack_envelope_entry_rate,red_yaw_rate_saturation_rate,red_pitch_rate_saturation_rate,red_acceleration_saturation_rate,red_nx_saturation_rate,red_nz_saturation_rate,red_phi_saturation_rate,red_acceleration_tracking_mae,red_acceleration_tracking_p95,red_pitch_rate_tracking_mae,red_pitch_rate_tracking_p95,red_yaw_rate_tracking_mae,red_yaw_rate_tracking_p95,red_action_yaw_mean,red_action_yaw_std,red_action_pitch_mean,red_action_pitch_std,red_action_speed_mean,red_action_speed_std,blue_within_4000_rate,blue_attack_distance_entry_rate,blue_ata_gate_rate,blue_aa_gate_rate,blue_distance_and_ata_entry_rate,blue_distance_and_aa_entry_rate,blue_ata_and_aa_entry_rate,blue_full_attack_envelope_entry_rate,blue_yaw_rate_saturation_rate,blue_pitch_rate_saturation_rate,blue_acceleration_saturation_rate,blue_nx_saturation_rate,blue_nz_saturation_rate,blue_phi_saturation_rate,blue_acceleration_tracking_mae,blue_acceleration_tracking_p95,blue_pitch_rate_tracking_mae,blue_pitch_rate_tracking_p95,blue_yaw_rate_tracking_mae,blue_yaw_rate_tracking_p95,blue_action_yaw_mean,blue_action_yaw_std,blue_action_pitch_mean,blue_action_pitch_std,blue_action_speed_mean,blue_action_speed_std,eval_red_outcome_win_rate,eval_blue_outcome_win_rate,eval_draw_rate,eval_non_draw_rate,eval_red_kill_rate,eval_blue_kill_rate,eval_combat_decisive_rate,eval_red_boundary_loss_rate,eval_blue_boundary_loss_rate,eval_boundary_rate,eval_altitude_boundary_rate,eval_xy_boundary_rate,eval_collision_rate,eval_mutual_kill_rate,eval_max_steps_rate,eval_mean_episode_length,eval_bilateral_kill_rate,eval_kill_imbalance,eval_red_within_4000_rate,eval_red_attack_distance_entry_rate,eval_red_ata_gate_rate,eval_red_aa_gate_rate,eval_red_distance_and_ata_entry_rate,eval_red_distance_and_aa_entry_rate,eval_red_ata_and_aa_entry_rate,eval_red_full_attack_envelope_entry_rate,eval_red_attack_to_kill_conversion_rate,eval_red_mean_minimum_distance,eval_red_mean_minimum_combined_violation,eval_blue_within_4000_rate,eval_blue_attack_distance_entry_rate,eval_blue_ata_gate_rate,eval_blue_aa_gate_rate,eval_blue_distance_and_ata_entry_rate,eval_blue_distance_and_aa_entry_rate,eval_blue_ata_and_aa_entry_rate,eval_blue_full_attack_envelope_entry_rate,eval_blue_attack_to_kill_conversion_rate,eval_blue_mean_minimum_distance,eval_blue_mean_minimum_combined_violation
37,290112,red,2,-0.0017280334606766701,2.8971548199653627,0.00441815545927966,0.05341796875,0.18373122066259384,-7.450580596923828e-09,1.0,1.0,0.3823299691081047,0.2528902865946293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,blue,1,True,2,1,,0.4760869239740398,-10.424565253941262,444.39130434782606,0.9565217391304348,0.043478260869565216,0.0,1.0,0.08695652173913043,0.0,0.08695652173913043,0.043478260869565216,0.8695652173913043,0.9130434782608695,0.9130434782608695,0.0,0.0,0.0,0.0,347,347,347,174,173,1.0,0.7391304347826086,0.7391304347826086,1.0,0.6086956521739131,0.7391304347826086,0.21739130434782608,0.08695652173913043,0.8668212890625,0.7066650390625,0.4591064453125,0.107177734375,0.970947265625,0.0,0.22202120027810862,2.477885054954762,0.10764351426140342,0.181899558152766,0.14227755357644536,0.20294279657818018,-0.053445051733515214,0.5018056791635604,0.17312589088596297,0.4783595651766004,-0.1218064289301033,0.4940912368006944,1.0,0.7391304347826086,0.5652173913043478,0.8695652173913043,0.13043478260869565,0.6086956521739131,0.21739130434782608,0.0,0.86083984375,0.5028076171875,0.396240234375,0.2779541015625,0.899169921875,0.0,0.6719195116367183,4.075055944967536,0.07109987328132575,0.17243537001070364,0.0985116638285243,0.1893249269381747,0.13077368149594193,0.4821237220667856,0.022637555507202478,0.48429400415564305,-0.19269376571612185,0.47080788567720716,0.8,0.16666666666666666,0.03333333333333333,0.9666666666666667,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.06666666666666667,0.7555555555555555,0.8111111111111111,0.8111111111111111,0.0,0.022222222222222223,0.0,0.0,421.7111111111111,0.05555555555555555,0.05555555555555555,1.0,0.7,0.9333333333333333,0.8888888888888888,0.5444444444444444,0.5888888888888889,0.25555555555555554,0.05555555555555555,1.0,596.4031097812259,0.28495707519385033,1.0,0.7,0.8333333333333334,0.9444444444444444,0.37777777777777777,0.6333333333333333,0.3,0.1111111111111111,1.0,596.4031097812259,0.34305606760802787
38,298304,red,2,-0.0011121585965156555,2.896910083293915,0.005009102492476813,0.0619140625,0.14426579959690572,-1.4901161193847656e-08,0.9999999403953552,1.0,0.43478629887104037,0.3013146948069334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,blue,1,True,2,1,,1.4268750510527752,-10.752500059898011,391.8125,0.8125,0.1875,0.0,1.0,0.1875,0.0,0.1875,0.1875,0.625,0.8125,0.8125,0.0,0.0,0.0,0.0,353,352,352,177,176,1.0,0.8125,0.75,1.0,0.6875,0.8125,0.25,0.1875,0.8646240234375,0.7119140625,0.42578125,0.080078125,0.9691162109375,0.0,0.10338347904087894,0.7454267116769058,0.10546489377038751,0.1821468756170404,0.13709056315376972,0.20239497097598205,-0.10420973231127562,0.4932259546200593,0.18724468388521487,0.4722096699607598,-0.13571205916116824,0.49502258849375835,1.0,0.8125,0.625,0.75,0.3125,0.625,0.125,0.0,0.869384765625,0.509033203125,0.4417724609375,0.330078125,0.9246826171875,0.0,0.8292642831559496,4.213609021870187,0.07295882646107266,0.17101943451312399,0.10355818289520541,0.18808902799652816,0.15046114285584622,0.4829085315734809,0.022044319827404735,0.48166257770736903,-0.18312680718634766,0.4706537464942916,0.8,0.16666666666666666,0.03333333333333333,0.9666666666666667,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.06666666666666667,0.7555555555555555,0.8111111111111111,0.8111111111111111,0.0,0.022222222222222223,0.0,0.0,421.7111111111111,0.05555555555555555,0.05555555555555555,1.0,0.7,0.9333333333333333,0.8888888888888888,0.5444444444444444,0.5888888888888889,0.25555555555555554,0.05555555555555555,1.0,596.4031097812259,0.28495707519385033,1.0,0.7,0.8333333333333334,0.9444444444444444,0.37777777777777777,0.6333333333333333,0.3,0.1111111111111111,1.0,596.4031097812259,0.34305606760802787
39,300000,red,2,-0.0010242134893866605,2.8980493545532227,0.00013889368833330806,0.0,0.13040468096733093,1.3495391470996765e-08,0.9999999403953552,1.0,0.23697300255298615,0.7364041686058045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,blue,1,True,2,1,2,-3.644000036455691,-6.862000000849366,427.4,0.8,0.2,0.0,1.0,0.0,0.0,0.0,0.2,0.8,1.0,1.0,0.0,0.0,0.0,0.0,354,354,354,177,177,1.0,0.6,0.6,1.0,0.6,0.6,0.0,0.0,0.8637971698113207,0.7051886792452831,0.41450471698113206,0.09492924528301887,0.9616745283018868,0.0,0.12831758526687842,1.2248438895407106,0.1022116392678342,0.17966192416687987,0.1339806839989586,0.20564967579124088,-0.1287812555683387,0.49452998658849157,0.1804312304261228,0.48066502464690986,-0.1283829910726298,0.49701708085337787,1.0,0.6,0.8,1.0,0.2,0.6,0.4,0.0,0.8596698113207547,0.4516509433962264,0.3915094339622642,0.330188679245283,0.8974056603773585,0.0,0.907774084721378,4.168867396750344,0.06530547473424361,0.15765788872049544,0.09085469608935182,0.17697250920109475,0.16752166455351575,0.47418619885344254,0.02194975565801559,0.4871783777605035,-0.19764941753601306,0.4715566621882296,0.3111111111111111,0.6333333333333333,0.05555555555555555,0.9444444444444444,0.011111111111111112,0.37777777777777777,0.3888888888888889,0.3111111111111111,0.35555555555555557,0.6111111111111112,0.6111111111111112,0.0,0.0,0.0,0.0,385.56666666666666,0.011111111111111112,0.36666666666666664,1.0,0.7444444444444445,0.8111111111111111,0.8444444444444444,0.4444444444444444,0.5777777777777777,0.17777777777777778,0.011111111111111112,1.0,650.8580125494148,0.33418371100867356,1.0,0.7444444444444445,0.8333333333333334,0.9888888888888889,0.5444444444444444,0.7333333333333333,0.5666666666666667,0.37777777777777777,1.0,650.8580125494148,0.21912336182768882
40,308192,blue,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0012370402226224541,2.82779198884964,0.006933100603055209,0.093359375,0.1622413109987974,9.313225746154785e-09,1.0,1.0,1.172822856903076,0.22738798558712006,red,0,False,3,1,,-10.0,10.0,74.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370,369,369,185,185,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8582763671875,0.5404052734375,0.59716796875,0.340087890625,0.9658203125,0.0,0.9429821120710026,4.3903175944253965,0.09243782430069647,0.18218578404194405,0.14728849881902417,0.2041224151516904,0.1361095184692509,0.4715865938383929,-0.024354727409544807,0.4739337518874079,-0.060255514555301204,0.4764905961238186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8609619140625,0.6507568359375,0.45361328125,0.195556640625,0.955810546875,0.0,0.34358813065680305,2.5785818532180405,0.09114879897393958,0.18078458702718714,0.1264033073451302,0.1994596814562918,0.06250245797762233,0.48622169753036865,0.06702818275660505,0.48286660901532885,-0.23424710372564306,0.46250296337677743,0.37777777777777777,0.6222222222222222,0.0,1.0,0.12222222222222222,0.2111111111111111,0.3333333333333333,0.4111111111111111,0.25555555555555554,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,367.52222222222224,0.12222222222222222,0.08888888888888889,1.0,0.7111111111111111,0.8222222222222222,0.8444444444444444,0.45555555555555555,0.5,0.28888888888888886,0.12222222222222222,1.0,720.9401849947047,0.36448702145894835,1.0,0.7111111111111111,0.8333333333333334,0.9,0.37777777777777777,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.95,720.9401849947047,0.2836810849531775
41,316384,blue,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0016124357236549259,2.8319645524024963,0.0027969745060545392,0.0221923828125,0.13527579121291639,-3.725290298461914e-09,1.0,1.0,0.624266903102398,0.1520987056195736,red,0,False,3,1,,-11.086184257690451,2.272105248203795,286.8157894736842,0.0,1.0,0.0,1.0,0.0,0.18421052631578946,0.18421052631578946,0.8157894736842105,0.0,0.8157894736842105,0.8157894736842105,0.0,0.0,0.0,0.0,382,382,382,191,191,1.0,0.6052631578947368,0.6052631578947368,0.631578947368421,0.07894736842105263,0.42105263157894735,0.21052631578947367,0.0,0.8516845703125,0.4996337890625,0.5860595703125,0.3531494140625,0.958984375,0.0,1.08981472533339,4.508400395985407,0.08888004678928982,0.1813949407257344,0.1443491790362882,0.20429868154964306,0.14119944908523507,0.4648917053460637,-0.014411280072533117,0.4757552437911296,-0.05694300473048486,0.4732126668881007,1.0,0.6052631578947368,0.7894736842105263,1.0,0.3157894736842105,0.6052631578947368,0.3684210526315789,0.18421052631578946,0.863037109375,0.6439208984375,0.4324951171875,0.2010498046875,0.9552001953125,0.0,0.32236356191791354,2.541166041722088,0.08959542811869112,0.18091581889527625,0.1224265280595487,0.2000376979686124,0.12647257833281245,0.48543682589014603,0.08217951998669903,0.480376996424062,-0.20969095352251088,0.46417408208297295,0.37777777777777777,0.6222222222222222,0.0,1.0,0.12222222222222222,0.2111111111111111,0.3333333333333333,0.4111111111111111,0.25555555555555554,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,367.52222222222224,0.12222222222222222,0.08888888888888889,1.0,0.7111111111111111,0.8222222222222222,0.8444444444444444,0.45555555555555555,0.5,0.28888888888888886,0.12222222222222222,1.0,720.9401849947047,0.36448702145894835,1.0,0.7111111111111111,0.8333333333333334,0.9,0.37777777777777777,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.95,720.9401849947047,0.2836810849531775
42,324576,blue,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002130069816485047,2.8370561599731445,0.0075293744681403044,0.1014404296875,0.19753924012184143,-2.7939677238464355e-09,1.0,1.0,0.5464778453111648,0.17830232046544553,red,0,False,3,1,,-10.93203128472669,2.9949999960372224,262.34375,0.0,1.0,0.0,1.0,0.0,0.25,0.25,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,393,393,392,197,196,1.0,0.6875,0.5,0.59375,0.03125,0.4375,0.15625,0.0,0.861572265625,0.4639892578125,0.5980224609375,0.40087890625,0.9603271484375,0.0,1.347396000908765,4.5584388338914374,0.08608527393315796,0.17939161908784182,0.14382980927652447,0.2036079555239411,0.13400357159136433,0.47216295997926955,-0.017320380526570034,0.4752138152414109,-0.08195744829854945,0.47699373481390134,1.0,0.6875,0.78125,1.0,0.34375,0.6875,0.40625,0.25,0.8623046875,0.68798828125,0.342041015625,0.1131591796875,0.9588623046875,0.0,0.13222226637827705,1.1445608650253192,0.09064879432620737,0.17761991295543883,0.11967158477921,0.19533782991987672,0.1314818257203214,0.4828958116757496,0.11964099011170504,0.4830274629571157,-0.23724621813959246,0.46575119918374935,0.37777777777777777,0.6222222222222222,0.0,1.0,0.12222222222222222,0.2111111111111111,0.3333333333333333,0.4111111111111111,0.25555555555555554,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,367.52222222222224,0.12222222222222222,0.08888888888888889,1.0,0.7111111111111111,0.8222222222222222,0.8444444444444444,0.45555555555555555,0.5,0.28888888888888886,0.12222222222222222,1.0,720.9401849947047,0.36448702145894835,1.0,0.7111111111111111,0.8333333333333334,0.9,0.37777777777777777,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.95,720.9401849947047,0.2836810849531775
43,332768,blue,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0023134591989219188,2.843578803539276,0.004973942195647396,0.058251953125,0.14951601363718509,1.1175870895385742e-08,0.9999999403953552,1.0,0.5878831148147583,0.19244724437594413,red,0,False,3,1,,-10.387586229705605,2.3699999855959724,266.13793103448273,0.0,1.0,0.0,1.0,0.0,0.2413793103448276,0.2413793103448276,0.7586206896551724,0.0,0.7586206896551724,0.7586206896551724,0.0,0.0,0.0,0.0,403,402,402,202,201,1.0,0.6551724137931034,0.5172413793103449,0.6206896551724138,0.10344827586206896,0.3793103448275862,0.1724137931034483,0.0,0.8607177734375,0.473876953125,0.58837890625,0.3798828125,0.9630126953125,0.0,1.2668642138278885,4.5424577531424895,0.08788737526197175,0.1801294962797745,0.1438893630431779,0.20496967473845543,0.13649226699134687,0.47424506596880067,-0.01448420941938977,0.4794810065400351,-0.07349142863592562,0.4769043622292629,1.0,0.6551724137931034,0.8275862068965517,1.0,0.3103448275862069,0.6551724137931034,0.4482758620689655,0.2413793103448276,0.86767578125,0.7017822265625,0.3494873046875,0.0701904296875,0.966796875,0.0,0.07391048691922122,0.3957642848285229,0.09895152459621001,0.1795896462991321,0.12873416961068548,0.1980535218247352,0.0351227226339077,0.49503198366118206,0.16624363991510904,0.4702271535753693,-0.23886352924997922,0.4610914564574506,0.37777777777777777,0.6222222222222222,0.0,1.0,0.12222222222222222,0.2111111111111111,0.3333333333333333,0.4111111111111111,0.25555555555555554,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,367.52222222222224,0.12222222222222222,0.08888888888888889,1.0,0.7111111111111111,0.8222222222222222,0.8444444444444444,0.45555555555555555,0.5,0.28888888888888886,0.12222222222222222,1.0,720.9401849947047,0.36448702145894835,1.0,0.7111111111111111,0.8333333333333334,0.9,0.37777777777777777,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.95,720.9401849947047,0.2836810849531775
44,340960,blue,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0015082085272297263,2.8461270689964295,0.005157347513886634,0.062255859375,0.13897012546658516,0.0,1.0,1.0,0.7433427542448043,0.20435622483491897,red,0,False,3,1,,-11.117833375030507,3.530666658685853,249.93333333333334,0.0,1.0,0.0,1.0,0.0,0.3,0.3,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.0,413,412,412,207,206,1.0,0.7,0.4666666666666667,0.6,0.0,0.4,0.16666666666666666,0.0,0.8577880859375,0.4974365234375,0.5914306640625,0.369140625,0.9619140625,0.0,1.1551953393341412,4.512597549495717,0.08953127641471006,0.18277306371216956,0.14710293552164608,0.20626373449063698,0.14011150576397569,0.46906720002498875,-0.017634617130127594,0.47696822613458306,-0.05870334256924892,0.47680281070484076,1.0,0.7,0.8,1.0,0.4,0.7,0.4666666666666667,0.3,0.8609619140625,0.686279296875,0.38232421875,0.13232421875,0.9581298828125,0.0,0.17883565194949289,1.2827658333855538,0.09859199185588492,0.179545773317219,0.12817593879705402,0.19805770669883463,0.042927373388604195,0.4964895335028953,0.1814497869288303,0.47602298328800313,-0.24303261957919986,0.4647066795571742,0.37777777777777777,0.6222222222222222,0.0,1.0,0.12222222222222222,0.2111111111111111,0.3333333333333333,0.4111111111111111,0.25555555555555554,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,367.52222222222224,0.12222222222222222,0.08888888888888889,1.0,0.7111111111111111,0.8222222222222222,0.8444444444444444,0.45555555555555555,0.5,0.28888888888888886,0.12222222222222222,1.0,720.9401849947047,0.36448702145894835,1.0,0.7111111111111111,0.8333333333333334,0.9,0.37777777777777777,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.95,720.9401849947047,0.2836810849531775
45,349152,blue,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0009892294183373451,2.847614896297455,0.0024744198875851,0.0251953125,0.13482094705104827,-3.725290298461914e-09,1.0,1.0,0.7066887557506562,0.19686629213392734,red,0,False,3,1,,-10.818939428974057,3.0728787804361093,258.5151515151515,0.0,1.0,0.0,1.0,0.0,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.0,0.7272727272727273,0.7272727272727273,0.0,0.0,0.0,0.0,424,423,423,212,212,1.0,0.696969696969697,0.48484848484848486,0.6666666666666666,0.09090909090909091,0.3939393939393939,0.15151515151515152,0.0,0.8623046875,0.487060546875,0.5960693359375,0.369384765625,0.9630126953125,0.0,1.1650091122568038,4.526645267187853,0.08787309756149954,0.18109964287970967,0.14559613659191714,0.20360400412570984,0.14698759736312894,0.46741324311407884,-0.022531256808381528,0.4737053010984882,-0.06299439884496394,0.4798200632230353,1.0,0.696969696969697,0.8787878787878788,1.0,0.3333333333333333,0.696969696969697,0.48484848484848486,0.2727272727272727,0.8662109375,0.66064453125,0.3773193359375,0.133544921875,0.9451904296875,0.0,0.20126491360805254,1.4503798180257867,0.09619663221016923,0.1778144490657232,0.12441841169770039,0.19570735032096748,0.03368234367008327,0.49427062001758026,0.20667463556063836,0.47964624054400845,-0.22450479325180694,0.4671404017592552,0.43333333333333335,0.5555555555555556,0.011111111111111112,0.9888888888888889,0.011111111111111112,0.4111111111111111,0.4222222222222222,0.14444444444444443,0.4222222222222222,0.5666666666666667,0.5666666666666667,0.0,0.011111111111111112,0.0,0.0,355.26666666666665,0.011111111111111112,0.39999999999999997,1.0,0.6666666666666666,0.8111111111111111,0.8777777777777778,0.4,0.5444444444444444,0.17777777777777778,0.011111111111111112,1.0,732.2272166551691,0.3748480502924599,1.0,0.6666666666666666,0.8333333333333334,0.9777777777777777,0.4444444444444444,0.6444444444444445,0.5888888888888889,0.4111111111111111,1.0,732.2272166551691,0.30554573422683434
46,357344,blue,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0007278699660673738,2.852452349662781,0.004012573335785419,0.0445068359375,0.13755080811679363,-9.313225746154785e-10,1.0,1.0,0.804007402062416,0.17127790227532386,red,0,False,3,1,,-10.532500024775372,2.9098529167035045,263.5882352941176,0.0,1.0,0.0,1.0,0.0,0.29411764705882354,0.29411764705882354,0.7058823529411765,0.0,0.7058823529411765,0.7058823529411765,0.0,0.0,0.0,0.0,435,435,434,218,217,1.0,0.7352941176470589,0.5294117647058824,0.6470588235294118,0.0,0.4411764705882353,0.17647058823529413,0.0,0.8624267578125,0.475830078125,0.599609375,0.37158203125,0.9625244140625,0.0,1.236219727421619,4.520290578284976,0.08719590564110247,0.1810269475209832,0.14354939931567537,0.20537593297129067,0.15137626792826353,0.46662655522666874,-0.013860527255318722,0.4782846469799274,-0.058369995334398794,0.47639041429542184,1.0,0.7352941176470589,0.8235294117647058,0.9705882352941176,0.35294117647058826,0.7058823529411765,0.4411764705882353,0.29411764705882354,0.865234375,0.637939453125,0.3603515625,0.14111328125,0.9378662109375,0.0,0.28946518056160386,2.48541555795444,0.09117435213255548,0.17621348919929936,0.11748590699481104,0.19328766377354328,0.03375158905042497,0.4969375636755544,0.21352823061877757,0.47669235943658506,-0.23218574969325445,0.4666961008877564,0.43333333333333335,0.5555555555555556,0.011111111111111112,0.9888888888888889,0.011111111111111112,0.4111111111111111,0.4222222222222222,0.14444444444444443,0.4222222222222222,0.5666666666666667,0.5666666666666667,0.0,0.011111111111111112,0.0,0.0,355.26666666666665,0.011111111111111112,0.39999999999999997,1.0,0.6666666666666666,0.8111111111111111,0.8777777777777778,0.4,0.5444444444444444,0.17777777777777778,0.011111111111111112,1.0,732.2272166551691,0.3748480502924599,1.0,0.6666666666666666,0.8333333333333334,0.9777777777777777,0.4444444444444444,0.6444444444444445,0.5888888888888889,0.4111111111111111,1.0,732.2272166551691,0.30554573422683434
47,365536,blue,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0019299102714285254,2.8594913244247437,0.004462726650672266,0.051318359375,0.13780980184674263,-5.587935447692871e-09,0.9999998807907104,1.0,0.5721570894122123,0.2119238931685686,red,0,False,3,1,,-10.874807725302302,3.069230759408898,256.9230769230769,0.0,1.0,0.0,1.0,0.0,0.2692307692307692,0.2692307692307692,0.7307692307692307,0.0,0.7307692307692307,0.7307692307692307,0.0,0.0,0.0,0.0,444,443,443,222,222,1.0,0.6923076923076923,0.5,0.6538461538461539,0.038461538461538464,0.4230769230769231,0.15384615384615385,0.0,0.8570556640625,0.485595703125,0.58447265625,0.37646484375,0.9603271484375,0.0,1.1894000526248196,4.547619821013449,0.08778930960037437,0.181910793904754,0.14483586356081676,0.20542952545110443,0.14739065290172704,0.4694332205072287,-0.01677082547641362,0.47552721030582257,-0.06649106688923467,0.4722743822051826,1.0,0.6923076923076923,0.7692307692307693,1.0,0.2692307692307692,0.6923076923076923,0.4230769230769231,0.2692307692307692,0.871337890625,0.6331787109375,0.3470458984375,0.1083984375,0.90576171875,0.0,0.21739961138354286,1.7532803631290785,0.09359757130525807,0.1777426288137063,0.11790743628530442,0.19524928555714965,-0.020941563007049524,0.5037353054600032,0.2789738958261232,0.4665586915210969,-0.22074862922807625,0.4657958437978038,0.43333333333333335,0.5555555555555556,0.011111111111111112,0.9888888888888889,0.011111111111111112,0.4111111111111111,0.4222222222222222,0.14444444444444443,0.4222222222222222,0.5666666666666667,0.5666666666666667,0.0,0.011111111111111112,0.0,0.0,355.26666666666665,0.011111111111111112,0.39999999999999997,1.0,0.6666666666666666,0.8111111111111111,0.8777777777777778,0.4,0.5444444444444444,0.17777777777777778,0.011111111111111112,1.0,732.2272166551691,0.3748480502924599,1.0,0.6666666666666666,0.8333333333333334,0.9777777777777777,0.4444444444444444,0.6444444444444445,0.5888888888888889,0.4111111111111111,1.0,732.2272166551691,0.30554573422683434
48,373728,blue,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0008899518055841326,2.86540801525116,0.004484350043640006,0.0572509765625,0.1461384579539299,-8.381903171539307e-09,0.9999999403953552,1.0,0.7904553771018982,0.16986090429127215,red,0,False,3,1,,-10.406470605911796,3.0070588129901274,256.2352941176471,0.0,1.0,0.0,1.0,0.0,0.29411764705882354,0.29411764705882354,0.7058823529411765,0.0,0.7058823529411765,0.7058823529411765,0.0,0.0,0.0,0.0,455,455,454,228,227,1.0,0.7058823529411765,0.47058823529411764,0.6176470588235294,0.14705882352941177,0.38235294117647056,0.14705882352941177,0.0,0.8577880859375,0.481689453125,0.5919189453125,0.3714599609375,0.961669921875,0.0,1.1934685794237625,4.528123570891291,0.08795656205963642,0.18163889874648914,0.14557271855933274,0.20568283642318577,0.15205161355397934,0.46970708784805154,-0.01609654349380918,0.4743580782300351,-0.058051313270638616,0.4742682550550752,1.0,0.7058823529411765,0.8529411764705882,1.0,0.4411764705882353,0.7058823529411765,0.47058823529411764,0.29411764705882354,0.8619384765625,0.6219482421875,0.3519287109375,0.1092529296875,0.912109375,0.0,0.2193924414705458,1.6820559778343906,0.0914908501600259,0.17787165580104436,0.11570315189742575,0.19573794803241454,-0.02677540481347762,0.49693382330580527,0.26188628741892117,0.46781534558493354,-0.24630587755511613,0.4650978077476295,0.43333333333333335,0.5555555555555556,0.011111111111111112,0.9888888888888889,0.011111111111111112,0.4111111111111111,0.4222222222222222,0.14444444444444443,0.4222222222222222,0.5666666666666667,0.5666666666666667,0.0,0.011111111111111112,0.0,0.0,355.26666666666665,0.011111111111111112,0.39999999999999997,1.0,0.6666666666666666,0.8111111111111111,0.8777777777777778,0.4,0.5444444444444444,0.17777777777777778,0.011111111111111112,1.0,732.2272166551691,0.3748480502924599,1.0,0.6666666666666666,0.8333333333333334,0.9777777777777777,0.4444444444444444,0.6444444444444445,0.5888888888888889,0.4111111111111111,1.0,732.2272166551691,0.30554573422683434
